block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,mask_type,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,noise,-1,0,left,nomask,noise,-1,1,noise.wav,mouse,149,mouse.bmp
-1,-9,noise,-1,1,left,auditory,noise,-1,1,noise.wav,alligator,3,alligator.bmp
-1,-8,valid,1,1,right,auditory,elephant,84,1,elephant_1.wav,elephant,84,elephant.bmp
-1,-7,invalid,0,0,right,nomask,alligator,3,2,alligator_2.wav,tree,241,tree.bmp
-1,-6,valid,1,0,left,nomask,rabbit,182,2,rabbit_2.wav,rabbit,182,rabbit.bmp
-1,-5,valid,1,1,right,visual,apple,6,2,apple_2.wav,apple,6,apple.bmp
-1,-4,valid,1,1,right,auditory,table,226,2,table_2.wav,table,226,table.bmp
-1,-3,noise,-1,0,left,nomask,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
-1,-2,invalid,0,0,left,nomask,alligator,3,4,alligator_4.wav,tomato,236,tomato.bmp
-1,-1,noise,-1,0,left,nomask,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,0,valid,1,1,right,auditory,apple,6,3,apple_3.wav,apple,6,apple.bmp
0,1,noise,-1,0,right,nomask,noise,-1,1,noise.wav,tree,241,tree.bmp
0,2,noise,-1,0,left,nomask,noise,-1,1,noise.wav,mouse,149,mouse.bmp
0,3,valid,1,0,left,nomask,tree,241,4,tree_4.wav,tree,241,tree.bmp
0,4,noise,-1,0,left,nomask,noise,-1,1,noise.wav,apple,6,apple.bmp
0,5,noise,-1,1,right,auditory,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,6,noise,-1,0,left,nomask,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,7,noise,-1,1,left,auditory,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,8,noise,-1,1,left,auditory,noise,-1,1,noise.wav,tree,241,tree.bmp
0,9,valid,1,1,left,auditory,table,226,3,table_3.wav,table,226,table.bmp
0,10,noise,-1,1,left,auditory,noise,-1,1,noise.wav,elephant,84,elephant.bmp
