subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,keys_pressed,response,rt,is_correct
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,1,apple,valid,mask,word,apple,right,up,right,timeout,1500.0,0
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,2,rabbit,valid,mask,pic,rabbit,left,left,left,left,929.992797785,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,3,apple,valid,nomask,word,apple,right,up,up,up,1128.80015373,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,4,kangaroo,valid,nomask,word,kangaroo,left,up,left up,up,1246.51985336,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,5,zebra,valid,nomask,pic,zebra,right,right,right,right,800.27367454,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,6,kangaroo,valid,nomask,word,kangaroo,right,up,up,up,801.104620099,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,7,saltshaker,valid,nomask,pic,saltshaker,right,right,up right,right,1112.81052511,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,8,piano,valid,nomask,pic,piano,left,left,left,left,905.613046139,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,9,donkey,invalid,mask,pic,dog,left,left,,timeout,1500.0,0
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,10,piano,invalid,mask,word,saltshaker,left,down,,timeout,1500.0,0
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,11,donkey,valid,nomask,pic,donkey,right,right,down right,right,693.706128746,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,-1,practice,12,saltshaker,valid,nomask,word,saltshaker,right,up,up,up,1105.50965834,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,14,grasshopper,valid,mask,word,grasshopper,left,up,left up,up,945.728598163,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,15,donkey,valid,nomask,word,donkey,left,up,up,up,864.511626773,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,16,bee,valid,mask,pic,bee,left,left,left,left,1199.21162538,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,17,skunk,valid,mask,pic,skunk,left,left,left,left,863.328905776,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,18,deer,valid,nomask,pic,deer,right,right,right,right,699.757373892,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,19,heart,valid,mask,pic,heart,left,left,left,left,773.507674225,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,20,apple,valid,nomask,pic,apple,right,right,right,right,685.32080669,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,21,skunk,valid,nomask,pic,skunk,left,left,left,left,607.101771981,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,22,camel,valid,nomask,pic,camel,left,left,left,left,498.835843056,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,23,chicken,valid,nomask,pic,chicken,right,right,right,right,490.652497858,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,24,tomato,valid,nomask,pic,tomato,left,left,left,left,341.39558021,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,25,tiger,valid,nomask,word,tiger,left,up,up,up,761.202887632,1
MOW313,313,2015_Nov_25_1038,LL-Kramer,0,test,26,wine_glass,valid,mask,pic,wine_glass,left,left,left,left,682.867339812,1
