subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,keys_pressed,response,rt,is_correct
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,1,rabbit,valid,nomask,pic,rabbit,left,left,,timeout,1500.0,0
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,2,swan,valid,nomask,pic,swan,left,left,left,left,412.148904521,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,3,gorilla,valid,nomask,pic,gorilla,right,right,right,right,451.027319301,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,4,saltshaker,valid,nomask,pic,saltshaker,left,left,right,right,268.773906399,0
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,5,mouse,valid,nomask,pic,mouse,right,right,right,right,333.460621536,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,6,kangaroo,invalid,mask,pic,deer,left,left,left,left,348.339868709,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,7,lion,valid,mask,pic,lion,right,right,right,right,485.100267455,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,8,wine_glass,valid,mask,pic,wine_glass,left,left,right,right,350.881679915,0
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,9,strawberry,invalid,nomask,word,rhinoceros,right,down,right,timeout,1500.0,0
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,10,chicken,invalid,nomask,word,kangaroo,left,down,left down,down,1234.01693255,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,11,heart,valid,mask,word,heart,left,up,left down,down,992.09833052,0
MOW307,307,2015_Nov_24_1455,LL-Kramer,-1,practice,12,saltshaker,valid,nomask,pic,saltshaker,left,left,left,left,380.288398825,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,0,test,14,gorilla,invalid,nomask,pic,skunk,right,right,right,right,503.075396642,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,0,test,15,pig,invalid,mask,pic,bottle,right,right,left,left,427.806283347,0
MOW307,307,2015_Nov_24_1455,LL-Kramer,0,test,16,tiger,invalid,nomask,pic,penguin,right,right,right,right,623.675559647,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,0,test,17,table,invalid,mask,pic,wine_glass,left,left,left,left,503.152857535,1
MOW307,307,2015_Nov_24_1455,LL-Kramer,0,test,18,apple,valid,nomask,word,apple,left,up,left up,up,1043.17814438,1
