subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,response,rt,is_correct
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,1,kangaroo,valid,mask,pic,kangaroo,left,left,left,601.178568089,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,2,mouse,valid,mask,pic,mouse,right,right,right,547.068783955,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,3,tiger,valid,mask,pic,tiger,left,left,left,480.945735297,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,4,alligator,valid,mask,pic,alligator,left,left,left,445.557643252,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,5,bee,invalid,nomask,word,grasshopper,left,different,left,584.405578498,0
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,6,skunk,invalid,mask,word,pig,right,different,different,816.548287054,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,7,grasshopper,valid,nomask,pic,grasshopper,right,right,right,846.330338361,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,8,chicken,valid,nomask,pic,chicken,right,right,right,857.049482584,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,9,heart,invalid,mask,pic,bottle,left,left,left,1450.78597881,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,10,zebra,invalid,mask,pic,elephant,left,left,left,595.596534084,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,11,camel,invalid,mask,pic,zebra,right,right,right,497.343580442,1
MOW106,106,2015_Nov_16_1130,LL-George,-1,practice,12,penguin,valid,nomask,pic,penguin,left,left,left,683.117219858,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,14,tomato,invalid,nomask,word,mouse,left,different,different,1290.56377296,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,15,rabbit,valid,nomask,word,rabbit,right,same,same,940.408689785,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,16,rhinoceros,invalid,nomask,word,giraffe,left,different,different,816.116806935,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,17,deer,valid,mask,word,deer,right,same,right,1075.90241122,0
MOW106,106,2015_Nov_16_1130,LL-George,0,test,18,camel,valid,mask,pic,camel,left,left,left,617.693885986,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,19,chicken,invalid,nomask,pic,strawberry,right,right,right,800.428919407,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,20,tiger,valid,mask,word,tiger,right,same,same,860.169711232,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,21,bee,invalid,mask,pic,grasshopper,right,right,right,626.947662211,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,22,lion,valid,mask,word,lion,right,same,same,797.760336485,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,23,piano,valid,mask,pic,piano,left,left,left,636.516086088,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,24,bee,invalid,nomask,pic,saltshaker,left,left,left,601.300201961,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,25,leopard,invalid,nomask,pic,apple,left,left,left,548.080585635,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,26,bee,valid,nomask,pic,bee,left,left,left,410.853581649,1
MOW106,106,2015_Nov_16_1130,LL-George,0,test,27,table,invalid,nomask,pic,alligator,left,left,left,541.641993128,1
