subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,response,rt,is_correct
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,1,heart,invalid,nomask,pic,tomato,right,right,right,1191.35247241,1
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,2,wine_glass,valid,nomask,pic,wine_glass,left,left,right,552.228620509,0
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,3,alligator,valid,mask,pic,alligator,left,left,left,507.92252575,1
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,4,strawberry,valid,nomask,pic,strawberry,right,right,left,447.67823373,0
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,5,rabbit,valid,nomask,pic,rabbit,right,right,right,455.625406001,1
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,6,skunk,valid,nomask,pic,skunk,right,right,left,408.23685308,0
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,7,giraffe,valid,mask,word,giraffe,right,same,right,480.047245044,0
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,8,deer,invalid,nomask,pic,bottle,left,left,left,650.395149831,1
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,9,strawberry,valid,nomask,pic,strawberry,left,left,left,439.141777111,1
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,10,raccoon,valid,mask,pic,raccoon,right,right,right,610.919840168,1
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,11,camel,invalid,nomask,pic,dog,left,left,left,654.719233746,1
MOW107,107,2015_Nov_16_1130,LL-ELAINE,-1,practice,12,tree,invalid,nomask,pic,rabbit,left,left,left,498.474775348,1
MOW107,107,2015_Nov_16_1130,LL-ELAINE,0,test,14,camel,valid,nomask,pic,camel,left,left,left,454.374177847,1
MOW107,107,2015_Nov_16_1130,LL-ELAINE,0,test,15,pear,valid,mask,pic,pear,right,right,left,466.09007963,0
MOW107,107,2015_Nov_16_1130,LL-ELAINE,0,test,16,heart,valid,mask,pic,heart,left,left,left,395.00692999,1
