subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,response,rt,is_correct
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,1,raccoon,valid,nomask,pic,raccoon,left,left,same,710.327035049,0
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,2,elephant,valid,mask,pic,elephant,right,right,right,799.646941712,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,3,grasshopper,valid,mask,pic,grasshopper,right,right,right,806.408184115,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,4,table,valid,nomask,word,table,right,same,right,647.014048649,0
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,5,saltshaker,invalid,nomask,pic,deer,left,left,left,1604.80421758,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,6,camel,invalid,nomask,pic,elephant,left,left,left,1298.10443241,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,7,raccoon,valid,nomask,pic,raccoon,left,left,left,1557.35516781,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,8,elephant,valid,mask,word,elephant,right,same,same,1162.09504707,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,9,strawberry,invalid,nomask,word,giraffe,left,different,different,1189.75298735,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,10,mouse,valid,nomask,pic,mouse,left,left,left,1047.13312187,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,11,pineapple,invalid,nomask,pic,strawberry,left,left,left,1241.35679379,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,-1,practice,12,mouse,valid,nomask,pic,mouse,right,right,right,1148.68939505,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,0,test,14,lion,valid,mask,word,lion,left,same,same,963.068118086,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,0,test,15,tree,invalid,mask,word,penguin,left,different,different,1585.47499636,1
MOW114,114,2015_Nov_17_1508,LL-ELAINE,0,test,16,tiger,valid,nomask,pic,tiger,left,left,left,826.812584652,1
