subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,keys_pressed,response,rt,is_correct
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,1,camel,valid,nomask,pic,camel,right,right,right,right,822.227805969,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,2,pineapple,valid,nomask,word,pineapple,right,up,right up,up,1396.00339293,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,3,table,valid,nomask,pic,table,left,left,left,left,606.729510444,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,4,tiger,valid,mask,pic,tiger,right,right,right,right,625.81086054,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,5,leopard,valid,nomask,pic,leopard,right,right,right,right,622.276139125,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,6,piano,valid,mask,pic,piano,left,left,left,left,631.137109303,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,7,rabbit,invalid,nomask,pic,elephant,left,left,left,left,750.598402752,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,8,bottle,valid,nomask,word,bottle,left,up,left down,down,1174.63758143,0
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,9,tomato,invalid,nomask,pic,table,left,left,left,left,817.296224559,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,10,rabbit,valid,mask,word,rabbit,left,up,left up,up,1001.13886979,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,11,raccoon,valid,nomask,pic,raccoon,left,left,left,left,828.22975851,1
MOW314,314,2015_Nov_25_1039,LL-George,-1,practice,12,heart,valid,nomask,pic,heart,left,left,left,left,685.650176863,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,14,tiger,valid,mask,pic,tiger,right,right,right,right,466.209368926,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,15,strawberry,valid,mask,word,strawberry,right,up,right up,up,958.091000735,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,16,saltshaker,valid,mask,pic,saltshaker,left,left,left,left,567.59630618,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,17,rhinoceros,valid,nomask,pic,rhinoceros,left,left,left,left,641.407102754,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,18,tiger,valid,nomask,pic,tiger,right,right,right,right,595.174367423,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,19,saltshaker,valid,nomask,pic,saltshaker,right,right,right,right,604.007810121,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,20,chicken,valid,mask,pic,chicken,left,left,left,left,566.743914329,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,21,table,invalid,mask,word,deer,left,down,down,down,952.511243057,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,22,leopard,valid,nomask,pic,leopard,left,left,left,left,659.269881406,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,23,dog,valid,mask,pic,dog,left,left,left,left,760.04097113,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,24,alligator,valid,nomask,pic,alligator,right,right,right,right,735.762687458,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,25,chair,invalid,nomask,pic,penguin,right,right,right,right,733.609781862,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,26,pear,valid,nomask,pic,pear,left,left,left,left,673.367475974,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,27,wine_glass,valid,nomask,word,wine_glass,left,up,up,up,1352.03367315,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,28,kangaroo,invalid,nomask,word,rabbit,right,down,right up,up,981.894595316,0
MOW314,314,2015_Nov_25_1039,LL-George,0,test,29,deer,valid,nomask,pic,deer,left,left,left,left,683.59521791,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,30,mouse,valid,mask,word,mouse,right,up,up,up,1053.1907879,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,31,grasshopper,valid,nomask,word,grasshopper,left,up,up,up,805.124593899,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,32,donkey,valid,mask,pic,donkey,left,left,left,left,627.445545193,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,33,pear,invalid,mask,pic,saltshaker,right,right,right,right,631.702703133,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,34,zebra,valid,mask,pic,zebra,right,right,right,right,479.413920577,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,35,chair,valid,mask,word,chair,right,up,right down,down,747.215722688,0
MOW314,314,2015_Nov_25_1039,LL-George,0,test,36,donkey,invalid,nomask,pic,pineapple,left,left,right,right,777.887105301,0
MOW314,314,2015_Nov_25_1039,LL-George,0,test,37,deer,valid,nomask,pic,deer,right,right,right,right,718.376838515,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,38,rhinoceros,valid,nomask,pic,rhinoceros,left,left,left,left,898.318262567,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,39,deer,valid,mask,pic,deer,right,right,right,right,485.282716894,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,40,tree,invalid,nomask,pic,kangaroo,left,left,left,left,638.034985517,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,41,deer,valid,nomask,pic,deer,right,right,right,right,570.019685372,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,42,saltshaker,valid,mask,pic,saltshaker,left,left,left,left,556.626602454,1
MOW314,314,2015_Nov_25_1039,LL-George,0,test,43,lion,invalid,nomask,pic,wine_glass,right,right,right,right,620.309844293,1
