subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,keys_pressed,response,rt,is_correct
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,1,saltshaker,valid,nomask,pic,saltshaker,right,right,,timeout,1500.0,0
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,2,chair,valid,nomask,pic,chair,left,left,left,left,775.896163759,1
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,3,chicken,valid,mask,pic,chicken,left,left,left,left,586.158795195,1
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,4,chair,invalid,mask,pic,tomato,right,right,right,right,751.416865387,1
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,5,mouse,valid,mask,pic,mouse,left,left,left,left,741.172158829,1
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,6,heart,invalid,mask,pic,gorilla,left,left,left,left,678.949794339,1
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,7,chair,valid,mask,pic,chair,right,right,right,right,634.66702943,1
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,8,pig,invalid,nomask,word,heart,left,down,down,down,1005.8764784,1
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,9,lion,valid,mask,pic,lion,left,left,left,left,518.27377046,1
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,10,grasshopper,valid,nomask,pic,grasshopper,left,left,left,left,751.297792987,1
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,11,pig,valid,mask,word,pig,right,up,down,down,987.886625167,0
MOW304,304,2015_Nov_24_1428,LL-George,-1,practice,12,apple,invalid,nomask,word,swan,left,down,down,down,1062.65192131,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,14,alligator,valid,nomask,pic,alligator,left,left,left,left,641.814573566,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,15,bottle,invalid,nomask,pic,bee,right,right,right,right,524.282764905,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,16,pear,valid,mask,pic,pear,right,right,right,right,783.437735052,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,17,strawberry,invalid,nomask,pic,tiger,left,left,left,left,578.265448203,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,18,zebra,invalid,mask,pic,bee,left,left,left,left,467.084807067,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,19,donkey,valid,nomask,pic,donkey,left,left,left,left,405.780772373,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,20,camel,valid,nomask,pic,camel,left,left,left,left,396.535057545,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,21,leopard,valid,nomask,word,leopard,right,up,right up,up,1208.92818847,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,22,pineapple,invalid,mask,pic,snowman,right,right,right,right,458.659795462,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,23,elephant,valid,mask,word,elephant,left,up,up,up,1198.84064465,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,24,bee,valid,mask,pic,bee,right,right,right,right,520.621609074,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,25,heart,valid,mask,pic,heart,left,left,up left,left,1257.40505417,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,26,elephant,valid,nomask,pic,elephant,right,right,right,right,622.197717777,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,27,table,valid,nomask,word,table,right,up,up,up,814.974633104,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,28,giraffe,invalid,mask,pic,apple,left,left,right,right,590.681945498,0
MOW304,304,2015_Nov_24_1428,LL-George,0,test,29,pear,invalid,mask,pic,pig,left,left,left,left,586.403021633,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,30,table,valid,mask,pic,table,right,right,right,right,501.177280225,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,31,lion,valid,nomask,pic,lion,left,left,left,left,452.057359609,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,32,strawberry,valid,nomask,pic,strawberry,right,right,right,right,430.838788161,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,33,camel,valid,nomask,pic,camel,left,left,left,left,632.512843498,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,34,saltshaker,valid,mask,pic,saltshaker,left,left,left,left,644.307091527,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,35,leopard,invalid,nomask,pic,tomato,right,right,right,right,606.993582245,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,36,apple,valid,mask,word,apple,right,up,up,up,918.336827614,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,37,gorilla,invalid,nomask,pic,deer,left,left,left,left,583.588175985,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,38,skunk,valid,nomask,pic,skunk,left,left,left,left,696.359009642,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,39,heart,valid,nomask,word,heart,right,up,up,up,626.172879012,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,40,penguin,invalid,mask,pic,bee,left,left,left,left,491.934126083,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,41,giraffe,invalid,nomask,pic,gorilla,left,left,left,left,537.716178791,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,42,mouse,valid,nomask,pic,mouse,right,right,right,right,637.383928435,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,43,tomato,valid,mask,word,tomato,left,up,up,up,765.032088719,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,44,heart,valid,nomask,word,heart,right,up,up,up,790.014243874,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,45,gorilla,invalid,nomask,word,grasshopper,left,down,down,down,650.866315627,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,46,strawberry,invalid,nomask,pic,rhinoceros,right,right,right,right,559.496182963,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,47,rabbit,valid,nomask,pic,rabbit,right,right,right,right,538.152777561,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,48,gorilla,valid,mask,pic,gorilla,left,left,left,left,552.066322038,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,49,swan,valid,nomask,pic,swan,right,right,right,right,672.770833669,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,50,apple,valid,mask,pic,apple,left,left,right,right,555.560712513,0
MOW304,304,2015_Nov_24_1428,LL-George,0,test,51,elephant,invalid,nomask,word,dog,left,down,down,down,943.33786791,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,52,zebra,valid,mask,pic,zebra,right,right,right,right,648.707968576,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,53,strawberry,valid,mask,pic,strawberry,left,left,left,left,691.685418438,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,54,tiger,valid,nomask,pic,tiger,left,left,left,left,577.538210389,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,55,strawberry,valid,mask,pic,strawberry,right,right,right,right,630.355776768,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,56,strawberry,invalid,mask,pic,raccoon,left,left,left,left,674.158091002,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,57,deer,valid,nomask,pic,deer,right,right,right,right,555.875358099,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,58,elephant,valid,mask,word,elephant,left,up,up,up,930.673943309,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,59,leopard,valid,mask,pic,leopard,right,right,right,right,550.437719052,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,60,bee,valid,mask,pic,bee,right,right,right,right,492.237248531,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,61,kangaroo,valid,nomask,pic,kangaroo,right,right,right,right,581.981979107,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,62,tiger,valid,nomask,pic,tiger,left,left,left,left,538.165581034,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,63,dog,valid,nomask,pic,dog,left,left,left,left,557.509722639,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,64,zebra,valid,nomask,pic,zebra,left,left,left,left,446.681817455,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,65,rabbit,valid,mask,word,rabbit,right,up,up,up,630.507177964,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,66,piano,valid,nomask,word,piano,left,up,up,up,720.880559515,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,67,alligator,valid,mask,pic,alligator,right,right,right,right,695.607765316,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,68,zebra,valid,nomask,word,zebra,right,up,up,up,550.289518738,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,69,bee,valid,nomask,pic,bee,left,left,left,left,657.111854438,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,70,swan,valid,nomask,pic,swan,left,left,left,left,761.85874558,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,71,alligator,valid,nomask,word,alligator,left,up,up,up,585.952979207,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,72,bee,valid,mask,word,bee,right,up,up,up,667.400092832,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,73,bee,invalid,nomask,pic,raccoon,right,right,right,right,750.145799655,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,74,raccoon,invalid,mask,pic,chicken,left,left,left,left,681.935886561,1
MOW304,304,2015_Nov_24_1428,LL-George,0,test,75,pineapple,valid,nomask,pic,pineapple,right,right,right,right,663.673319141,1
MOW304,304,2015_Nov_24_1428,LL-George,1,test,77,piano,valid,mask,word,piano,right,up,up,up,736.284749451,1
MOW304,304,2015_Nov_24_1428,LL-George,1,test,78,penguin,valid,mask,pic,penguin,right,right,right,right,883.966518901,1
