subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,keys_pressed,response,rt,is_correct
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,1,camel,invalid,nomask,pic,tree,right,right,,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,2,bottle,valid,mask,pic,bottle,right,right,up,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,3,heart,valid,nomask,pic,heart,left,left,up,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,4,donkey,valid,nomask,word,donkey,left,up,left up,up,1207.36040633,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,5,heart,invalid,mask,word,chair,left,down,down,down,927.605556892,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,6,gorilla,valid,mask,word,gorilla,right,up,right up,up,1260.89066332,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,7,apple,valid,nomask,pic,apple,left,left,up left,left,1367.38589831,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,8,leopard,invalid,mask,pic,chair,left,left,down,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,9,swan,invalid,nomask,word,table,right,down,down,down,908.083585746,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,10,gorilla,valid,nomask,pic,gorilla,right,right,right,right,1012.77127229,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,11,pear,invalid,nomask,pic,penguin,right,right,down,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,-1,practice,12,bee,valid,mask,word,bee,left,up,left,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,14,raccoon,invalid,nomask,pic,pear,right,right,left,left,1063.04301275,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,15,giraffe,valid,mask,pic,giraffe,left,left,left,left,1108.81844845,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,16,piano,valid,nomask,word,piano,left,up,up,up,991.641168817,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,17,heart,invalid,nomask,pic,swan,right,right,,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,18,strawberry,valid,mask,pic,strawberry,right,right,right,right,878.366426914,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,19,swan,valid,mask,pic,swan,left,left,left,left,888.000816878,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,20,tiger,invalid,mask,pic,snowman,right,right,right,right,963.412108569,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,21,bottle,invalid,nomask,word,wine_glass,right,down,right,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,22,zebra,valid,nomask,pic,zebra,right,right,right,right,674.801648216,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,23,dog,valid,mask,word,dog,left,up,up,up,957.592231542,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,24,leopard,valid,mask,pic,leopard,left,left,left,left,936.327050076,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,25,grasshopper,valid,nomask,pic,grasshopper,left,left,left,left,865.122061543,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,26,gorilla,valid,mask,pic,gorilla,left,left,left,left,630.867050277,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,27,bottle,valid,nomask,pic,bottle,left,left,left,left,705.652886056,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,28,giraffe,invalid,mask,pic,wine_glass,left,left,left,left,772.376294015,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,29,heart,valid,nomask,pic,heart,right,right,right,right,599.155090342,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,30,camel,valid,nomask,pic,camel,left,left,left,left,531.907054814,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,31,bee,valid,nomask,word,bee,left,up,up,up,791.725096438,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,32,rabbit,valid,nomask,pic,rabbit,right,right,right,right,738.43778779,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,33,penguin,invalid,nomask,word,donkey,right,down,up,up,758.254241751,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,34,piano,invalid,nomask,pic,wine_glass,left,left,left,left,621.016599544,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,35,leopard,valid,nomask,word,leopard,left,up,up,up,916.787473994,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,36,swan,valid,nomask,pic,swan,right,right,right,right,668.07751685,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,37,pig,valid,mask,word,pig,right,up,up,up,702.716700151,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,38,camel,valid,mask,word,camel,right,up,up,up,1290.02397794,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,39,chair,valid,mask,pic,chair,right,right,right,right,718.803144948,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,40,tree,valid,nomask,pic,tree,right,right,right,right,658.613094696,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,41,penguin,valid,mask,pic,penguin,right,right,right,right,628.454851787,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,42,pineapple,valid,nomask,pic,pineapple,right,right,right,right,666.099360431,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,43,chair,valid,nomask,pic,chair,right,right,right,right,630.878253432,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,44,heart,invalid,nomask,pic,skunk,right,right,down,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,45,tiger,valid,nomask,word,tiger,right,up,right,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,46,skunk,valid,nomask,pic,skunk,right,right,right,right,660.929906371,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,47,tomato,valid,mask,pic,tomato,right,right,right,right,772.700225119,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,48,strawberry,valid,mask,pic,strawberry,right,right,right,right,760.450379486,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,49,tomato,valid,nomask,pic,tomato,left,left,left,left,888.235122766,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,50,pear,valid,nomask,pic,pear,right,right,right,right,625.506502474,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,51,deer,valid,mask,word,deer,right,up,up,up,780.7373658,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,52,pineapple,valid,mask,pic,pineapple,right,right,right,right,616.225491904,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,53,tree,valid,mask,word,tree,right,up,right up,up,1344.30740679,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,54,pineapple,invalid,nomask,pic,tomato,right,right,down,timeout,1500.0,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,55,tiger,invalid,mask,word,table,left,down,down,down,1153.8445534,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,56,lion,valid,mask,word,lion,left,up,up,up,1368.4713236,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,57,zebra,valid,nomask,pic,zebra,left,left,left,left,682.261026377,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,58,rhinoceros,invalid,nomask,pic,donkey,right,right,right,right,1394.00074453,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,59,raccoon,valid,nomask,pic,raccoon,right,right,right,right,676.756758141,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,60,tree,valid,nomask,pic,tree,left,left,left,left,708.549700867,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,61,gorilla,invalid,mask,pic,pear,right,right,right,right,745.320683796,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,62,tiger,valid,nomask,pic,tiger,left,left,left,left,758.638989966,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,63,raccoon,valid,mask,word,raccoon,right,up,up,up,993.878918263,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,64,bee,valid,mask,pic,bee,left,left,left,left,669.661642431,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,65,chicken,invalid,mask,word,zebra,right,down,down,down,700.318585616,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,66,saltshaker,valid,mask,pic,saltshaker,right,right,right,right,731.150297957,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,67,bottle,valid,mask,pic,bottle,left,left,left,left,619.882840649,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,68,giraffe,valid,nomask,pic,giraffe,right,right,right,right,701.732743386,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,69,pig,invalid,mask,pic,gorilla,left,left,left,left,1198.49263201,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,70,table,valid,mask,pic,table,right,right,right,right,601.219991164,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,71,swan,invalid,mask,pic,camel,left,left,left,left,553.943973369,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,72,elephant,valid,mask,pic,elephant,right,right,right,right,502.76573794,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,0,test,73,kangaroo,valid,nomask,word,kangaroo,left,up,up,up,949.52116131,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,75,bottle,valid,mask,pic,bottle,left,left,left,left,529.924737231,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,76,raccoon,valid,nomask,pic,raccoon,right,right,right,right,580.838898357,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,77,donkey,invalid,nomask,pic,gorilla,right,right,right,right,877.587967945,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,78,camel,valid,mask,pic,camel,right,right,right,right,536.36398846,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,79,zebra,valid,mask,pic,zebra,right,right,right,right,458.122140582,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,80,raccoon,valid,mask,pic,raccoon,right,right,right,right,460.872034091,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,81,strawberry,valid,nomask,pic,strawberry,left,left,left,left,531.69099403,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,82,camel,invalid,nomask,pic,pig,right,right,right,right,907.400833705,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,83,pineapple,valid,mask,pic,pineapple,right,right,right,right,813.183932376,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,84,pineapple,invalid,nomask,pic,lion,left,left,left,left,690.966194976,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,85,camel,valid,nomask,pic,camel,right,right,right,right,590.812263661,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,86,penguin,valid,nomask,word,penguin,right,up,up,up,890.385487626,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,87,chair,valid,mask,pic,chair,left,left,left,left,560.281115861,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,88,raccoon,valid,mask,pic,raccoon,left,left,left,left,681.983188231,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,89,chicken,invalid,nomask,pic,pear,left,left,left,left,696.584735357,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,90,tiger,valid,nomask,word,tiger,right,up,up,up,744.549586903,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,91,skunk,valid,nomask,word,skunk,right,up,up,up,650.276669825,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,92,tree,invalid,mask,pic,tomato,left,left,left,left,774.061247939,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,93,wine_glass,valid,nomask,word,wine_glass,left,up,down,down,988.897997231,0
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,94,giraffe,valid,nomask,pic,giraffe,right,right,right,right,1011.55300962,1
MOW305,305,2015_Nov_24_1429,LL-ELAINE,1,test,95,chair,valid,nomask,pic,chair,right,right,right,right,695.278127823,1
