subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,response,rt,is_correct
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,1,leopard,valid,nomask,pic,leopard,right,right,right,699.368150148,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,2,lion,valid,mask,pic,lion,left,left,left,746.647098742,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,3,skunk,valid,nomask,pic,skunk,left,left,left,651.447749173,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,4,strawberry,valid,mask,pic,strawberry,left,left,right,614.167328167,0
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,5,deer,valid,mask,pic,deer,left,left,left,578.709477093,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,6,mouse,valid,nomask,word,mouse,left,same,timeout,1500.0,0
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,7,tree,invalid,nomask,pic,zebra,right,right,different,1466.69472754,0
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,8,skunk,valid,mask,pic,skunk,left,left,left,765.122464916,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,9,pineapple,valid,nomask,pic,pineapple,left,left,right,570.919863239,0
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,10,pear,valid,mask,pic,pear,left,left,left,799.679593882,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,11,kangaroo,valid,nomask,pic,kangaroo,left,left,left,592.453331454,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,-1,practice,12,dog,valid,mask,pic,dog,right,right,right,883.193882531,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,0,test,14,heart,valid,mask,pic,heart,right,right,right,683.406419645,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,0,test,15,pineapple,valid,mask,pic,pineapple,right,right,right,720.169581589,1
MOW104,104,2015_Nov_16_1043,LL-Jerry,0,test,16,bottle,invalid,nomask,pic,apple,left,left,left,1218.90396142,1
