subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,response,rt,is_correct
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,1,pig,invalid,mask,word,skunk,left,different,different,1502.31935084,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,2,leopard,valid,nomask,pic,leopard,right,right,right,712.957444601,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,3,strawberry,invalid,mask,pic,gorilla,right,right,different,1076.83593966,0
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,4,chair,valid,mask,pic,chair,left,left,left,1557.87686259,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,5,tree,valid,nomask,pic,tree,right,right,right,889.285085723,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,6,donkey,valid,mask,pic,donkey,left,left,left,615.481010638,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,7,alligator,valid,mask,pic,alligator,left,left,left,631.177760195,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,8,chair,valid,mask,pic,chair,right,right,right,619.980154559,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,9,deer,valid,nomask,pic,deer,right,right,right,869.751772378,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,10,tiger,invalid,mask,pic,tree,left,left,left,1010.50173631,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,11,skunk,valid,mask,word,skunk,right,same,same,939.296128694,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,-1,practice,12,gorilla,invalid,nomask,pic,donkey,right,right,right,742.038954515,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,14,raccoon,valid,nomask,pic,raccoon,left,left,left,588.221756276,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,15,elephant,invalid,nomask,pic,snowman,left,left,left,731.060928665,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,16,strawberry,valid,nomask,word,strawberry,left,same,same,894.486820325,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,17,chicken,valid,mask,pic,chicken,right,right,right,574.606212787,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,18,table,valid,mask,pic,table,right,right,right,601.325800642,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,19,tree,valid,mask,pic,tree,left,left,left,578.031144571,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,20,penguin,invalid,nomask,pic,lion,left,left,left,627.640478313,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,21,giraffe,valid,mask,pic,giraffe,right,right,right,543.594257906,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,22,zebra,valid,mask,pic,zebra,right,right,right,616.410543676,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,23,tiger,valid,mask,pic,tiger,right,right,right,620.772050228,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,24,strawberry,invalid,nomask,pic,pear,right,right,right,977.937678806,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,25,mouse,valid,nomask,pic,mouse,left,left,left,572.67960906,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,26,apple,invalid,nomask,pic,heart,right,right,right,612.461949699,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,27,gorilla,valid,nomask,pic,gorilla,left,left,left,537.193476688,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,28,grasshopper,valid,nomask,word,grasshopper,left,same,same,878.936350811,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,29,piano,valid,mask,pic,piano,right,right,right,681.719507556,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,30,alligator,valid,mask,pic,alligator,left,left,left,577.522526495,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,31,kangaroo,valid,nomask,pic,kangaroo,right,right,right,584.272202104,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,32,saltshaker,invalid,mask,pic,zebra,left,left,left,516.040203162,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,33,pineapple,valid,nomask,word,pineapple,right,same,same,670.778291766,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,34,kangaroo,valid,mask,pic,kangaroo,left,left,left,479.557959829,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,35,deer,valid,nomask,pic,deer,right,right,right,545.342253055,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,36,snowman,invalid,nomask,pic,pineapple,left,left,left,1154.04414013,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,37,pig,valid,mask,pic,pig,left,left,left,851.084615104,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,38,giraffe,valid,nomask,pic,giraffe,right,right,right,580.612006132,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,39,pineapple,valid,mask,pic,pineapple,right,right,right,775.341132656,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,40,wine_glass,valid,mask,word,wine_glass,right,same,same,709.653506055,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,41,pear,valid,nomask,word,pear,left,same,same,816.826976836,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,42,giraffe,valid,mask,pic,giraffe,right,right,right,591.655650176,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,43,deer,invalid,mask,pic,pineapple,left,left,left,684.415601194,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,44,raccoon,valid,mask,word,raccoon,right,same,same,759.22474917,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,45,bottle,valid,mask,pic,bottle,left,left,left,680.886321235,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,46,elephant,valid,mask,pic,elephant,right,right,right,766.719907522,1
MOW101,101,2015_Nov_16_1040,LL-Kramer,0,test,47,zebra,valid,nomask,pic,zebra,right,right,right,631.478001829,1
