subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,response,rt,is_correct
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,1,pear,valid,mask,pic,pear,right,right,timeout,1500.0,0
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,2,wine_glass,valid,nomask,pic,wine_glass,left,left,left,710.718824062,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,3,rabbit,valid,mask,pic,rabbit,right,right,right,702.468847157,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,4,dog,invalid,nomask,pic,penguin,right,right,same,1362.2486901,0
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,5,apple,valid,mask,pic,apple,right,right,right,784.454232082,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,6,saltshaker,valid,mask,pic,saltshaker,left,left,left,634.288265835,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,7,apple,valid,mask,pic,apple,left,left,left,674.915256212,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,8,giraffe,valid,nomask,pic,giraffe,left,left,left,747.833156958,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,9,zebra,valid,nomask,pic,zebra,left,left,left,580.22169373,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,10,table,invalid,nomask,word,wine_glass,left,different,timeout,1500.0,0
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,11,tiger,valid,mask,word,tiger,left,same,same,1112.92743892,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,-1,practice,12,zebra,valid,nomask,pic,zebra,left,left,left,809.219526825,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,14,tiger,valid,mask,pic,tiger,right,right,right,567.812158959,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,15,bottle,valid,nomask,pic,bottle,right,right,right,832.565226126,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,16,pear,valid,nomask,word,pear,left,same,same,955.345968483,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,17,apple,valid,nomask,pic,apple,left,left,left,638.176068198,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,18,tree,valid,mask,pic,tree,left,left,left,716.912868433,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,19,zebra,valid,mask,pic,zebra,left,left,left,605.68702314,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,20,donkey,invalid,nomask,pic,tiger,right,right,right,1533.44963235,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,21,alligator,valid,nomask,word,alligator,left,same,same,1002.23390199,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,22,pineapple,valid,nomask,pic,pineapple,left,left,left,732.9637371,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,23,tomato,invalid,nomask,pic,skunk,left,left,left,984.063723357,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,24,bee,invalid,nomask,word,snowman,left,different,different,858.47547953,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,25,alligator,valid,nomask,pic,alligator,left,left,left,762.236526702,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,26,piano,valid,nomask,word,piano,left,same,same,856.565507827,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,27,leopard,valid,mask,pic,leopard,left,left,left,684.734950308,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,28,gorilla,invalid,mask,pic,alligator,right,right,right,797.589729074,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,29,chair,invalid,mask,pic,grasshopper,left,left,left,873.328894842,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,30,camel,valid,nomask,word,camel,left,same,same,838.067237986,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,31,chair,invalid,mask,word,bee,right,different,different,1481.83430266,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,32,pear,valid,nomask,pic,pear,right,right,right,795.66247249,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,33,table,valid,nomask,pic,table,right,right,right,764.39296687,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,34,pig,valid,nomask,pic,pig,left,left,left,677.765329834,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,35,grasshopper,valid,mask,pic,grasshopper,left,left,left,641.488990514,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,36,camel,valid,nomask,word,camel,left,same,same,746.648826869,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,37,pig,valid,nomask,pic,pig,left,left,left,624.473373406,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,38,rhinoceros,valid,nomask,pic,rhinoceros,left,left,left,595.222349977,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,39,leopard,valid,nomask,pic,leopard,right,right,right,506.506451406,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,40,snowman,valid,nomask,word,snowman,right,same,same,868.70680796,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,41,tree,valid,mask,word,tree,right,same,same,820.540758548,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,42,apple,valid,nomask,pic,apple,right,right,right,669.292891165,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,43,pig,valid,nomask,word,pig,right,same,same,832.062686328,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,44,dog,valid,mask,pic,dog,right,right,right,755.83442417,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,45,bee,valid,mask,pic,bee,right,right,right,887.632076861,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,46,zebra,valid,mask,pic,zebra,left,left,left,513.399890624,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,47,snowman,valid,nomask,pic,snowman,left,left,left,787.047914229,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,48,deer,invalid,nomask,pic,chair,right,right,right,1055.85202924,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,49,swan,valid,nomask,pic,swan,right,right,right,624.627656303,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,50,leopard,valid,nomask,word,leopard,left,same,left,776.414873777,0
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,51,giraffe,valid,mask,pic,giraffe,left,left,left,814.004218671,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,52,skunk,invalid,nomask,pic,bottle,left,left,left,760.797406081,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,53,heart,invalid,nomask,pic,grasshopper,left,left,left,849.580203183,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,54,tree,valid,nomask,word,tree,right,same,same,945.299331332,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,55,rhinoceros,valid,nomask,pic,rhinoceros,left,left,left,464.06295523,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,56,raccoon,valid,nomask,pic,raccoon,left,left,left,666.798756691,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,57,gorilla,valid,nomask,pic,gorilla,right,right,right,692.60690175,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,58,donkey,valid,mask,word,donkey,right,same,same,770.340542775,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,59,bottle,valid,mask,pic,bottle,right,right,right,794.881134992,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,60,kangaroo,valid,nomask,pic,kangaroo,left,left,left,697.908217553,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,61,chair,valid,mask,pic,chair,right,right,right,596.640024567,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,62,dog,valid,mask,pic,dog,right,right,right,618.440653896,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,63,pig,invalid,nomask,pic,skunk,left,left,left,717.233917909,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,64,elephant,valid,mask,pic,elephant,left,left,left,505.995589076,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,65,leopard,valid,mask,pic,leopard,left,left,left,533.786045853,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,66,heart,valid,mask,word,heart,right,same,same,782.517372863,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,67,mouse,invalid,nomask,pic,tree,left,left,left,695.208586054,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,68,wine_glass,invalid,nomask,word,piano,right,different,different,855.052126572,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,69,giraffe,valid,mask,pic,giraffe,left,left,left,670.798270265,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,70,piano,valid,mask,word,piano,right,same,same,847.567482851,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,71,kangaroo,invalid,mask,pic,wine_glass,right,right,right,817.982286215,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,72,zebra,invalid,nomask,pic,piano,right,right,right,735.092009651,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,73,chicken,valid,mask,word,chicken,left,same,same,869.842484128,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,0,test,74,tiger,valid,nomask,pic,tiger,left,left,left,587.632717099,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,1,test,76,bottle,valid,nomask,pic,bottle,right,right,right,693.054386415,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,1,test,77,donkey,valid,nomask,pic,donkey,left,left,left,484.838658944,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,1,test,78,saltshaker,valid,mask,pic,saltshaker,left,left,left,670.572607312,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,1,test,79,deer,valid,nomask,pic,deer,right,right,right,506.359210238,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,1,test,80,camel,invalid,mask,pic,tiger,left,left,left,583.159151487,1
MOW110,110,2015_Nov_17_1424,LL-ELAINE,1,test,81,giraffe,valid,nomask,word,giraffe,left,same,same,772.870206973,1
