subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,response,rt,is_correct
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,1,elephant,valid,nomask,word,elephant,right,same,same,729.66662934,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,2,table,valid,nomask,pic,table,right,right,same,500.384744722,0
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,3,mouse,valid,nomask,pic,mouse,left,left,left,540.621608961,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,4,skunk,valid,mask,pic,skunk,right,right,right,901.445513126,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,5,zebra,valid,nomask,pic,zebra,left,left,left,398.157578893,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,6,rabbit,valid,mask,word,rabbit,right,same,right,454.922138713,0
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,7,chair,valid,mask,pic,chair,left,left,left,434.516268317,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,8,bottle,valid,mask,word,bottle,right,same,right,541.148152202,0
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,9,chicken,valid,nomask,pic,chicken,right,right,left,399.89309106,0
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,10,lion,valid,nomask,pic,lion,right,right,right,375.672422815,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,11,penguin,valid,nomask,word,penguin,left,same,same,608.509834856,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,-1,practice,12,giraffe,invalid,nomask,word,deer,right,different,different,1009.42080235,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,0,test,14,zebra,invalid,nomask,word,table,left,different,different,829.598770943,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,0,test,15,rhinoceros,invalid,nomask,pic,chicken,left,left,different,1042.33919596,0
MOW112,112,2015_Nov_17_1505,LL-Kramer,0,test,16,bee,invalid,nomask,pic,rhinoceros,left,left,left,820.724677294,1
MOW112,112,2015_Nov_17_1505,LL-Kramer,0,test,17,gorilla,invalid,nomask,pic,wine_glass,left,left,left,795.499576256,1
