subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,keys_pressed,response,rt,is_correct
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,1,tree,valid,nomask,word,tree,right,up,,timeout,1500.0,0
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,2,heart,valid,nomask,pic,heart,right,right,left,left,975.181729431,0
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,3,skunk,invalid,mask,pic,giraffe,right,right,,timeout,1500.0,0
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,4,gorilla,valid,nomask,word,gorilla,right,up,right down,down,1263.40540628,0
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,5,apple,valid,mask,pic,apple,right,right,left,left,1191.10702111,0
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,6,pig,valid,mask,pic,pig,left,left,up,timeout,1500.0,0
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,7,penguin,invalid,nomask,pic,tree,left,left,down,timeout,1500.0,0
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,8,donkey,valid,nomask,pic,donkey,right,right,left,left,1282.99377431,0
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,9,chair,invalid,nomask,pic,alligator,left,left,down,timeout,1500.0,0
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,10,elephant,valid,mask,word,elephant,left,up,up,up,1130.91688941,1
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,11,camel,valid,nomask,word,camel,left,up,up,up,956.672054803,1
MOW308,308,2015_Nov_24_1500,LL-George,-1,practice,12,apple,valid,nomask,pic,apple,left,left,left,left,748.458300659,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,14,camel,valid,mask,pic,camel,left,left,left,left,822.916953417,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,15,lion,valid,mask,pic,lion,left,left,left,left,626.616839785,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,16,tree,valid,nomask,word,tree,left,up,up,up,810.425555756,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,17,heart,invalid,nomask,pic,saltshaker,right,right,down right,right,1220.18821118,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,18,leopard,valid,mask,pic,leopard,left,left,left,left,603.971640288,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,19,pineapple,valid,mask,pic,pineapple,left,left,left,left,646.013795747,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,20,pig,valid,nomask,pic,pig,right,right,right,right,809.521949966,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,21,piano,valid,nomask,pic,piano,right,right,right,right,890.281196494,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,22,skunk,valid,nomask,pic,skunk,left,left,left,left,653.517596773,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,23,bottle,valid,nomask,pic,bottle,left,left,left,left,566.781044443,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,24,raccoon,valid,mask,pic,raccoon,right,right,right,right,665.605364673,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,25,swan,valid,nomask,pic,swan,left,left,left,left,518.317302311,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,26,zebra,valid,nomask,pic,zebra,left,left,left,left,478.931869467,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,27,tree,valid,nomask,pic,tree,left,left,left,left,516.878510956,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,28,pineapple,invalid,mask,pic,pig,right,right,right,right,1047.61743195,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,29,lion,valid,nomask,pic,lion,left,left,left,left,641.844021578,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,30,leopard,valid,nomask,pic,leopard,left,left,left,left,482.571259374,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,31,chair,invalid,nomask,word,camel,right,down,down,down,1350.9341741,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,32,kangaroo,valid,mask,pic,kangaroo,left,left,left,left,500.660019519,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,33,bottle,valid,mask,pic,bottle,left,left,left,left,453.392122654,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,34,elephant,valid,nomask,word,elephant,left,up,left up,up,888.251844503,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,35,strawberry,valid,nomask,word,strawberry,right,up,down,down,980.064017422,0
MOW308,308,2015_Nov_24_1500,LL-George,0,test,36,mouse,valid,mask,pic,mouse,left,left,left,left,534.592769225,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,37,tomato,valid,mask,word,tomato,left,up,left,timeout,1500.0,0
MOW308,308,2015_Nov_24_1500,LL-George,0,test,38,bottle,valid,nomask,pic,bottle,left,left,left,left,489.083430686,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,39,strawberry,valid,mask,pic,strawberry,right,right,right,right,669.836595553,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,40,chicken,valid,mask,pic,chicken,left,left,left,left,579.612054484,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,41,heart,valid,nomask,pic,heart,left,left,left,left,597.402493469,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,42,gorilla,valid,mask,pic,gorilla,right,right,right,right,630.64929661,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,43,strawberry,invalid,mask,pic,pear,left,left,right,right,778.879375182,0
MOW308,308,2015_Nov_24_1500,LL-George,0,test,44,tiger,valid,nomask,word,tiger,left,up,left up,up,1038.72125217,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,45,grasshopper,invalid,mask,pic,lion,right,right,right,right,696.450874646,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,46,pig,invalid,nomask,word,skunk,right,down,down,down,946.20424755,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,47,swan,valid,nomask,pic,swan,left,left,left,left,504.019653352,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,48,bee,valid,mask,pic,bee,right,right,right,right,687.101131509,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,49,tomato,invalid,mask,pic,saltshaker,right,right,right,right,689.568042508,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,50,kangaroo,valid,mask,word,kangaroo,right,up,down,down,1056.28442937,0
MOW308,308,2015_Nov_24_1500,LL-George,0,test,51,tiger,valid,nomask,pic,tiger,right,right,right,right,676.088536071,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,52,elephant,valid,nomask,word,elephant,right,up,up,up,1056.84970312,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,53,penguin,valid,nomask,pic,penguin,left,left,left,left,564.606052852,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,54,lion,invalid,nomask,pic,kangaroo,left,left,left,left,663.377238598,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,55,chicken,valid,mask,pic,chicken,left,left,left,left,487.179232747,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,56,elephant,valid,nomask,pic,elephant,right,right,right,right,626.937887107,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,57,mouse,valid,mask,word,mouse,right,up,down,down,891.587471793,0
MOW308,308,2015_Nov_24_1500,LL-George,0,test,58,rhinoceros,invalid,mask,pic,lion,right,right,right,right,787.438183193,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,59,bee,valid,mask,word,bee,left,up,up,up,833.149176586,1
MOW308,308,2015_Nov_24_1500,LL-George,0,test,60,bottle,valid,mask,pic,bottle,left,left,left,left,479.011571151,1
