subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,response,rt,is_correct
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,1,heart,valid,nomask,pic,heart,right,right,timeout,1500.0,0
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,2,table,invalid,nomask,pic,kangaroo,left,left,left,877.131553425,1
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,3,wine_glass,valid,nomask,pic,wine_glass,left,left,left,755.886598781,1
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,4,rhinoceros,valid,nomask,word,rhinoceros,left,same,left,714.739143383,0
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,5,wine_glass,valid,mask,pic,wine_glass,left,left,left,729.079775803,1
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,6,chicken,valid,mask,word,chicken,left,same,same,697.126880114,1
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,7,wine_glass,valid,mask,pic,wine_glass,left,left,left,498.92610102,1
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,8,grasshopper,valid,nomask,pic,grasshopper,right,right,right,912.462669599,1
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,9,deer,valid,mask,pic,deer,left,left,left,525.2812783,1
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,10,strawberry,valid,nomask,pic,strawberry,right,right,right,743.751060276,1
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,11,bee,valid,nomask,pic,bee,left,left,left,1286.85746115,1
MOW109,109,2015_Nov_17_1423,LL-George,-1,practice,12,wine_glass,valid,mask,pic,wine_glass,right,right,right,541.798196617,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,14,grasshopper,valid,nomask,pic,grasshopper,right,right,right,640.794077073,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,15,giraffe,valid,mask,pic,giraffe,left,left,left,463.564256264,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,16,strawberry,valid,mask,pic,strawberry,left,left,left,420.320857316,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,17,rhinoceros,valid,nomask,word,rhinoceros,left,same,same,924.084465078,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,18,strawberry,valid,nomask,pic,strawberry,right,right,right,583.808932453,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,19,tiger,valid,nomask,pic,tiger,right,right,right,615.620668803,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,20,alligator,valid,mask,pic,alligator,left,left,left,519.373393559,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,21,lion,valid,mask,pic,lion,right,right,right,519.281528017,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,22,grasshopper,valid,nomask,pic,grasshopper,left,left,left,974.88100687,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,23,bee,valid,mask,pic,bee,right,right,right,681.658253656,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,24,snowman,valid,nomask,pic,snowman,left,left,left,778.432075516,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,25,camel,valid,mask,pic,camel,right,right,right,563.978451653,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,26,pear,invalid,mask,pic,piano,left,left,left,697.833956976,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,27,apple,invalid,nomask,word,mouse,left,different,same,887.720741448,0
MOW109,109,2015_Nov_17_1423,LL-George,0,test,28,bottle,valid,mask,pic,bottle,right,right,right,841.453780711,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,29,tomato,valid,mask,word,tomato,right,same,same,908.238133474,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,30,rabbit,valid,mask,pic,rabbit,left,left,left,594.972360297,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,31,chicken,valid,mask,word,chicken,right,same,same,1004.76068538,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,32,saltshaker,valid,mask,pic,saltshaker,left,left,left,708.361047728,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,33,penguin,valid,mask,pic,penguin,right,right,right,609.286745428,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,34,alligator,valid,mask,pic,alligator,right,right,right,982.064446725,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,35,apple,invalid,mask,word,zebra,left,different,different,918.756261759,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,36,leopard,valid,nomask,pic,leopard,left,left,left,553.586438473,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,37,pig,valid,nomask,pic,pig,left,left,left,618.364152557,1
MOW109,109,2015_Nov_17_1423,LL-George,0,test,38,alligator,valid,mask,pic,alligator,right,right,right,746.134443849,1
