block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,noise,-1,1,right,0,noise,-1,1,noise.wav,elephant,84,elephant.bmp
-1,-9,valid,1,0,left,-1,deer,71,3,deer_3.wav,deer,71,deer.bmp
-1,-8,noise,-1,1,right,1,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
-1,-7,noise,-1,1,right,1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
-1,-6,noise,-1,1,left,0,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
-1,-5,valid,1,0,left,-1,tree,241,4,tree_4.wav,tree,241,tree.bmp
-1,-4,valid,1,1,left,0,strawberry,220,1,strawberry_1.wav,strawberry,220,strawberry.bmp
-1,-3,noise,-1,0,left,-1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
-1,-2,invalid,0,1,left,0,elephant,84,3,elephant_3.wav,pig,172,pig.bmp
-1,-1,noise,-1,1,right,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,0,valid,1,1,right,0,tiger,233,3,tiger_3.wav,tiger,233,tiger.bmp
0,1,valid,1,1,right,1,deer,71,1,deer_1.wav,deer,71,deer.bmp
0,2,valid,1,1,left,0,strawberry,220,3,strawberry_3.wav,strawberry,220,strawberry.bmp
0,3,valid,1,1,right,0,tomato,236,3,tomato_3.wav,tomato,236,tomato.bmp
0,4,noise,-1,0,right,-1,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,5,noise,-1,1,right,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,6,noise,-1,1,left,0,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,7,noise,-1,1,left,0,noise,-1,1,noise.wav,pig,172,pig.bmp
0,8,noise,-1,1,left,0,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,9,valid,1,1,right,0,donkey,75,4,donkey_4.wav,donkey,75,donkey.bmp
0,10,noise,-1,1,right,1,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,11,noise,-1,1,left,1,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,12,valid,1,1,right,1,tiger,233,1,tiger_1.wav,tiger,233,tiger.bmp
0,13,invalid,0,1,right,0,pig,172,1,pig_1.wav,tree,241,tree.bmp
0,14,noise,-1,1,right,0,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,15,valid,1,0,right,-1,pig,172,3,pig_3.wav,pig,172,pig.bmp
0,16,valid,1,0,left,-1,strawberry,220,3,strawberry_3.wav,strawberry,220,strawberry.bmp
0,17,noise,-1,1,right,1,noise,-1,1,noise.wav,deer,71,deer.bmp
0,18,valid,1,0,left,-1,tomato,236,1,tomato_1.wav,tomato,236,tomato.bmp
0,19,invalid,0,0,left,-1,donkey,75,4,donkey_4.wav,tiger,233,tiger.bmp
0,20,noise,-1,0,left,-1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,21,invalid,0,0,left,-1,wine_glass,258,4,wine_glass_4.wav,gorilla,108,gorilla.bmp
0,22,noise,-1,1,right,0,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,23,valid,1,1,right,0,tomato,236,1,tomato_1.wav,tomato,236,tomato.bmp
0,24,invalid,0,0,left,-1,deer,71,3,deer_3.wav,elephant,84,elephant.bmp
0,25,noise,-1,0,right,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,26,invalid,0,1,left,0,tiger,233,2,tiger_2.wav,tomato,236,tomato.bmp
0,27,valid,1,1,left,0,wine_glass,258,4,wine_glass_4.wav,wine_glass,258,wine_glass.bmp
0,28,noise,-1,1,left,1,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,29,valid,1,0,right,-1,tiger,233,3,tiger_3.wav,tiger,233,tiger.bmp
0,30,valid,1,0,left,-1,tree,241,1,tree_1.wav,tree,241,tree.bmp
0,31,invalid,0,0,right,-1,tomato,236,4,tomato_4.wav,pig,172,pig.bmp
0,32,noise,-1,0,right,-1,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,33,noise,-1,1,left,0,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,34,noise,-1,1,right,1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,35,noise,-1,1,right,0,noise,-1,1,noise.wav,tree,241,tree.bmp
0,36,noise,-1,0,right,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,37,noise,-1,0,left,-1,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,38,valid,1,0,left,-1,elephant,84,4,elephant_4.wav,elephant,84,elephant.bmp
0,39,noise,-1,0,right,-1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,40,noise,-1,0,left,-1,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,41,valid,1,0,left,-1,gorilla,108,3,gorilla_3.wav,gorilla,108,gorilla.bmp
0,42,noise,-1,0,left,-1,noise,-1,1,noise.wav,deer,71,deer.bmp
0,43,valid,1,1,right,1,pig,172,1,pig_1.wav,pig,172,pig.bmp
0,44,invalid,0,0,left,-1,tomato,236,1,tomato_1.wav,tree,241,tree.bmp
0,45,valid,1,1,right,1,elephant,84,2,elephant_2.wav,elephant,84,elephant.bmp
0,46,noise,-1,0,left,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,47,noise,-1,0,left,-1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,48,invalid,0,0,right,-1,elephant,84,4,elephant_4.wav,strawberry,220,strawberry.bmp
0,49,noise,-1,0,left,-1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,50,noise,-1,1,right,0,noise,-1,1,noise.wav,deer,71,deer.bmp
0,51,valid,1,0,right,-1,pig,172,2,pig_2.wav,pig,172,pig.bmp
0,52,valid,1,0,left,-1,tiger,233,2,tiger_2.wav,tiger,233,tiger.bmp
0,53,noise,-1,0,right,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,54,valid,1,0,left,-1,donkey,75,4,donkey_4.wav,donkey,75,donkey.bmp
0,55,noise,-1,1,left,0,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,56,valid,1,0,right,-1,strawberry,220,1,strawberry_1.wav,strawberry,220,strawberry.bmp
0,57,noise,-1,0,right,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,58,noise,-1,1,left,1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,59,noise,-1,0,right,-1,noise,-1,1,noise.wav,deer,71,deer.bmp
0,60,noise,-1,1,left,1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,61,noise,-1,0,left,-1,noise,-1,1,noise.wav,pig,172,pig.bmp
0,62,noise,-1,1,right,0,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,63,noise,-1,0,right,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,64,noise,-1,0,left,-1,noise,-1,1,noise.wav,pig,172,pig.bmp
0,65,valid,1,0,left,-1,wine_glass,258,2,wine_glass_2.wav,wine_glass,258,wine_glass.bmp
0,66,noise,-1,0,right,-1,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,67,noise,-1,0,right,-1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,68,valid,1,0,right,-1,deer,71,4,deer_4.wav,deer,71,deer.bmp
0,69,noise,-1,1,right,0,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,70,valid,1,1,right,1,tree,241,1,tree_1.wav,tree,241,tree.bmp
0,71,noise,-1,1,left,0,noise,-1,1,noise.wav,tree,241,tree.bmp
0,72,valid,1,1,right,0,deer,71,3,deer_3.wav,deer,71,deer.bmp
0,73,valid,1,0,right,-1,donkey,75,2,donkey_2.wav,donkey,75,donkey.bmp
0,74,noise,-1,1,right,1,noise,-1,1,noise.wav,pig,172,pig.bmp
0,75,invalid,0,1,right,0,strawberry,220,2,strawberry_2.wav,deer,71,deer.bmp
0,76,valid,1,1,right,1,wine_glass,258,1,wine_glass_1.wav,wine_glass,258,wine_glass.bmp
0,77,valid,1,1,left,1,tiger,233,3,tiger_3.wav,tiger,233,tiger.bmp
0,78,valid,1,0,left,-1,pig,172,4,pig_4.wav,pig,172,pig.bmp
0,79,noise,-1,0,left,-1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,80,valid,1,0,right,-1,gorilla,108,2,gorilla_2.wav,gorilla,108,gorilla.bmp
0,81,valid,1,1,right,1,strawberry,220,3,strawberry_3.wav,strawberry,220,strawberry.bmp
0,82,valid,1,0,left,-1,tree,241,1,tree_1.wav,tree,241,tree.bmp
0,83,noise,-1,1,left,1,noise,-1,1,noise.wav,deer,71,deer.bmp
0,84,noise,-1,0,right,-1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,85,valid,1,1,right,1,gorilla,108,4,gorilla_4.wav,gorilla,108,gorilla.bmp
0,86,valid,1,1,right,0,elephant,84,4,elephant_4.wav,elephant,84,elephant.bmp
0,87,invalid,0,0,left,-1,tomato,236,1,tomato_1.wav,strawberry,220,strawberry.bmp
0,88,invalid,0,1,right,0,donkey,75,4,donkey_4.wav,wine_glass,258,wine_glass.bmp
0,89,valid,1,0,right,-1,gorilla,108,2,gorilla_2.wav,gorilla,108,gorilla.bmp
0,90,valid,1,0,left,-1,wine_glass,258,2,wine_glass_2.wav,wine_glass,258,wine_glass.bmp
0,91,noise,-1,0,left,-1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,92,noise,-1,1,left,1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,93,noise,-1,0,right,-1,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,94,noise,-1,0,right,-1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,95,noise,-1,1,left,1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,96,noise,-1,1,left,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
