block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,noise,-1,1,left,1,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
-1,-9,valid,1,1,right,0,penguin,169,4,penguin_4.wav,penguin,169,penguin.bmp
-1,-8,valid,1,0,right,-1,donkey,75,4,donkey_4.wav,donkey,75,donkey.bmp
-1,-7,valid,1,0,right,-1,saltshaker,194,3,saltshaker_3.wav,saltshaker,194,saltshaker.bmp
-1,-6,valid,1,1,right,0,tomato,236,2,tomato_2.wav,tomato,236,tomato.bmp
-1,-5,valid,1,0,right,-1,giraffe,103,4,giraffe_4.wav,giraffe,103,giraffe.bmp
-1,-4,valid,1,0,left,-1,kangaroo,126,1,kangaroo_1.wav,kangaroo,126,kangaroo.bmp
-1,-3,valid,1,0,left,-1,apple,6,3,apple_3.wav,apple,6,apple.bmp
-1,-2,noise,-1,0,left,-1,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
-1,-1,noise,-1,1,right,0,noise,-1,1,noise.wav,pear,166,pear.bmp
0,0,valid,1,0,left,-1,tomato,236,3,tomato_3.wav,tomato,236,tomato.bmp
0,1,invalid,0,1,right,1,donkey,75,4,donkey_4.wav,giraffe,103,giraffe.bmp
0,2,valid,1,1,right,0,grasshopper,110,4,grasshopper_4.wav,grasshopper,110,grasshopper.bmp
0,3,valid,1,0,right,-1,wine_glass,258,3,wine_glass_3.wav,wine_glass,258,wine_glass.bmp
0,4,noise,-1,0,right,-1,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,5,valid,1,0,left,-1,wine_glass,258,4,wine_glass_4.wav,wine_glass,258,wine_glass.bmp
0,6,noise,-1,1,left,0,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,7,valid,1,0,left,-1,saltshaker,194,3,saltshaker_3.wav,saltshaker,194,saltshaker.bmp
0,8,valid,1,0,left,-1,giraffe,103,2,giraffe_2.wav,giraffe,103,giraffe.bmp
0,9,valid,1,0,right,-1,penguin,169,3,penguin_3.wav,penguin,169,penguin.bmp
0,10,noise,-1,0,left,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,11,noise,-1,0,left,-1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,12,noise,-1,1,left,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,13,valid,1,1,right,0,pear,166,2,pear_2.wav,pear,166,pear.bmp
0,14,valid,1,1,left,1,donkey,75,1,donkey_1.wav,donkey,75,donkey.bmp
0,15,noise,-1,1,right,0,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,16,noise,-1,0,left,-1,noise,-1,1,noise.wav,apple,6,apple.bmp
0,17,noise,-1,1,right,0,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,18,noise,-1,0,right,-1,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,19,noise,-1,1,right,0,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,20,noise,-1,1,right,0,noise,-1,1,noise.wav,pear,166,pear.bmp
0,21,valid,1,0,left,-1,penguin,169,4,penguin_4.wav,penguin,169,penguin.bmp
0,22,valid,1,0,left,-1,giraffe,103,1,giraffe_1.wav,giraffe,103,giraffe.bmp
0,23,valid,1,0,left,-1,pear,166,1,pear_1.wav,pear,166,pear.bmp
0,24,valid,1,0,right,-1,grasshopper,110,2,grasshopper_2.wav,grasshopper,110,grasshopper.bmp
0,25,invalid,0,0,left,-1,apple,6,2,apple_2.wav,giraffe,103,giraffe.bmp
0,26,noise,-1,0,right,-1,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,27,noise,-1,1,left,0,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,28,noise,-1,0,right,-1,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,29,valid,1,1,right,1,giraffe,103,2,giraffe_2.wav,giraffe,103,giraffe.bmp
0,30,invalid,0,0,right,-1,tomato,236,1,tomato_1.wav,wine_glass,258,wine_glass.bmp
0,31,noise,-1,1,right,0,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,32,noise,-1,0,left,-1,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,33,noise,-1,1,right,1,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,34,valid,1,0,right,-1,penguin,169,2,penguin_2.wav,penguin,169,penguin.bmp
0,35,invalid,0,0,left,-1,pear,166,1,pear_1.wav,tomato,236,tomato.bmp
0,36,valid,1,1,left,0,saltshaker,194,2,saltshaker_2.wav,saltshaker,194,saltshaker.bmp
0,37,noise,-1,1,right,1,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,38,noise,-1,1,left,1,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,39,valid,1,1,right,1,pear,166,1,pear_1.wav,pear,166,pear.bmp
0,40,valid,1,0,left,-1,donkey,75,1,donkey_1.wav,donkey,75,donkey.bmp
0,41,noise,-1,1,right,0,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,42,valid,1,1,left,0,giraffe,103,1,giraffe_1.wav,giraffe,103,giraffe.bmp
0,43,noise,-1,0,left,-1,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,44,valid,1,1,left,1,kangaroo,126,1,kangaroo_1.wav,kangaroo,126,kangaroo.bmp
0,45,noise,-1,1,right,1,noise,-1,1,noise.wav,apple,6,apple.bmp
0,46,noise,-1,1,right,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,47,valid,1,0,left,-1,kangaroo,126,4,kangaroo_4.wav,kangaroo,126,kangaroo.bmp
0,48,noise,-1,0,right,-1,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,49,valid,1,1,left,1,wine_glass,258,4,wine_glass_4.wav,wine_glass,258,wine_glass.bmp
0,50,invalid,0,1,left,0,grasshopper,110,2,grasshopper_2.wav,donkey,75,donkey.bmp
0,51,valid,1,1,left,1,apple,6,2,apple_2.wav,apple,6,apple.bmp
0,52,invalid,0,0,left,-1,wine_glass,258,2,wine_glass_2.wav,penguin,169,penguin.bmp
0,53,noise,-1,1,right,0,noise,-1,1,noise.wav,pear,166,pear.bmp
0,54,valid,1,0,left,-1,saltshaker,194,2,saltshaker_2.wav,saltshaker,194,saltshaker.bmp
0,55,noise,-1,1,right,1,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,56,valid,1,1,left,0,apple,6,3,apple_3.wav,apple,6,apple.bmp
0,57,valid,1,1,right,1,penguin,169,1,penguin_1.wav,penguin,169,penguin.bmp
0,58,invalid,0,1,right,1,penguin,169,2,penguin_2.wav,grasshopper,110,grasshopper.bmp
0,59,noise,-1,1,right,1,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,60,noise,-1,0,left,-1,noise,-1,1,noise.wav,apple,6,apple.bmp
0,61,noise,-1,1,left,0,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,62,noise,-1,0,left,-1,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,63,noise,-1,0,right,-1,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,64,noise,-1,0,right,-1,noise,-1,1,noise.wav,apple,6,apple.bmp
0,65,noise,-1,0,right,-1,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,66,valid,1,1,right,0,tomato,236,2,tomato_2.wav,tomato,236,tomato.bmp
0,67,valid,1,0,right,-1,grasshopper,110,4,grasshopper_4.wav,grasshopper,110,grasshopper.bmp
0,68,noise,-1,0,left,-1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,69,valid,1,0,right,-1,tomato,236,1,tomato_1.wav,tomato,236,tomato.bmp
0,70,noise,-1,0,right,-1,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,71,noise,-1,1,right,1,noise,-1,1,noise.wav,pear,166,pear.bmp
0,72,noise,-1,1,left,1,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,73,noise,-1,1,right,0,noise,-1,1,noise.wav,apple,6,apple.bmp
0,74,noise,-1,1,left,0,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,75,valid,1,1,left,1,tomato,236,3,tomato_3.wav,tomato,236,tomato.bmp
0,76,valid,1,0,left,-1,saltshaker,194,1,saltshaker_1.wav,saltshaker,194,saltshaker.bmp
0,77,noise,-1,0,left,-1,noise,-1,1,noise.wav,pear,166,pear.bmp
0,78,noise,-1,0,left,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,79,invalid,0,1,right,0,saltshaker,194,1,saltshaker_1.wav,kangaroo,126,kangaroo.bmp
0,80,noise,-1,0,right,-1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,81,invalid,0,0,right,-1,apple,6,2,apple_2.wav,kangaroo,126,kangaroo.bmp
0,82,invalid,0,0,left,-1,wine_glass,258,4,wine_glass_4.wav,saltshaker,194,saltshaker.bmp
