block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,valid,1,1,right,0,tree,241,4,tree_4.wav,tree,241,tree.bmp
-1,-9,noise,-1,0,left,-1,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
-1,-8,valid,1,1,left,1,gorilla,108,1,gorilla_1.wav,gorilla,108,gorilla.bmp
-1,-7,noise,-1,0,right,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
-1,-6,valid,1,0,right,-1,saltshaker,194,2,saltshaker_2.wav,saltshaker,194,saltshaker.bmp
-1,-5,valid,1,1,left,0,rhinoceros,186,3,rhinoceros_3.wav,rhinoceros,186,rhinoceros.bmp
-1,-4,valid,1,1,right,1,lion,140,4,lion_4.wav,lion,140,lion.bmp
-1,-3,valid,1,1,left,1,chicken,55,1,chicken_1.wav,chicken,55,chicken.bmp
-1,-2,noise,-1,1,right,1,noise,-1,1,noise.wav,heart,119,heart.bmp
-1,-1,noise,-1,0,right,-1,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,0,valid,1,1,right,1,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
0,1,noise,-1,0,right,-1,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,2,invalid,0,1,left,1,rhinoceros,186,3,rhinoceros_3.wav,heart,119,heart.bmp
0,3,noise,-1,0,right,-1,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,4,invalid,0,0,right,-1,gorilla,108,1,gorilla_1.wav,tree,241,tree.bmp
0,5,invalid,0,1,left,0,rhinoceros,186,4,rhinoceros_4.wav,chicken,55,chicken.bmp
0,6,noise,-1,0,left,-1,noise,-1,1,noise.wav,heart,119,heart.bmp
0,7,noise,-1,1,right,0,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,8,noise,-1,1,left,0,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,9,valid,1,0,right,-1,heart,119,2,heart_2.wav,heart,119,heart.bmp
0,10,valid,1,0,right,-1,rhinoceros,186,3,rhinoceros_3.wav,rhinoceros,186,rhinoceros.bmp
0,11,valid,1,1,right,0,lion,140,1,lion_1.wav,lion,140,lion.bmp
0,12,valid,1,1,right,1,saltshaker,194,1,saltshaker_1.wav,saltshaker,194,saltshaker.bmp
0,13,valid,1,1,right,1,wine_glass,258,4,wine_glass_4.wav,wine_glass,258,wine_glass.bmp
0,14,noise,-1,0,right,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,15,valid,1,1,right,0,snowman,210,4,snowman_4.wav,snowman,210,snowman.bmp
0,16,valid,1,0,left,-1,skunk,206,2,skunk_2.wav,skunk,206,skunk.bmp
0,17,invalid,0,1,right,1,wine_glass,258,4,wine_glass_4.wav,saltshaker,194,saltshaker.bmp
0,18,invalid,0,0,left,-1,wine_glass,258,1,wine_glass_1.wav,rhinoceros,186,rhinoceros.bmp
0,19,noise,-1,1,left,0,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,20,noise,-1,0,right,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,21,noise,-1,0,right,-1,noise,-1,1,noise.wav,heart,119,heart.bmp
0,22,noise,-1,0,right,-1,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,23,noise,-1,1,right,0,noise,-1,1,noise.wav,lion,140,lion.bmp
0,24,valid,1,1,left,1,wine_glass,258,2,wine_glass_2.wav,wine_glass,258,wine_glass.bmp
0,25,noise,-1,0,left,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,26,noise,-1,0,right,-1,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,27,noise,-1,0,right,-1,noise,-1,1,noise.wav,lion,140,lion.bmp
0,28,invalid,0,1,right,0,rhinoceros,186,4,rhinoceros_4.wav,skunk,206,skunk.bmp
0,29,valid,1,1,right,0,gorilla,108,3,gorilla_3.wav,gorilla,108,gorilla.bmp
0,30,noise,-1,1,right,1,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,31,valid,1,0,left,-1,chicken,55,3,chicken_3.wav,chicken,55,chicken.bmp
0,32,noise,-1,0,left,-1,noise,-1,1,noise.wav,heart,119,heart.bmp
0,33,valid,1,1,left,0,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
0,34,invalid,0,0,left,-1,saltshaker,194,1,saltshaker_1.wav,tree,241,tree.bmp
0,35,noise,-1,0,right,-1,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,36,valid,1,0,right,-1,wine_glass,258,2,wine_glass_2.wav,wine_glass,258,wine_glass.bmp
0,37,noise,-1,0,right,-1,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,38,noise,-1,1,left,1,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,39,noise,-1,0,left,-1,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,40,noise,-1,0,right,-1,noise,-1,1,noise.wav,lion,140,lion.bmp
0,41,noise,-1,0,right,-1,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,42,noise,-1,0,right,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,43,valid,1,0,left,-1,tree,241,2,tree_2.wav,tree,241,tree.bmp
0,44,noise,-1,1,right,0,noise,-1,1,noise.wav,skunk,206,skunk.bmp
