block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,noise,-1,1,right,0,noise,-1,1,noise.wav,alligator,3,alligator.bmp
-1,-9,noise,-1,1,right,1,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
-1,-8,noise,-1,0,right,-1,noise,-1,1,noise.wav,lion,140,lion.bmp
-1,-7,noise,-1,0,right,-1,noise,-1,1,noise.wav,zebra,260,zebra.bmp
-1,-6,valid,1,0,right,-1,chair,53,4,chair_4.wav,chair,53,chair.bmp
-1,-5,invalid,0,0,left,-1,giraffe,103,1,giraffe_1.wav,skunk,206,skunk.bmp
-1,-4,noise,-1,0,right,-1,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
-1,-3,valid,1,1,left,0,tree,241,1,tree_1.wav,tree,241,tree.bmp
-1,-2,invalid,0,0,left,-1,lion,140,2,lion_2.wav,donkey,75,donkey.bmp
-1,-1,valid,1,0,right,-1,tomato,236,3,tomato_3.wav,tomato,236,tomato.bmp
0,0,valid,1,1,left,1,zebra,260,3,zebra_3.wav,zebra,260,zebra.bmp
0,1,noise,-1,0,left,-1,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,2,noise,-1,1,right,1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,3,invalid,0,1,right,1,tomato,236,4,tomato_4.wav,gorilla,108,gorilla.bmp
0,4,noise,-1,1,right,1,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,5,noise,-1,0,left,-1,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,6,valid,1,1,left,0,zebra,260,2,zebra_2.wav,zebra,260,zebra.bmp
0,7,valid,1,0,right,-1,donkey,75,4,donkey_4.wav,donkey,75,donkey.bmp
0,8,noise,-1,1,right,1,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,9,noise,-1,1,left,0,noise,-1,1,noise.wav,tree,241,tree.bmp
0,10,valid,1,0,left,-1,skunk,206,2,skunk_2.wav,skunk,206,skunk.bmp
0,11,valid,1,0,left,-1,giraffe,103,3,giraffe_3.wav,giraffe,103,giraffe.bmp
0,12,noise,-1,0,right,-1,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,13,valid,1,1,left,0,gorilla,108,4,gorilla_4.wav,gorilla,108,gorilla.bmp
0,14,noise,-1,0,right,-1,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,15,invalid,0,0,left,-1,skunk,206,3,skunk_3.wav,tomato,236,tomato.bmp
0,16,noise,-1,0,left,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
