block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,invalid,0,0,left,-1,alligator,3,4,alligator_4.wav,piano,171,piano.bmp
-1,-9,noise,-1,1,left,0,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
-1,-8,valid,1,1,right,1,snowman,210,4,snowman_4.wav,snowman,210,snowman.bmp
-1,-7,noise,-1,0,right,-1,noise,-1,1,noise.wav,lion,140,lion.bmp
-1,-6,noise,-1,1,right,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
-1,-5,valid,1,0,right,-1,grasshopper,110,4,grasshopper_4.wav,grasshopper,110,grasshopper.bmp
-1,-4,noise,-1,1,left,1,noise,-1,1,noise.wav,zebra,260,zebra.bmp
-1,-3,noise,-1,1,right,0,noise,-1,1,noise.wav,tiger,233,tiger.bmp
-1,-2,noise,-1,1,left,0,noise,-1,1,noise.wav,alligator,3,alligator.bmp
-1,-1,noise,-1,1,right,1,noise,-1,1,noise.wav,deer,71,deer.bmp
0,0,noise,-1,1,left,1,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,1,noise,-1,1,left,0,noise,-1,1,noise.wav,lion,140,lion.bmp
0,2,noise,-1,1,right,0,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,3,valid,1,0,right,-1,alligator,3,4,alligator_4.wav,alligator,3,alligator.bmp
0,4,valid,1,1,right,1,grasshopper,110,4,grasshopper_4.wav,grasshopper,110,grasshopper.bmp
0,5,valid,1,1,left,0,zebra,260,1,zebra_1.wav,zebra,260,zebra.bmp
0,6,noise,-1,1,left,0,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,7,noise,-1,0,right,-1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,8,noise,-1,0,right,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,9,invalid,0,1,left,1,tomato,236,3,tomato_3.wav,snowman,210,snowman.bmp
0,10,valid,1,0,right,-1,lion,140,3,lion_3.wav,lion,140,lion.bmp
0,11,noise,-1,1,right,0,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,12,noise,-1,0,right,-1,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,13,invalid,0,0,left,-1,piano,171,1,piano_1.wav,tiger,233,tiger.bmp
0,14,valid,1,0,right,-1,tomato,236,1,tomato_1.wav,tomato,236,tomato.bmp
0,15,noise,-1,1,right,1,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,16,valid,1,0,left,-1,grasshopper,110,1,grasshopper_1.wav,grasshopper,110,grasshopper.bmp
0,17,noise,-1,1,right,0,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,18,valid,1,1,left,1,deer,71,2,deer_2.wav,deer,71,deer.bmp
0,19,valid,1,0,right,-1,snowman,210,4,snowman_4.wav,snowman,210,snowman.bmp
0,20,noise,-1,1,left,0,noise,-1,1,noise.wav,piano,171,piano.bmp
0,21,noise,-1,1,left,1,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,22,invalid,0,1,right,0,zebra,260,2,zebra_2.wav,piano,171,piano.bmp
0,23,noise,-1,0,left,-1,noise,-1,1,noise.wav,lion,140,lion.bmp
0,24,valid,1,0,left,-1,alligator,3,1,alligator_1.wav,alligator,3,alligator.bmp
0,25,noise,-1,1,right,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,26,noise,-1,0,right,-1,noise,-1,1,noise.wav,piano,171,piano.bmp
0,27,valid,1,0,left,-1,deer,71,1,deer_1.wav,deer,71,deer.bmp
0,28,valid,1,1,left,1,snowman,210,3,snowman_3.wav,snowman,210,snowman.bmp
0,29,noise,-1,0,left,-1,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,30,valid,1,0,right,-1,tiger,233,2,tiger_2.wav,tiger,233,tiger.bmp
0,31,valid,1,0,right,-1,zebra,260,3,zebra_3.wav,zebra,260,zebra.bmp
0,32,noise,-1,1,left,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,33,valid,1,1,right,0,tiger,233,2,tiger_2.wav,tiger,233,tiger.bmp
0,34,valid,1,1,left,0,tomato,236,4,tomato_4.wav,tomato,236,tomato.bmp
0,35,valid,1,1,left,0,kangaroo,126,1,kangaroo_1.wav,kangaroo,126,kangaroo.bmp
0,36,noise,-1,1,left,0,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,37,noise,-1,1,right,1,noise,-1,1,noise.wav,piano,171,piano.bmp
0,38,noise,-1,0,right,-1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,39,noise,-1,0,right,-1,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,40,noise,-1,1,right,0,noise,-1,1,noise.wav,deer,71,deer.bmp
0,41,noise,-1,0,left,-1,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,42,noise,-1,1,right,0,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,43,noise,-1,0,right,-1,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,44,valid,1,1,right,1,lion,140,3,lion_3.wav,lion,140,lion.bmp
0,45,noise,-1,0,right,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,46,valid,1,0,left,-1,deer,71,2,deer_2.wav,deer,71,deer.bmp
0,47,noise,-1,0,left,-1,noise,-1,1,noise.wav,deer,71,deer.bmp
0,48,invalid,0,0,right,-1,deer,71,4,deer_4.wav,kangaroo,126,kangaroo.bmp
0,49,invalid,0,0,right,-1,grasshopper,110,1,grasshopper_1.wav,lion,140,lion.bmp
