block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,valid,1,1,left,0,raccoon,183,2,raccoon_2.wav,raccoon,183,raccoon.bmp
-1,-9,valid,1,0,left,-1,mouse,149,1,mouse_1.wav,mouse,149,mouse.bmp
-1,-8,invalid,0,0,left,-1,kangaroo,126,4,kangaroo_4.wav,tree,241,tree.bmp
-1,-7,valid,1,1,right,0,swan,223,4,swan_4.wav,swan,223,swan.bmp
-1,-6,valid,1,1,left,0,kangaroo,126,2,kangaroo_2.wav,kangaroo,126,kangaroo.bmp
-1,-5,valid,1,1,right,1,donkey,75,4,donkey_4.wav,donkey,75,donkey.bmp
-1,-4,noise,-1,0,right,-1,noise,-1,1,noise.wav,pear,166,pear.bmp
-1,-3,valid,1,0,left,-1,bottle,32,4,bottle_4.wav,bottle,32,bottle.bmp
-1,-2,noise,-1,0,left,-1,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
-1,-1,invalid,0,1,right,1,saltshaker,194,1,saltshaker_1.wav,dog,73,dog.bmp
0,0,noise,-1,1,right,1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,1,valid,1,1,left,0,donkey,75,4,donkey_4.wav,donkey,75,donkey.bmp
0,2,valid,1,1,right,1,saltshaker,194,2,saltshaker_2.wav,saltshaker,194,saltshaker.bmp
0,3,noise,-1,0,right,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,4,noise,-1,1,left,1,noise,-1,1,noise.wav,swan,223,swan.bmp
0,5,noise,-1,0,right,-1,noise,-1,1,noise.wav,pear,166,pear.bmp
0,6,noise,-1,1,right,0,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,7,noise,-1,0,right,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,8,noise,-1,0,right,-1,noise,-1,1,noise.wav,mouse,149,mouse.bmp
0,9,noise,-1,0,right,-1,noise,-1,1,noise.wav,dog,73,dog.bmp
0,10,valid,1,1,left,1,mouse,149,3,mouse_3.wav,mouse,149,mouse.bmp
