block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,noise,-1,0,left,-1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
-1,-9,noise,-1,0,right,-1,noise,-1,1,noise.wav,leopard,136,leopard.bmp
-1,-8,noise,-1,1,left,0,noise,-1,1,noise.wav,apple,6,apple.bmp
-1,-7,invalid,0,0,left,-1,leopard,136,3,leopard_3.wav,rhinoceros,186,rhinoceros.bmp
-1,-6,noise,-1,1,right,1,noise,-1,1,noise.wav,pig,172,pig.bmp
-1,-5,noise,-1,1,left,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
-1,-4,noise,-1,1,right,1,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
-1,-3,invalid,0,1,left,0,leopard,136,4,leopard_4.wav,deer,71,deer.bmp
-1,-2,noise,-1,1,right,0,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
-1,-1,noise,-1,1,left,0,noise,-1,1,noise.wav,tree,241,tree.bmp
0,0,invalid,0,1,left,0,leopard,136,4,leopard_4.wav,deer,71,deer.bmp
0,1,valid,1,1,right,0,rhinoceros,186,2,rhinoceros_2.wav,rhinoceros,186,rhinoceros.bmp
0,2,invalid,0,1,left,1,rhinoceros,186,4,rhinoceros_4.wav,giraffe,103,giraffe.bmp
0,3,valid,1,0,right,-1,leopard,136,2,leopard_2.wav,leopard,136,leopard.bmp
0,4,noise,-1,1,left,0,noise,-1,1,noise.wav,tree,241,tree.bmp
0,5,noise,-1,0,left,-1,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,6,valid,1,0,right,-1,leopard,136,4,leopard_4.wav,leopard,136,leopard.bmp
0,7,noise,-1,1,left,0,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,8,valid,1,1,right,0,apple,6,1,apple_1.wav,apple,6,apple.bmp
0,9,noise,-1,0,left,-1,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,10,valid,1,0,right,-1,rhinoceros,186,1,rhinoceros_1.wav,rhinoceros,186,rhinoceros.bmp
0,11,valid,1,1,left,1,pineapple,173,1,pineapple_1.wav,pineapple,173,pineapple.bmp
0,12,noise,-1,1,left,1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,13,noise,-1,0,right,-1,noise,-1,1,noise.wav,apple,6,apple.bmp
0,14,noise,-1,1,left,1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,15,valid,1,0,left,-1,tomato,236,1,tomato_1.wav,tomato,236,tomato.bmp
0,16,noise,-1,0,left,-1,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,17,noise,-1,1,right,0,noise,-1,1,noise.wav,pig,172,pig.bmp
0,18,invalid,0,0,left,-1,tomato,236,1,tomato_1.wav,pineapple,173,pineapple.bmp
