block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,mask_type,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,piano,171,piano.bmp
-1,-9,valid,1,1,left,visual,kangaroo,126,4,kangaroo_4.wav,kangaroo,126,kangaroo.bmp
-1,-8,nocue,-1,1,left,visual,noise,-1,1,noise.wav,donkey,75,donkey.bmp
-1,-7,valid,1,0,left,nomask,alligator,3,1,alligator_1.wav,alligator,3,alligator.bmp
-1,-6,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,tree,241,tree.bmp
-1,-5,invalid,0,1,left,auditory,bottle,32,1,bottle_1.wav,camel,43,camel.bmp
-1,-4,valid,1,1,left,auditory,giraffe,103,2,giraffe_2.wav,giraffe,103,giraffe.bmp
-1,-3,invalid,0,0,left,nomask,pineapple,173,3,pineapple_3.wav,bottle,32,bottle.bmp
-1,-2,nocue,-1,1,left,visual,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
-1,-1,invalid,0,1,left,auditory,bottle,32,4,bottle_4.wav,rhinoceros,186,rhinoceros.bmp
0,0,valid,1,1,left,visual,kangaroo,126,4,kangaroo_4.wav,kangaroo,126,kangaroo.bmp
0,1,valid,1,1,right,visual,alligator,3,3,alligator_3.wav,alligator,3,alligator.bmp
0,2,valid,1,0,left,nomask,giraffe,103,4,giraffe_4.wav,giraffe,103,giraffe.bmp
0,3,invalid,0,0,right,nomask,tree,241,2,tree_2.wav,rhinoceros,186,rhinoceros.bmp
0,4,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,piano,171,piano.bmp
0,5,nocue,-1,1,right,visual,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,6,nocue,-1,1,right,visual,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,7,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,8,nocue,-1,1,right,visual,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,9,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,piano,171,piano.bmp
0,10,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,11,valid,1,0,left,nomask,tree,241,2,tree_2.wav,tree,241,tree.bmp
0,12,nocue,-1,1,right,visual,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
