block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,-1,noise,0,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
-1,-9,0,invalid,0,left,pear,166,4,pear_4.wav,grasshopper,110,grasshopper.bmp
-1,-8,1,valid,0,right,swan,223,2,swan_2.wav,swan,223,swan.bmp
-1,-7,1,valid,1,left,gorilla,108,1,gorilla_1.wav,gorilla,108,gorilla.bmp
-1,-6,0,invalid,1,right,deer,71,2,deer_2.wav,dog,73,dog.bmp
-1,-5,1,valid,0,right,bee,23,4,bee_4.wav,bee,23,bee.bmp
-1,-4,1,valid,1,left,tree,241,4,tree_4.wav,tree,241,tree.bmp
-1,-3,1,valid,0,left,pear,166,1,pear_1.wav,pear,166,pear.bmp
-1,-2,1,valid,0,left,deer,71,1,deer_1.wav,deer,71,deer.bmp
-1,-1,-1,noise,0,left,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,0,1,valid,1,right,dog,73,1,dog_1.wav,dog,73,dog.bmp
0,1,1,valid,1,left,gorilla,108,3,gorilla_3.wav,gorilla,108,gorilla.bmp
0,2,1,valid,0,left,swan,223,1,swan_1.wav,swan,223,swan.bmp
0,3,-1,noise,0,left,noise,-1,1,noise.wav,bee,23,bee.bmp
0,4,1,valid,0,right,grasshopper,110,4,grasshopper_4.wav,grasshopper,110,grasshopper.bmp
0,5,-1,noise,1,left,noise,-1,1,noise.wav,bee,23,bee.bmp
0,6,1,valid,1,right,pear,166,4,pear_4.wav,pear,166,pear.bmp
0,7,0,invalid,0,left,grasshopper,110,3,grasshopper_3.wav,dog,73,dog.bmp
0,8,1,valid,0,right,penguin,169,2,penguin_2.wav,penguin,169,penguin.bmp
0,9,-1,noise,1,right,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,10,-1,noise,1,left,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,11,0,invalid,1,left,gorilla,108,3,gorilla_3.wav,dog,73,dog.bmp
0,12,-1,noise,1,left,noise,-1,1,noise.wav,deer,71,deer.bmp
0,13,-1,noise,0,left,noise,-1,1,noise.wav,tree,241,tree.bmp
0,14,1,valid,0,right,dog,73,3,dog_3.wav,dog,73,dog.bmp
0,15,-1,noise,0,right,noise,-1,1,noise.wav,deer,71,deer.bmp
0,16,1,valid,0,left,gorilla,108,1,gorilla_1.wav,gorilla,108,gorilla.bmp
0,17,1,valid,1,left,alligator,3,2,alligator_2.wav,alligator,3,alligator.bmp
0,18,-1,noise,0,left,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,19,1,valid,0,right,tree,241,2,tree_2.wav,tree,241,tree.bmp
0,20,-1,noise,1,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,21,-1,noise,0,right,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,22,-1,noise,0,left,noise,-1,1,noise.wav,pear,166,pear.bmp
0,23,-1,noise,0,left,noise,-1,1,noise.wav,bee,23,bee.bmp
0,24,0,invalid,1,left,tree,241,1,tree_1.wav,swan,223,swan.bmp
0,25,-1,noise,0,left,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,26,0,invalid,1,right,swan,223,2,swan_2.wav,deer,71,deer.bmp
0,27,0,invalid,1,right,grasshopper,110,1,grasshopper_1.wav,gorilla,108,gorilla.bmp
0,28,-1,noise,1,left,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,29,-1,noise,0,left,noise,-1,1,noise.wav,dog,73,dog.bmp
0,30,1,valid,1,left,penguin,169,2,penguin_2.wav,penguin,169,penguin.bmp
0,31,1,valid,1,left,deer,71,3,deer_3.wav,deer,71,deer.bmp
0,32,0,invalid,1,left,bee,23,4,bee_4.wav,grasshopper,110,grasshopper.bmp
0,33,-1,noise,1,right,noise,-1,1,noise.wav,deer,71,deer.bmp
0,34,-1,noise,0,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,35,-1,noise,1,left,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,36,0,invalid,0,right,deer,71,4,deer_4.wav,swan,223,swan.bmp
0,37,0,invalid,0,left,deer,71,2,deer_2.wav,pear,166,pear.bmp
0,38,-1,noise,1,left,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,39,1,valid,0,left,deer,71,1,deer_1.wav,deer,71,deer.bmp
0,40,-1,noise,0,left,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,41,1,valid,1,right,swan,223,2,swan_2.wav,swan,223,swan.bmp
0,42,-1,noise,0,right,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,43,1,valid,0,left,bee,23,1,bee_1.wav,bee,23,bee.bmp
0,44,-1,noise,0,right,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,45,-1,noise,0,right,noise,-1,1,noise.wav,pear,166,pear.bmp
0,46,-1,noise,0,left,noise,-1,1,noise.wav,dog,73,dog.bmp
0,47,1,valid,1,left,bee,23,4,bee_4.wav,bee,23,bee.bmp
0,48,0,invalid,0,left,pear,166,2,pear_2.wav,alligator,3,alligator.bmp
0,49,1,valid,0,left,penguin,169,4,penguin_4.wav,penguin,169,penguin.bmp
0,50,1,valid,0,left,bee,23,1,bee_1.wav,bee,23,bee.bmp
0,51,-1,noise,0,right,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,52,1,valid,0,right,bee,23,4,bee_4.wav,bee,23,bee.bmp
0,53,-1,noise,1,right,noise,-1,1,noise.wav,pear,166,pear.bmp
0,54,1,valid,1,right,grasshopper,110,1,grasshopper_1.wav,grasshopper,110,grasshopper.bmp
0,55,-1,noise,0,left,noise,-1,1,noise.wav,dog,73,dog.bmp
0,56,1,valid,1,left,tree,241,4,tree_4.wav,tree,241,tree.bmp
0,57,1,valid,1,right,alligator,3,4,alligator_4.wav,alligator,3,alligator.bmp
0,58,1,valid,0,right,penguin,169,3,penguin_3.wav,penguin,169,penguin.bmp
0,59,-1,noise,0,left,noise,-1,1,noise.wav,tree,241,tree.bmp
0,60,-1,noise,1,right,noise,-1,1,noise.wav,dog,73,dog.bmp
0,61,1,valid,0,right,pear,166,4,pear_4.wav,pear,166,pear.bmp
0,62,0,invalid,0,right,swan,223,2,swan_2.wav,penguin,169,penguin.bmp
0,63,1,valid,1,right,deer,71,2,deer_2.wav,deer,71,deer.bmp
0,64,-1,noise,1,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,65,-1,noise,1,left,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,66,1,valid,1,right,alligator,3,4,alligator_4.wav,alligator,3,alligator.bmp
0,67,-1,noise,1,left,noise,-1,1,noise.wav,dog,73,dog.bmp
0,68,-1,noise,0,left,noise,-1,1,noise.wav,deer,71,deer.bmp
0,69,-1,noise,1,left,noise,-1,1,noise.wav,bee,23,bee.bmp
0,70,-1,noise,0,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,71,0,invalid,0,left,dog,73,4,dog_4.wav,tree,241,tree.bmp
0,72,-1,noise,0,left,noise,-1,1,noise.wav,tree,241,tree.bmp
0,73,1,valid,0,left,gorilla,108,3,gorilla_3.wav,gorilla,108,gorilla.bmp
0,74,-1,noise,0,left,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,75,1,valid,0,left,deer,71,2,deer_2.wav,deer,71,deer.bmp
0,76,-1,noise,1,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,77,1,valid,0,right,swan,223,2,swan_2.wav,swan,223,swan.bmp
0,78,-1,noise,1,right,noise,-1,1,noise.wav,bee,23,bee.bmp
0,79,-1,noise,0,right,noise,-1,1,noise.wav,pear,166,pear.bmp
0,80,-1,noise,1,right,noise,-1,1,noise.wav,tree,241,tree.bmp
0,81,-1,noise,1,left,noise,-1,1,noise.wav,pear,166,pear.bmp
0,82,1,valid,0,right,alligator,3,2,alligator_2.wav,alligator,3,alligator.bmp
0,83,1,valid,1,left,swan,223,3,swan_3.wav,swan,223,swan.bmp
0,84,1,valid,1,left,tree,241,1,tree_1.wav,tree,241,tree.bmp
0,85,-1,noise,1,right,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,86,-1,noise,1,right,noise,-1,1,noise.wav,deer,71,deer.bmp
0,87,1,valid,1,left,dog,73,3,dog_3.wav,dog,73,dog.bmp
0,88,1,valid,1,left,grasshopper,110,1,grasshopper_1.wav,grasshopper,110,grasshopper.bmp
0,89,-1,noise,1,right,noise,-1,1,noise.wav,pear,166,pear.bmp
0,90,-1,noise,1,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,91,1,valid,0,left,grasshopper,110,3,grasshopper_3.wav,grasshopper,110,grasshopper.bmp
0,92,-1,noise,1,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,93,-1,noise,1,left,noise,-1,1,noise.wav,tree,241,tree.bmp
0,94,-1,noise,0,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,95,-1,noise,0,right,noise,-1,1,noise.wav,bee,23,bee.bmp
0,96,1,valid,0,left,tree,241,1,tree_1.wav,tree,241,tree.bmp
0,97,1,valid,0,left,dog,73,4,dog_4.wav,dog,73,dog.bmp
0,98,-1,noise,0,left,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,99,1,valid,1,left,gorilla,108,2,gorilla_2.wav,gorilla,108,gorilla.bmp
0,100,0,invalid,1,left,gorilla,108,1,gorilla_1.wav,alligator,3,alligator.bmp
0,101,0,invalid,0,left,alligator,3,4,alligator_4.wav,gorilla,108,gorilla.bmp
0,102,1,valid,1,right,tree,241,2,tree_2.wav,tree,241,tree.bmp
0,103,1,valid,0,right,pear,166,3,pear_3.wav,pear,166,pear.bmp
0,104,-1,noise,0,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,105,-1,noise,0,left,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,106,1,valid,1,left,pear,166,3,pear_3.wav,pear,166,pear.bmp
1,107,-1,noise,0,right,noise,-1,1,noise.wav,swan,223,swan.bmp
1,108,0,invalid,1,right,deer,71,2,deer_2.wav,dog,73,dog.bmp
1,109,-1,noise,0,right,noise,-1,1,noise.wav,deer,71,deer.bmp
1,110,0,invalid,0,left,pear,166,4,pear_4.wav,grasshopper,110,grasshopper.bmp
1,111,-1,noise,1,left,noise,-1,1,noise.wav,dog,73,dog.bmp
1,112,-1,noise,0,right,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
1,113,1,valid,0,right,gorilla,108,4,gorilla_4.wav,gorilla,108,gorilla.bmp
1,114,-1,noise,1,left,noise,-1,1,noise.wav,penguin,169,penguin.bmp
1,115,1,valid,0,right,dog,73,2,dog_2.wav,dog,73,dog.bmp
1,116,-1,noise,0,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
1,117,1,valid,0,left,pear,166,2,pear_2.wav,pear,166,pear.bmp
1,118,-1,noise,0,left,noise,-1,1,noise.wav,penguin,169,penguin.bmp
1,119,0,invalid,1,left,alligator,3,2,alligator_2.wav,pear,166,pear.bmp
1,120,1,valid,1,left,bee,23,2,bee_2.wav,bee,23,bee.bmp
1,121,-1,noise,0,left,noise,-1,1,noise.wav,pear,166,pear.bmp
