block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,-1,noise,0,right,noise,-1,1,noise.wav,leopard,136,leopard.bmp
-1,-9,-1,noise,0,right,noise,-1,1,noise.wav,elephant,84,elephant.bmp
-1,-8,-1,noise,0,left,noise,-1,1,noise.wav,penguin,169,penguin.bmp
-1,-7,1,valid,0,left,swan,223,2,swan_2.wav,swan,223,swan.bmp
-1,-6,1,valid,0,right,skunk,206,3,skunk_3.wav,skunk,206,skunk.bmp
-1,-5,-1,noise,0,right,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
-1,-4,-1,noise,1,right,noise,-1,1,noise.wav,chair,53,chair.bmp
-1,-3,-1,noise,1,left,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
-1,-2,0,invalid,0,right,donkey,75,1,donkey_1.wav,rhinoceros,186,rhinoceros.bmp
-1,-1,1,valid,1,left,donkey,75,3,donkey_3.wav,donkey,75,donkey.bmp
0,0,1,valid,0,left,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
0,1,0,invalid,0,right,skunk,206,2,skunk_2.wav,donkey,75,donkey.bmp
0,2,-1,noise,1,right,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,3,1,valid,1,left,strawberry,220,4,strawberry_4.wav,strawberry,220,strawberry.bmp
0,4,-1,noise,1,left,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,5,1,valid,0,right,leopard,136,1,leopard_1.wav,leopard,136,leopard.bmp
0,6,-1,noise,1,right,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,7,-1,noise,0,left,noise,-1,1,noise.wav,chair,53,chair.bmp
0,8,-1,noise,0,left,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,9,1,valid,1,left,leopard,136,2,leopard_2.wav,leopard,136,leopard.bmp
0,10,-1,noise,1,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,11,-1,noise,0,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,12,-1,noise,0,right,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,13,1,valid,1,left,donkey,75,1,donkey_1.wav,donkey,75,donkey.bmp
0,14,-1,noise,1,left,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,15,-1,noise,0,left,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,16,1,valid,0,left,leopard,136,4,leopard_4.wav,leopard,136,leopard.bmp
0,17,1,valid,0,left,pineapple,173,1,pineapple_1.wav,pineapple,173,pineapple.bmp
0,18,-1,noise,0,left,noise,-1,1,noise.wav,leopard,136,leopard.bmp
0,19,-1,noise,1,left,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,20,1,valid,0,right,skunk,206,3,skunk_3.wav,skunk,206,skunk.bmp
0,21,-1,noise,0,left,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,22,0,invalid,1,right,chair,53,3,chair_3.wav,skunk,206,skunk.bmp
0,23,1,valid,0,right,chair,53,1,chair_1.wav,chair,53,chair.bmp
0,24,1,valid,1,left,rhinoceros,186,2,rhinoceros_2.wav,rhinoceros,186,rhinoceros.bmp
0,25,1,valid,0,right,swan,223,1,swan_1.wav,swan,223,swan.bmp
0,26,1,valid,1,left,donkey,75,3,donkey_3.wav,donkey,75,donkey.bmp
0,27,-1,noise,1,right,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,28,0,invalid,1,left,penguin,169,3,penguin_3.wav,elephant,84,elephant.bmp
0,29,-1,noise,0,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,30,-1,noise,0,right,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,31,1,valid,0,left,chair,53,2,chair_2.wav,chair,53,chair.bmp
0,32,1,valid,0,right,elephant,84,2,elephant_2.wav,elephant,84,elephant.bmp
