block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,-1,noise,0,left,noise,-1,1,noise.wav,camel,43,camel.bmp
-1,-9,1,valid,0,right,alligator,3,1,alligator_1.wav,alligator,3,alligator.bmp
-1,-8,-1,noise,1,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
-1,-7,-1,noise,0,right,noise,-1,1,noise.wav,zebra,260,zebra.bmp
-1,-6,0,invalid,0,right,camel,43,3,camel_3.wav,snowman,210,snowman.bmp
-1,-5,0,invalid,1,right,table,226,1,table_1.wav,bottle,32,bottle.bmp
-1,-4,-1,noise,0,left,noise,-1,1,noise.wav,donkey,75,donkey.bmp
-1,-3,1,valid,1,left,tomato,236,2,tomato_2.wav,tomato,236,tomato.bmp
-1,-2,1,valid,0,right,pig,172,1,pig_1.wav,pig,172,pig.bmp
-1,-1,-1,noise,0,left,noise,-1,1,noise.wav,table,226,table.bmp
0,0,0,invalid,1,right,bottle,32,3,bottle_3.wav,donkey,75,donkey.bmp
0,1,-1,noise,1,right,noise,-1,1,noise.wav,camel,43,camel.bmp
0,2,-1,noise,0,left,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,3,-1,noise,0,left,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,4,1,valid,1,right,tomato,236,1,tomato_1.wav,tomato,236,tomato.bmp
0,5,-1,noise,1,right,noise,-1,1,noise.wav,pig,172,pig.bmp
0,6,1,valid,0,right,table,226,3,table_3.wav,table,226,table.bmp
0,7,-1,noise,0,right,noise,-1,1,noise.wav,pig,172,pig.bmp
0,8,-1,noise,1,left,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,9,-1,noise,0,left,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,10,-1,noise,0,right,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,11,0,invalid,0,right,tomato,236,2,tomato_2.wav,bottle,32,bottle.bmp
0,12,-1,noise,0,right,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,13,1,valid,0,left,camel,43,4,camel_4.wav,camel,43,camel.bmp
0,14,1,valid,0,left,bottle,32,1,bottle_1.wav,bottle,32,bottle.bmp
0,15,1,valid,0,right,tomato,236,3,tomato_3.wav,tomato,236,tomato.bmp
0,16,-1,noise,0,right,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,17,-1,noise,0,left,noise,-1,1,noise.wav,camel,43,camel.bmp
0,18,-1,noise,0,left,noise,-1,1,noise.wav,table,226,table.bmp
0,19,1,valid,1,right,camel,43,1,camel_1.wav,camel,43,camel.bmp
0,20,-1,noise,0,left,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,21,-1,noise,0,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,22,0,invalid,0,left,zebra,260,4,zebra_4.wav,tomato,236,tomato.bmp
0,23,0,invalid,1,right,donkey,75,1,donkey_1.wav,table,226,table.bmp
0,24,0,invalid,1,right,table,226,3,table_3.wav,gorilla,108,gorilla.bmp
0,25,0,invalid,0,right,pig,172,3,pig_3.wav,camel,43,camel.bmp
0,26,-1,noise,1,right,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,27,-1,noise,1,left,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,28,-1,noise,1,right,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,29,-1,noise,1,right,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,30,1,valid,0,right,table,226,3,table_3.wav,table,226,table.bmp
0,31,1,valid,0,left,camel,43,2,camel_2.wav,camel,43,camel.bmp
0,32,1,valid,0,left,snowman,210,4,snowman_4.wav,snowman,210,snowman.bmp
0,33,-1,noise,0,right,noise,-1,1,noise.wav,table,226,table.bmp
0,34,0,invalid,1,left,snowman,210,1,snowman_1.wav,camel,43,camel.bmp
0,35,1,valid,1,right,pig,172,2,pig_2.wav,pig,172,pig.bmp
0,36,1,valid,1,left,tomato,236,4,tomato_4.wav,tomato,236,tomato.bmp
0,37,-1,noise,0,right,noise,-1,1,noise.wav,pig,172,pig.bmp
0,38,-1,noise,0,right,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,39,1,valid,1,left,gorilla,108,1,gorilla_1.wav,gorilla,108,gorilla.bmp
0,40,-1,noise,0,right,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,41,1,valid,1,right,camel,43,3,camel_3.wav,camel,43,camel.bmp
0,42,0,invalid,1,right,camel,43,1,camel_1.wav,pig,172,pig.bmp
0,43,-1,noise,0,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,44,1,valid,0,right,tomato,236,4,tomato_4.wav,tomato,236,tomato.bmp
0,45,1,valid,1,left,donkey,75,1,donkey_1.wav,donkey,75,donkey.bmp
0,46,-1,noise,1,right,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,47,-1,noise,1,left,noise,-1,1,noise.wav,table,226,table.bmp
0,48,-1,noise,0,right,noise,-1,1,noise.wav,pig,172,pig.bmp
0,49,1,valid,0,right,donkey,75,4,donkey_4.wav,donkey,75,donkey.bmp
0,50,1,valid,0,left,snowman,210,1,snowman_1.wav,snowman,210,snowman.bmp
0,51,0,invalid,1,left,gorilla,108,1,gorilla_1.wav,zebra,260,zebra.bmp
0,52,-1,noise,1,right,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,53,1,valid,1,right,bottle,32,4,bottle_4.wav,bottle,32,bottle.bmp
0,54,-1,noise,0,left,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,55,1,valid,0,left,gorilla,108,4,gorilla_4.wav,gorilla,108,gorilla.bmp
0,56,-1,noise,1,right,noise,-1,1,noise.wav,table,226,table.bmp
0,57,-1,noise,1,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,58,-1,noise,1,right,noise,-1,1,noise.wav,pig,172,pig.bmp
0,59,-1,noise,0,right,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,60,1,valid,1,right,zebra,260,4,zebra_4.wav,zebra,260,zebra.bmp
0,61,1,valid,0,right,bottle,32,2,bottle_2.wav,bottle,32,bottle.bmp
0,62,1,valid,1,left,pig,172,1,pig_1.wav,pig,172,pig.bmp
0,63,1,valid,1,left,bottle,32,2,bottle_2.wav,bottle,32,bottle.bmp
