block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,mask_type,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,valid,1,0,right,nomask,raccoon,183,1,raccoon_1.wav,raccoon,183,raccoon.bmp
-1,-9,valid,1,1,right,visual,swan,223,2,swan_2.wav,swan,223,swan.bmp
-1,-8,valid,1,1,left,visual,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
-1,-7,valid,1,1,left,auditory,skunk,206,3,skunk_3.wav,skunk,206,skunk.bmp
-1,-6,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
-1,-5,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,heart,119,heart.bmp
-1,-4,nocue,-1,1,left,visual,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
-1,-3,valid,1,0,left,nomask,tree,241,1,tree_1.wav,tree,241,tree.bmp
-1,-2,nocue,-1,1,left,visual,noise,-1,1,noise.wav,bee,23,bee.bmp
-1,-1,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,dog,73,dog.bmp
0,0,nocue,-1,1,right,visual,noise,-1,1,noise.wav,swan,223,swan.bmp
0,1,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,2,valid,1,0,right,nomask,raccoon,183,4,raccoon_4.wav,raccoon,183,raccoon.bmp
0,3,nocue,-1,1,right,visual,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,4,valid,1,0,right,nomask,tree,241,2,tree_2.wav,tree,241,tree.bmp
0,5,valid,1,0,right,nomask,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
0,6,invalid,0,1,right,auditory,bee,23,2,bee_2.wav,saltshaker,194,saltshaker.bmp
0,7,valid,1,1,left,auditory,dog,73,3,dog_3.wav,dog,73,dog.bmp
0,8,valid,1,0,left,nomask,raccoon,183,3,raccoon_3.wav,raccoon,183,raccoon.bmp
0,9,nocue,-1,1,left,auditory,noise,-1,1,noise.wav,heart,119,heart.bmp
0,10,nocue,-1,1,right,visual,noise,-1,1,noise.wav,tree,241,tree.bmp
0,11,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,12,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,swan,223,swan.bmp
0,13,valid,1,1,left,visual,skunk,206,2,skunk_2.wav,skunk,206,skunk.bmp
0,14,nocue,-1,1,right,visual,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,15,valid,1,1,left,auditory,bee,23,1,bee_1.wav,bee,23,bee.bmp
0,16,valid,1,1,right,visual,rhinoceros,186,1,rhinoceros_1.wav,rhinoceros,186,rhinoceros.bmp
0,17,valid,1,1,left,auditory,heart,119,4,heart_4.wav,heart,119,heart.bmp
0,18,valid,1,1,right,auditory,raccoon,183,4,raccoon_4.wav,raccoon,183,raccoon.bmp
0,19,valid,1,1,left,visual,tree,241,2,tree_2.wav,tree,241,tree.bmp
0,20,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,21,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,bee,23,bee.bmp
0,22,nocue,-1,1,left,visual,noise,-1,1,noise.wav,dog,73,dog.bmp
0,23,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,24,nocue,-1,1,left,visual,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,25,valid,1,0,right,nomask,wine_glass,258,1,wine_glass_1.wav,wine_glass,258,wine_glass.bmp
0,26,valid,1,1,right,auditory,saltshaker,194,1,saltshaker_1.wav,saltshaker,194,saltshaker.bmp
0,27,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,dog,73,dog.bmp
0,28,nocue,-1,1,right,visual,noise,-1,1,noise.wav,heart,119,heart.bmp
0,29,nocue,-1,1,right,visual,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,30,valid,1,1,left,auditory,bee,23,2,bee_2.wav,bee,23,bee.bmp
0,31,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,bee,23,bee.bmp
0,32,nocue,-1,1,left,visual,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,33,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,34,valid,1,1,right,auditory,skunk,206,1,skunk_1.wav,skunk,206,skunk.bmp
0,35,invalid,0,0,right,nomask,rhinoceros,186,1,rhinoceros_1.wav,heart,119,heart.bmp
0,36,nocue,-1,1,right,visual,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,37,valid,1,1,right,visual,heart,119,2,heart_2.wav,heart,119,heart.bmp
0,38,valid,1,0,left,nomask,swan,223,1,swan_1.wav,swan,223,swan.bmp
0,39,valid,1,0,right,nomask,tree,241,3,tree_3.wav,tree,241,tree.bmp
0,40,nocue,-1,1,right,visual,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,41,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,swan,223,swan.bmp
0,42,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,bee,23,bee.bmp
0,43,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,44,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,45,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,46,valid,1,1,right,auditory,tree,241,2,tree_2.wav,tree,241,tree.bmp
0,47,valid,1,0,left,nomask,saltshaker,194,3,saltshaker_3.wav,saltshaker,194,saltshaker.bmp
0,48,valid,1,0,left,nomask,skunk,206,3,skunk_3.wav,skunk,206,skunk.bmp
0,49,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,50,invalid,0,1,left,auditory,wine_glass,258,2,wine_glass_2.wav,dog,73,dog.bmp
0,51,valid,1,0,left,nomask,heart,119,2,heart_2.wav,heart,119,heart.bmp
0,52,valid,1,1,left,visual,swan,223,3,swan_3.wav,swan,223,swan.bmp
0,53,valid,1,1,left,visual,dog,73,4,dog_4.wav,dog,73,dog.bmp
0,54,valid,1,1,left,auditory,swan,223,2,swan_2.wav,swan,223,swan.bmp
0,55,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,56,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,tree,241,tree.bmp
0,57,invalid,0,0,left,nomask,heart,119,4,heart_4.wav,swan,223,swan.bmp
0,58,nocue,-1,1,right,visual,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,59,nocue,-1,1,right,visual,noise,-1,1,noise.wav,tree,241,tree.bmp
0,60,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,61,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,62,valid,1,0,right,nomask,bee,23,2,bee_2.wav,bee,23,bee.bmp
0,63,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,heart,119,heart.bmp
0,64,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,swan,223,swan.bmp
0,65,valid,1,1,left,visual,wine_glass,258,4,wine_glass_4.wav,wine_glass,258,wine_glass.bmp
0,66,valid,1,1,right,visual,saltshaker,194,1,saltshaker_1.wav,saltshaker,194,saltshaker.bmp
0,67,invalid,0,1,left,visual,swan,223,1,swan_1.wav,rhinoceros,186,rhinoceros.bmp
0,68,valid,1,0,right,nomask,dog,73,3,dog_3.wav,dog,73,dog.bmp
0,69,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,tree,241,tree.bmp
0,70,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,71,valid,1,1,right,auditory,swan,223,1,swan_1.wav,swan,223,swan.bmp
0,72,valid,1,1,left,visual,wine_glass,258,1,wine_glass_1.wav,wine_glass,258,wine_glass.bmp
0,73,nocue,-1,1,left,visual,noise,-1,1,noise.wav,heart,119,heart.bmp
0,74,invalid,0,1,right,auditory,rhinoceros,186,2,rhinoceros_2.wav,bee,23,bee.bmp
0,75,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,heart,119,heart.bmp
0,76,invalid,0,1,right,visual,bee,23,2,bee_2.wav,tree,241,tree.bmp
0,77,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,78,invalid,0,0,right,nomask,raccoon,183,1,raccoon_1.wav,rhinoceros,186,rhinoceros.bmp
0,79,valid,1,0,right,nomask,saltshaker,194,4,saltshaker_4.wav,saltshaker,194,saltshaker.bmp
0,80,invalid,0,1,left,auditory,bee,23,1,bee_1.wav,wine_glass,258,wine_glass.bmp
0,81,valid,1,0,right,nomask,heart,119,1,heart_1.wav,heart,119,heart.bmp
0,82,valid,1,0,left,nomask,bee,23,3,bee_3.wav,bee,23,bee.bmp
0,83,invalid,0,1,right,visual,saltshaker,194,1,saltshaker_1.wav,wine_glass,258,wine_glass.bmp
0,84,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,85,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,heart,119,heart.bmp
0,86,valid,1,1,left,auditory,raccoon,183,1,raccoon_1.wav,raccoon,183,raccoon.bmp
0,87,valid,1,1,right,visual,bee,23,3,bee_3.wav,bee,23,bee.bmp
0,88,valid,1,0,right,nomask,wine_glass,258,4,wine_glass_4.wav,wine_glass,258,wine_glass.bmp
0,89,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,tree,241,tree.bmp
0,90,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,dog,73,dog.bmp
0,91,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,92,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,swan,223,swan.bmp
0,93,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,dog,73,dog.bmp
0,94,nocue,-1,1,left,visual,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,95,valid,1,0,left,nomask,swan,223,4,swan_4.wav,swan,223,swan.bmp
0,96,valid,1,0,left,nomask,rhinoceros,186,3,rhinoceros_3.wav,rhinoceros,186,rhinoceros.bmp
0,97,nocue,-1,1,right,visual,noise,-1,1,noise.wav,dog,73,dog.bmp
0,98,valid,1,1,left,visual,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
0,99,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,100,nocue,-1,1,left,auditory,noise,-1,1,noise.wav,dog,73,dog.bmp
0,101,nocue,-1,1,left,visual,noise,-1,1,noise.wav,bee,23,bee.bmp
0,102,valid,1,0,left,nomask,skunk,206,4,skunk_4.wav,skunk,206,skunk.bmp
0,103,invalid,0,1,right,auditory,skunk,206,1,skunk_1.wav,raccoon,183,raccoon.bmp
0,104,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,105,valid,1,1,right,auditory,dog,73,4,dog_4.wav,dog,73,dog.bmp
0,106,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,bee,23,bee.bmp
0,107,invalid,0,1,left,auditory,swan,223,1,swan_1.wav,skunk,206,skunk.bmp
1,108,nocue,-1,1,left,auditory,noise,-1,1,noise.wav,skunk,206,skunk.bmp
1,109,nocue,-1,1,left,visual,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
1,110,nocue,-1,1,left,auditory,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
1,111,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,skunk,206,skunk.bmp
