block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,valid,1,0,left,-1,elephant,84,2,elephant_2.wav,elephant,84,elephant.bmp
-1,-9,valid,1,1,right,1,chair,53,1,chair_1.wav,chair,53,chair.bmp
-1,-8,noise,-1,1,right,1,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
-1,-7,noise,-1,0,right,-1,noise,-1,1,noise.wav,swan,223,swan.bmp
-1,-6,noise,-1,1,left,1,noise,-1,1,noise.wav,pear,166,pear.bmp
-1,-5,valid,1,0,right,-1,rhinoceros,186,2,rhinoceros_2.wav,rhinoceros,186,rhinoceros.bmp
-1,-4,noise,-1,1,right,0,noise,-1,1,noise.wav,skunk,206,skunk.bmp
-1,-3,noise,-1,1,right,0,noise,-1,1,noise.wav,chicken,55,chicken.bmp
-1,-2,valid,1,0,left,-1,grasshopper,110,3,grasshopper_3.wav,grasshopper,110,grasshopper.bmp
-1,-1,valid,1,1,left,0,dog,73,4,dog_4.wav,dog,73,dog.bmp
0,0,noise,-1,0,right,-1,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,1,valid,1,1,right,0,chair,53,4,chair_4.wav,chair,53,chair.bmp
0,2,noise,-1,1,right,1,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,3,valid,1,1,left,0,dog,73,4,dog_4.wav,dog,73,dog.bmp
0,4,noise,-1,0,left,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,5,valid,1,0,right,-1,elephant,84,1,elephant_1.wav,elephant,84,elephant.bmp
0,6,noise,-1,1,right,0,noise,-1,1,noise.wav,pear,166,pear.bmp
0,7,noise,-1,0,left,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,8,noise,-1,1,left,0,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,9,valid,1,0,left,-1,raccoon,183,1,raccoon_1.wav,raccoon,183,raccoon.bmp
0,10,noise,-1,0,right,-1,noise,-1,1,noise.wav,chair,53,chair.bmp
0,11,noise,-1,1,left,1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,12,noise,-1,0,right,-1,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,13,noise,-1,1,right,0,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,14,noise,-1,1,right,1,noise,-1,1,noise.wav,dog,73,dog.bmp
0,15,invalid,0,0,right,-1,dog,73,1,dog_1.wav,swan,223,swan.bmp
0,16,noise,-1,1,left,0,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,17,valid,1,0,left,-1,chair,53,1,chair_1.wav,chair,53,chair.bmp
0,18,valid,1,1,left,1,swan,223,1,swan_1.wav,swan,223,swan.bmp
0,19,invalid,0,0,right,-1,pear,166,3,pear_3.wav,raccoon,183,raccoon.bmp
0,20,noise,-1,0,right,-1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,21,valid,1,1,right,0,swan,223,3,swan_3.wav,swan,223,swan.bmp
0,22,noise,-1,0,right,-1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,23,noise,-1,0,left,-1,noise,-1,1,noise.wav,dog,73,dog.bmp
0,24,noise,-1,1,right,0,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,25,valid,1,0,right,-1,skunk,206,4,skunk_4.wav,skunk,206,skunk.bmp
0,26,invalid,0,0,right,-1,pear,166,2,pear_2.wav,elephant,84,elephant.bmp
0,27,noise,-1,0,right,-1,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,28,noise,-1,1,left,1,noise,-1,1,noise.wav,pear,166,pear.bmp
0,29,noise,-1,1,right,1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,30,noise,-1,1,right,0,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,31,noise,-1,0,right,-1,noise,-1,1,noise.wav,chair,53,chair.bmp
0,32,invalid,0,1,right,0,elephant,84,3,elephant_3.wav,dog,73,dog.bmp
0,33,valid,1,0,right,-1,raccoon,183,2,raccoon_2.wav,raccoon,183,raccoon.bmp
0,34,valid,1,0,left,-1,grasshopper,110,1,grasshopper_1.wav,grasshopper,110,grasshopper.bmp
0,35,valid,1,1,left,0,swan,223,3,swan_3.wav,swan,223,swan.bmp
0,36,valid,1,1,right,1,grasshopper,110,3,grasshopper_3.wav,grasshopper,110,grasshopper.bmp
0,37,valid,1,0,right,-1,chicken,55,3,chicken_3.wav,chicken,55,chicken.bmp
0,38,noise,-1,0,left,-1,noise,-1,1,noise.wav,swan,223,swan.bmp
0,39,valid,1,0,right,-1,rhinoceros,186,2,rhinoceros_2.wav,rhinoceros,186,rhinoceros.bmp
0,40,noise,-1,1,left,0,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,41,noise,-1,1,left,0,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,42,valid,1,1,left,0,raccoon,183,4,raccoon_4.wav,raccoon,183,raccoon.bmp
0,43,valid,1,0,right,-1,dog,73,1,dog_1.wav,dog,73,dog.bmp
0,44,noise,-1,1,right,1,noise,-1,1,noise.wav,chair,53,chair.bmp
0,45,valid,1,1,left,0,pear,166,4,pear_4.wav,pear,166,pear.bmp
0,46,valid,1,0,left,-1,elephant,84,2,elephant_2.wav,elephant,84,elephant.bmp
0,47,noise,-1,1,right,1,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,48,valid,1,0,left,-1,pear,166,3,pear_3.wav,pear,166,pear.bmp
0,49,valid,1,1,right,1,skunk,206,4,skunk_4.wav,skunk,206,skunk.bmp
0,50,noise,-1,0,right,-1,noise,-1,1,noise.wav,dog,73,dog.bmp
0,51,valid,1,0,right,-1,chicken,55,2,chicken_2.wav,chicken,55,chicken.bmp
0,52,valid,1,1,right,1,rhinoceros,186,1,rhinoceros_1.wav,rhinoceros,186,rhinoceros.bmp
0,53,noise,-1,0,left,-1,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,54,valid,1,1,right,1,dog,73,1,dog_1.wav,dog,73,dog.bmp
0,55,valid,1,1,left,1,chicken,55,1,chicken_1.wav,chicken,55,chicken.bmp
0,56,invalid,0,0,left,-1,swan,223,4,swan_4.wav,skunk,206,skunk.bmp
0,57,invalid,0,1,right,1,chair,53,2,chair_2.wav,pear,166,pear.bmp
0,58,noise,-1,1,right,0,noise,-1,1,noise.wav,swan,223,swan.bmp
0,59,valid,1,1,left,0,chicken,55,3,chicken_3.wav,chicken,55,chicken.bmp
0,60,noise,-1,1,left,0,noise,-1,1,noise.wav,pear,166,pear.bmp
0,61,valid,1,1,right,1,raccoon,183,3,raccoon_3.wav,raccoon,183,raccoon.bmp
0,62,invalid,0,1,left,0,pear,166,4,pear_4.wav,grasshopper,110,grasshopper.bmp
0,63,noise,-1,0,right,-1,noise,-1,1,noise.wav,chair,53,chair.bmp
0,64,valid,1,1,right,0,raccoon,183,4,raccoon_4.wav,raccoon,183,raccoon.bmp
0,65,noise,-1,1,left,1,noise,-1,1,noise.wav,chair,53,chair.bmp
0,66,valid,1,1,right,0,rhinoceros,186,3,rhinoceros_3.wav,rhinoceros,186,rhinoceros.bmp
0,67,invalid,0,0,right,-1,swan,223,3,swan_3.wav,skunk,206,skunk.bmp
0,68,invalid,0,0,right,-1,elephant,84,1,elephant_1.wav,rhinoceros,186,rhinoceros.bmp
0,69,invalid,0,0,right,-1,chicken,55,3,chicken_3.wav,chair,53,chair.bmp
0,70,noise,-1,1,right,0,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,71,noise,-1,0,right,-1,noise,-1,1,noise.wav,pear,166,pear.bmp
0,72,valid,1,1,left,0,elephant,84,3,elephant_3.wav,elephant,84,elephant.bmp
0,73,valid,1,0,left,-1,dog,73,2,dog_2.wav,dog,73,dog.bmp
0,74,noise,-1,0,right,-1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,75,noise,-1,1,right,0,noise,-1,1,noise.wav,dog,73,dog.bmp
0,76,invalid,0,1,left,1,pear,166,1,pear_1.wav,rhinoceros,186,rhinoceros.bmp
0,77,valid,1,0,left,-1,skunk,206,3,skunk_3.wav,skunk,206,skunk.bmp
0,78,noise,-1,0,left,-1,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,79,valid,1,1,right,1,elephant,84,4,elephant_4.wav,elephant,84,elephant.bmp
0,80,invalid,0,1,left,1,rhinoceros,186,2,rhinoceros_2.wav,chair,53,chair.bmp
0,81,valid,1,1,left,0,grasshopper,110,4,grasshopper_4.wav,grasshopper,110,grasshopper.bmp
0,82,noise,-1,0,right,-1,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,83,valid,1,1,left,0,skunk,206,2,skunk_2.wav,skunk,206,skunk.bmp
