block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,noise,-1,1,right,0,noise,-1,1,noise.wav,piano,171,piano.bmp
-1,-9,invalid,0,1,right,1,deer,71,1,deer_1.wav,lion,140,lion.bmp
-1,-8,noise,-1,0,right,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
-1,-7,valid,1,1,right,0,elephant,84,1,elephant_1.wav,elephant,84,elephant.bmp
-1,-6,valid,1,0,left,-1,heart,119,2,heart_2.wav,heart,119,heart.bmp
-1,-5,noise,-1,0,right,-1,noise,-1,1,noise.wav,penguin,169,penguin.bmp
-1,-4,invalid,0,1,left,0,skunk,206,4,skunk_4.wav,tiger,233,tiger.bmp
-1,-3,valid,1,1,left,1,camel,43,4,camel_4.wav,camel,43,camel.bmp
-1,-2,noise,-1,0,right,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
-1,-1,valid,1,0,right,-1,deer,71,2,deer_2.wav,deer,71,deer.bmp
0,0,noise,-1,0,left,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,1,valid,1,1,right,0,deer,71,2,deer_2.wav,deer,71,deer.bmp
0,2,noise,-1,0,right,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,3,invalid,0,1,right,0,piano,171,1,piano_1.wav,penguin,169,penguin.bmp
0,4,valid,1,0,right,-1,camel,43,2,camel_2.wav,camel,43,camel.bmp
0,5,valid,1,0,right,-1,tree,241,1,tree_1.wav,tree,241,tree.bmp
0,6,valid,1,1,left,1,camel,43,4,camel_4.wav,camel,43,camel.bmp
0,7,noise,-1,1,right,0,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,8,noise,-1,0,left,-1,noise,-1,1,noise.wav,lion,140,lion.bmp
0,9,noise,-1,1,left,0,noise,-1,1,noise.wav,heart,119,heart.bmp
0,10,valid,1,1,left,0,lion,140,2,lion_2.wav,lion,140,lion.bmp
0,11,noise,-1,0,right,-1,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,12,noise,-1,1,right,1,noise,-1,1,noise.wav,piano,171,piano.bmp
0,13,noise,-1,1,right,1,noise,-1,1,noise.wav,deer,71,deer.bmp
0,14,valid,1,1,right,0,heart,119,4,heart_4.wav,heart,119,heart.bmp
0,15,noise,-1,0,right,-1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,16,invalid,0,0,left,-1,tiger,233,1,tiger_1.wav,deer,71,deer.bmp
0,17,noise,-1,1,right,1,noise,-1,1,noise.wav,camel,43,camel.bmp
0,18,valid,1,0,left,-1,penguin,169,2,penguin_2.wav,penguin,169,penguin.bmp
0,19,invalid,0,1,right,0,heart,119,4,heart_4.wav,camel,43,camel.bmp
0,20,noise,-1,1,left,1,noise,-1,1,noise.wav,heart,119,heart.bmp
0,21,valid,1,0,left,-1,camel,43,4,camel_4.wav,camel,43,camel.bmp
0,22,noise,-1,0,left,-1,noise,-1,1,noise.wav,lion,140,lion.bmp
0,23,noise,-1,0,left,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,24,invalid,0,1,left,1,camel,43,4,camel_4.wav,piano,171,piano.bmp
0,25,valid,1,1,right,1,camel,43,2,camel_2.wav,camel,43,camel.bmp
0,26,invalid,0,0,left,-1,skunk,206,4,skunk_4.wav,lion,140,lion.bmp
0,27,valid,1,0,right,-1,heart,119,3,heart_3.wav,heart,119,heart.bmp
0,28,valid,1,0,right,-1,piano,171,3,piano_3.wav,piano,171,piano.bmp
0,29,invalid,0,0,right,-1,skunk,206,1,skunk_1.wav,penguin,169,penguin.bmp
0,30,valid,1,0,right,-1,tiger,233,2,tiger_2.wav,tiger,233,tiger.bmp
0,31,invalid,0,0,right,-1,elephant,84,3,elephant_3.wav,tree,241,tree.bmp
0,32,valid,1,1,left,1,piano,171,1,piano_1.wav,piano,171,piano.bmp
0,33,invalid,0,1,left,0,skunk,206,4,skunk_4.wav,tiger,233,tiger.bmp
0,34,valid,1,0,left,-1,deer,71,4,deer_4.wav,deer,71,deer.bmp
0,35,valid,1,0,right,-1,lion,140,1,lion_1.wav,lion,140,lion.bmp
0,36,noise,-1,0,right,-1,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,37,noise,-1,1,left,0,noise,-1,1,noise.wav,camel,43,camel.bmp
0,38,valid,1,1,left,1,tiger,233,2,tiger_2.wav,tiger,233,tiger.bmp
0,39,noise,-1,1,right,0,noise,-1,1,noise.wav,piano,171,piano.bmp
0,40,valid,1,1,right,0,tiger,233,1,tiger_1.wav,tiger,233,tiger.bmp
0,41,valid,1,1,right,0,tree,241,4,tree_4.wav,tree,241,tree.bmp
0,42,noise,-1,1,right,0,noise,-1,1,noise.wav,heart,119,heart.bmp
0,43,noise,-1,0,right,-1,noise,-1,1,noise.wav,piano,171,piano.bmp
0,44,valid,1,1,left,1,heart,119,2,heart_2.wav,heart,119,heart.bmp
0,45,valid,1,0,right,-1,skunk,206,1,skunk_1.wav,skunk,206,skunk.bmp
0,46,noise,-1,1,right,1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,47,noise,-1,1,right,0,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,48,noise,-1,1,left,0,noise,-1,1,noise.wav,deer,71,deer.bmp
0,49,valid,1,1,right,1,penguin,169,1,penguin_1.wav,penguin,169,penguin.bmp
0,50,valid,1,1,right,0,tree,241,4,tree_4.wav,tree,241,tree.bmp
0,51,valid,1,1,left,1,lion,140,2,lion_2.wav,lion,140,lion.bmp
0,52,noise,-1,0,right,-1,noise,-1,1,noise.wav,deer,71,deer.bmp
0,53,invalid,0,0,right,-1,penguin,169,4,penguin_4.wav,piano,171,piano.bmp
