block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,is_mask_overlap,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,valid,1,0,left,-1,strawberry,220,1,strawberry_1.wav,strawberry,220,strawberry.bmp
-1,-9,noise,-1,1,left,1,noise,-1,1,noise.wav,lion,140,lion.bmp
-1,-8,valid,1,0,left,-1,wine_glass,258,2,wine_glass_2.wav,wine_glass,258,wine_glass.bmp
-1,-7,valid,1,0,right,-1,kangaroo,126,3,kangaroo_3.wav,kangaroo,126,kangaroo.bmp
-1,-6,invalid,0,1,right,0,tomato,236,4,tomato_4.wav,tiger,233,tiger.bmp
-1,-5,noise,-1,0,left,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
-1,-4,noise,-1,0,right,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
-1,-3,noise,-1,1,left,0,noise,-1,1,noise.wav,chicken,55,chicken.bmp
-1,-2,valid,1,1,right,0,pear,166,4,pear_4.wav,pear,166,pear.bmp
-1,-1,valid,1,1,left,0,rhinoceros,186,1,rhinoceros_1.wav,rhinoceros,186,rhinoceros.bmp
0,0,noise,-1,0,left,-1,noise,-1,1,noise.wav,lion,140,lion.bmp
0,1,noise,-1,0,right,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,2,noise,-1,0,left,-1,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,3,noise,-1,1,right,0,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,4,noise,-1,0,right,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,5,invalid,0,0,left,-1,wine_glass,258,4,wine_glass_4.wav,tiger,233,tiger.bmp
0,6,valid,1,0,right,-1,chicken,55,3,chicken_3.wav,chicken,55,chicken.bmp
0,7,valid,1,1,left,1,rhinoceros,186,3,rhinoceros_3.wav,rhinoceros,186,rhinoceros.bmp
0,8,noise,-1,0,right,-1,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,9,noise,-1,1,left,0,noise,-1,1,noise.wav,lion,140,lion.bmp
0,10,valid,1,1,right,0,kangaroo,126,2,kangaroo_2.wav,kangaroo,126,kangaroo.bmp
0,11,valid,1,0,left,-1,chicken,55,1,chicken_1.wav,chicken,55,chicken.bmp
0,12,valid,1,0,right,-1,strawberry,220,2,strawberry_2.wav,strawberry,220,strawberry.bmp
0,13,valid,1,1,right,1,lion,140,2,lion_2.wav,lion,140,lion.bmp
0,14,valid,1,0,left,-1,tree,241,1,tree_1.wav,tree,241,tree.bmp
0,15,noise,-1,0,right,-1,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,16,noise,-1,0,left,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,17,valid,1,1,right,0,strawberry,220,3,strawberry_3.wav,strawberry,220,strawberry.bmp
0,18,valid,1,1,right,1,tree,241,3,tree_3.wav,tree,241,tree.bmp
0,19,noise,-1,0,left,-1,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,20,valid,1,1,right,1,chicken,55,3,chicken_3.wav,chicken,55,chicken.bmp
0,21,invalid,0,0,left,-1,tree,241,2,tree_2.wav,pear,166,pear.bmp
0,22,noise,-1,0,right,-1,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,23,noise,-1,0,right,-1,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,24,valid,1,1,right,0,tiger,233,4,tiger_4.wav,tiger,233,tiger.bmp
0,25,valid,1,1,right,0,tree,241,4,tree_4.wav,tree,241,tree.bmp
0,26,valid,1,0,right,-1,rhinoceros,186,2,rhinoceros_2.wav,rhinoceros,186,rhinoceros.bmp
0,27,invalid,0,1,left,1,chicken,55,1,chicken_1.wav,tiger,233,tiger.bmp
0,28,noise,-1,1,left,0,noise,-1,1,noise.wav,pear,166,pear.bmp
0,29,noise,-1,1,right,0,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,30,valid,1,0,right,-1,tomato,236,3,tomato_3.wav,tomato,236,tomato.bmp
0,31,valid,1,0,left,-1,kangaroo,126,2,kangaroo_2.wav,kangaroo,126,kangaroo.bmp
0,32,valid,1,0,right,-1,tomato,236,2,tomato_2.wav,tomato,236,tomato.bmp
0,33,noise,-1,1,right,1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,34,noise,-1,0,right,-1,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,35,valid,1,0,right,-1,tomato,236,4,tomato_4.wav,tomato,236,tomato.bmp
0,36,noise,-1,0,left,-1,noise,-1,1,noise.wav,tree,241,tree.bmp
0,37,noise,-1,0,right,-1,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,38,noise,-1,1,left,0,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,39,invalid,0,0,right,-1,tree,241,2,tree_2.wav,strawberry,220,strawberry.bmp
0,40,noise,-1,0,right,-1,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,41,invalid,0,1,right,0,lion,140,3,lion_3.wav,chicken,55,chicken.bmp
0,42,noise,-1,0,right,-1,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,43,valid,1,1,left,0,pear,166,1,pear_1.wav,pear,166,pear.bmp
0,44,valid,1,0,left,-1,rhinoceros,186,3,rhinoceros_3.wav,rhinoceros,186,rhinoceros.bmp
0,45,noise,-1,0,right,-1,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,46,valid,1,0,left,-1,lion,140,2,lion_2.wav,lion,140,lion.bmp
0,47,noise,-1,1,left,1,noise,-1,1,noise.wav,pear,166,pear.bmp
0,48,valid,1,0,left,-1,lion,140,1,lion_1.wav,lion,140,lion.bmp
0,49,noise,-1,1,right,1,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,50,valid,1,1,left,0,tomato,236,4,tomato_4.wav,tomato,236,tomato.bmp
0,51,valid,1,0,right,-1,pear,166,2,pear_2.wav,pear,166,pear.bmp
0,52,valid,1,0,right,-1,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
0,53,invalid,0,1,left,1,rhinoceros,186,4,rhinoceros_4.wav,strawberry,220,strawberry.bmp
0,54,valid,1,0,left,-1,tiger,233,2,tiger_2.wav,tiger,233,tiger.bmp
0,55,noise,-1,1,left,0,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,56,valid,1,1,right,1,wine_glass,258,1,wine_glass_1.wav,wine_glass,258,wine_glass.bmp
0,57,invalid,0,0,left,-1,rhinoceros,186,2,rhinoceros_2.wav,tomato,236,tomato.bmp
