block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,-1,noise,1,left,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
-1,-9,1,valid,1,left,tomato,236,1,tomato_1.wav,tomato,236,tomato.bmp
-1,-8,-1,noise,0,right,noise,-1,1,noise.wav,tree,241,tree.bmp
-1,-7,-1,noise,0,left,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
-1,-6,-1,noise,0,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
-1,-5,1,valid,1,left,bottle,32,1,bottle_1.wav,bottle,32,bottle.bmp
-1,-4,-1,noise,0,right,noise,-1,1,noise.wav,mouse,149,mouse.bmp
-1,-3,-1,noise,1,right,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
-1,-2,-1,noise,1,left,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
-1,-1,-1,noise,1,right,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,0,1,valid,0,left,mouse,149,1,mouse_1.wav,mouse,149,mouse.bmp
0,1,1,valid,0,left,tree,241,3,tree_3.wav,tree,241,tree.bmp
0,2,-1,noise,0,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,3,-1,noise,1,left,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,4,-1,noise,0,right,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,5,-1,noise,1,right,noise,-1,1,noise.wav,tree,241,tree.bmp
0,6,-1,noise,0,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,7,1,valid,1,right,grasshopper,110,1,grasshopper_1.wav,grasshopper,110,grasshopper.bmp
0,8,1,valid,0,left,pineapple,173,1,pineapple_1.wav,pineapple,173,pineapple.bmp
0,9,1,valid,1,right,wine_glass,258,2,wine_glass_2.wav,wine_glass,258,wine_glass.bmp
0,10,-1,noise,0,left,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,11,0,invalid,0,right,wine_glass,258,4,wine_glass_4.wav,tree,241,tree.bmp
0,12,-1,noise,0,right,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,13,1,valid,1,right,pineapple,173,1,pineapple_1.wav,pineapple,173,pineapple.bmp
0,14,-1,noise,1,right,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,15,0,invalid,1,right,tomato,236,3,tomato_3.wav,pineapple,173,pineapple.bmp
0,16,-1,noise,0,right,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,17,1,valid,1,left,mouse,149,4,mouse_4.wav,mouse,149,mouse.bmp
0,18,-1,noise,0,left,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,19,-1,noise,0,right,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
0,20,0,invalid,1,right,tomato,236,4,tomato_4.wav,wine_glass,258,wine_glass.bmp
