block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,-1,noise,0,right,noise,-1,1,noise.wav,alligator,3,alligator.bmp
-1,-9,0,invalid,1,right,chicken,55,4,chicken_4.wav,pear,166,pear.bmp
-1,-8,1,valid,1,right,elephant,84,4,elephant_4.wav,elephant,84,elephant.bmp
-1,-7,1,valid,1,right,mouse,149,4,mouse_4.wav,mouse,149,mouse.bmp
-1,-6,1,valid,1,left,wine_glass,258,1,wine_glass_1.wav,wine_glass,258,wine_glass.bmp
-1,-5,-1,noise,1,left,noise,-1,1,noise.wav,chicken,55,chicken.bmp
-1,-4,-1,noise,1,left,noise,-1,1,noise.wav,skunk,206,skunk.bmp
-1,-3,1,valid,0,right,dog,73,1,dog_1.wav,dog,73,dog.bmp
-1,-2,-1,noise,0,left,noise,-1,1,noise.wav,table,226,table.bmp
-1,-1,1,valid,0,right,grasshopper,110,2,grasshopper_2.wav,grasshopper,110,grasshopper.bmp
0,0,-1,noise,0,left,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,1,0,invalid,0,left,wine_glass,258,3,wine_glass_3.wav,chicken,55,chicken.bmp
0,2,1,valid,1,right,wine_glass,258,4,wine_glass_4.wav,wine_glass,258,wine_glass.bmp
0,3,-1,noise,1,right,noise,-1,1,noise.wav,dog,73,dog.bmp
0,4,1,valid,0,left,table,226,4,table_4.wav,table,226,table.bmp
0,5,-1,noise,0,right,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,6,-1,noise,1,left,noise,-1,1,noise.wav,table,226,table.bmp
0,7,0,invalid,0,left,table,226,2,table_2.wav,mouse,149,mouse.bmp
0,8,1,valid,0,left,pear,166,4,pear_4.wav,pear,166,pear.bmp
0,9,0,invalid,1,left,mouse,149,4,mouse_4.wav,elephant,84,elephant.bmp
0,10,1,valid,1,left,table,226,3,table_3.wav,table,226,table.bmp
