block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,-1,noise,0,left,noise,-1,1,noise.wav,alligator,3,alligator.bmp
-1,-9,0,invalid,0,left,alligator,3,3,alligator_3.wav,rhinoceros,186,rhinoceros.bmp
-1,-8,-1,noise,1,right,noise,-1,1,noise.wav,raccoon,183,raccoon.bmp
-1,-7,1,valid,1,right,strawberry,220,4,strawberry_4.wav,strawberry,220,strawberry.bmp
-1,-6,1,valid,0,left,elephant,84,4,elephant_4.wav,elephant,84,elephant.bmp
-1,-5,1,valid,1,right,table,226,2,table_2.wav,table,226,table.bmp
-1,-4,-1,noise,1,right,noise,-1,1,noise.wav,rabbit,182,rabbit.bmp
-1,-3,-1,noise,0,left,noise,-1,1,noise.wav,pear,166,pear.bmp
-1,-2,-1,noise,1,left,noise,-1,1,noise.wav,mouse,149,mouse.bmp
-1,-1,-1,noise,0,right,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,0,1,valid,0,right,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
0,1,0,invalid,0,left,pear,166,3,pear_3.wav,strawberry,220,strawberry.bmp
0,2,1,valid,0,right,pear,166,1,pear_1.wav,pear,166,pear.bmp
0,3,-1,noise,0,left,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,4,1,valid,1,right,raccoon,183,1,raccoon_1.wav,raccoon,183,raccoon.bmp
0,5,-1,noise,0,right,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,6,1,valid,1,left,mouse,149,3,mouse_3.wav,mouse,149,mouse.bmp
0,7,1,valid,0,right,table,226,1,table_1.wav,table,226,table.bmp
0,8,1,valid,1,left,strawberry,220,1,strawberry_1.wav,strawberry,220,strawberry.bmp
0,9,1,valid,0,right,rabbit,182,2,rabbit_2.wav,rabbit,182,rabbit.bmp
0,10,-1,noise,0,right,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
0,11,1,valid,0,right,mouse,149,3,mouse_3.wav,mouse,149,mouse.bmp
0,12,1,valid,1,right,elephant,84,4,elephant_4.wav,elephant,84,elephant.bmp
0,13,1,valid,0,left,table,226,4,table_4.wav,table,226,table.bmp
0,14,-1,noise,0,right,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,15,1,valid,0,left,rhinoceros,186,2,rhinoceros_2.wav,rhinoceros,186,rhinoceros.bmp
0,16,-1,noise,1,left,noise,-1,1,noise.wav,pear,166,pear.bmp
0,17,1,valid,0,left,saltshaker,194,2,saltshaker_2.wav,saltshaker,194,saltshaker.bmp
