block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,mask_type,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,noise,-1,0,left,nomask,noise,-1,1,noise.wav,table,226,table.bmp
-1,-9,valid,1,1,left,auditory,zebra,260,4,zebra_4.wav,zebra,260,zebra.bmp
-1,-8,valid,1,0,left,nomask,kangaroo,126,3,kangaroo_3.wav,kangaroo,126,kangaroo.bmp
-1,-7,valid,1,0,right,nomask,bottle,32,1,bottle_1.wav,bottle,32,bottle.bmp
-1,-6,noise,-1,1,right,auditory,noise,-1,1,noise.wav,apple,6,apple.bmp
-1,-5,valid,1,1,right,visual,lion,140,3,lion_3.wav,lion,140,lion.bmp
-1,-4,noise,-1,1,right,auditory,noise,-1,1,noise.wav,tomato,236,tomato.bmp
-1,-3,valid,1,0,left,nomask,elephant,84,4,elephant_4.wav,elephant,84,elephant.bmp
-1,-2,valid,1,1,right,visual,pear,166,2,pear_2.wav,pear,166,pear.bmp
-1,-1,valid,1,1,right,auditory,pineapple,173,2,pineapple_2.wav,pineapple,173,pineapple.bmp
0,0,valid,1,1,right,visual,pineapple,173,1,pineapple_1.wav,pineapple,173,pineapple.bmp
0,1,valid,1,1,left,visual,elephant,84,4,elephant_4.wav,elephant,84,elephant.bmp
0,2,invalid,0,1,right,visual,pear,166,2,pear_2.wav,tomato,236,tomato.bmp
0,3,noise,-1,1,right,visual,noise,-1,1,noise.wav,table,226,table.bmp
0,4,noise,-1,1,right,visual,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,5,noise,-1,0,right,nomask,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,6,valid,1,0,left,nomask,tomato,236,3,tomato_3.wav,tomato,236,tomato.bmp
0,7,valid,1,0,left,nomask,bottle,32,3,bottle_3.wav,bottle,32,bottle.bmp
0,8,noise,-1,0,left,nomask,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,9,noise,-1,1,left,visual,noise,-1,1,noise.wav,lion,140,lion.bmp
0,10,invalid,0,1,left,visual,pineapple,173,1,pineapple_1.wav,apple,6,apple.bmp
0,11,noise,-1,0,right,nomask,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,12,valid,1,0,right,nomask,pear,166,3,pear_3.wav,pear,166,pear.bmp
0,13,invalid,0,1,left,visual,apple,6,4,apple_4.wav,kangaroo,126,kangaroo.bmp
0,14,valid,1,0,left,nomask,lion,140,3,lion_3.wav,lion,140,lion.bmp
0,15,valid,1,0,left,nomask,kangaroo,126,3,kangaroo_3.wav,kangaroo,126,kangaroo.bmp
0,16,invalid,0,0,left,nomask,pear,166,2,pear_2.wav,elephant,84,elephant.bmp
0,17,noise,-1,0,right,nomask,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,18,noise,-1,0,right,nomask,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,19,noise,-1,0,right,nomask,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
0,20,noise,-1,0,right,nomask,noise,-1,1,noise.wav,lion,140,lion.bmp
0,21,noise,-1,0,left,nomask,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,22,valid,1,1,left,visual,kangaroo,126,4,kangaroo_4.wav,kangaroo,126,kangaroo.bmp
0,23,valid,1,0,right,nomask,tomato,236,1,tomato_1.wav,tomato,236,tomato.bmp
0,24,noise,-1,1,left,visual,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,25,noise,-1,0,left,nomask,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,26,valid,1,1,right,visual,bottle,32,1,bottle_1.wav,bottle,32,bottle.bmp
0,27,valid,1,1,right,visual,tomato,236,3,tomato_3.wav,tomato,236,tomato.bmp
0,28,invalid,0,1,right,visual,zebra,260,2,zebra_2.wav,table,226,table.bmp
0,29,noise,-1,1,right,visual,noise,-1,1,noise.wav,pear,166,pear.bmp
0,30,valid,1,0,right,nomask,table,226,2,table_2.wav,table,226,table.bmp
0,31,valid,1,0,left,nomask,zebra,260,4,zebra_4.wav,zebra,260,zebra.bmp
0,32,noise,-1,1,left,visual,noise,-1,1,noise.wav,lion,140,lion.bmp
0,33,valid,1,0,right,nomask,pineapple,173,2,pineapple_2.wav,pineapple,173,pineapple.bmp
0,34,noise,-1,0,left,nomask,noise,-1,1,noise.wav,pear,166,pear.bmp
0,35,valid,1,0,right,nomask,apple,6,2,apple_2.wav,apple,6,apple.bmp
0,36,invalid,0,1,right,visual,table,226,4,table_4.wav,lion,140,lion.bmp
0,37,invalid,0,0,right,nomask,tomato,236,2,tomato_2.wav,pear,166,pear.bmp
0,38,valid,1,1,left,visual,zebra,260,1,zebra_1.wav,zebra,260,zebra.bmp
0,39,invalid,0,1,left,visual,elephant,84,3,elephant_3.wav,bottle,32,bottle.bmp
0,40,noise,-1,0,left,nomask,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
0,41,noise,-1,0,right,nomask,noise,-1,1,noise.wav,lion,140,lion.bmp
0,42,valid,1,1,right,visual,zebra,260,4,zebra_4.wav,zebra,260,zebra.bmp
0,43,noise,-1,1,left,visual,noise,-1,1,noise.wav,table,226,table.bmp
0,44,valid,1,1,left,visual,tomato,236,1,tomato_1.wav,tomato,236,tomato.bmp
0,45,valid,1,0,right,nomask,bottle,32,1,bottle_1.wav,bottle,32,bottle.bmp
0,46,invalid,0,1,right,visual,lion,140,4,lion_4.wav,elephant,84,elephant.bmp
0,47,noise,-1,1,left,visual,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,48,valid,1,0,left,nomask,elephant,84,4,elephant_4.wav,elephant,84,elephant.bmp
0,49,noise,-1,1,left,visual,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,50,valid,1,1,right,visual,elephant,84,2,elephant_2.wav,elephant,84,elephant.bmp
0,51,noise,-1,0,right,nomask,noise,-1,1,noise.wav,pear,166,pear.bmp
0,52,valid,1,1,right,visual,table,226,3,table_3.wav,table,226,table.bmp
0,53,noise,-1,1,left,visual,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,54,valid,1,1,left,visual,lion,140,2,lion_2.wav,lion,140,lion.bmp
0,55,valid,1,1,right,visual,bottle,32,2,bottle_2.wav,bottle,32,bottle.bmp
0,56,valid,1,1,left,visual,kangaroo,126,3,kangaroo_3.wav,kangaroo,126,kangaroo.bmp
0,57,valid,1,1,left,visual,tomato,236,4,tomato_4.wav,tomato,236,tomato.bmp
0,58,noise,-1,1,right,visual,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,59,invalid,0,0,left,nomask,pear,166,1,pear_1.wav,table,226,table.bmp
0,60,noise,-1,0,right,nomask,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,61,valid,1,0,right,nomask,pear,166,3,pear_3.wav,pear,166,pear.bmp
0,62,invalid,0,0,right,nomask,lion,140,1,lion_1.wav,apple,6,apple.bmp
0,63,valid,1,1,left,visual,pear,166,4,pear_4.wav,pear,166,pear.bmp
0,64,noise,-1,0,right,nomask,noise,-1,1,noise.wav,table,226,table.bmp
0,65,noise,-1,0,left,nomask,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,66,noise,-1,1,left,visual,noise,-1,1,noise.wav,table,226,table.bmp
0,67,valid,1,1,right,visual,apple,6,3,apple_3.wav,apple,6,apple.bmp
0,68,valid,1,0,left,nomask,elephant,84,2,elephant_2.wav,elephant,84,elephant.bmp
0,69,noise,-1,1,right,visual,noise,-1,1,noise.wav,lion,140,lion.bmp
0,70,invalid,0,0,right,nomask,pineapple,173,4,pineapple_4.wav,elephant,84,elephant.bmp
0,71,valid,1,1,right,visual,pear,166,2,pear_2.wav,pear,166,pear.bmp
0,72,noise,-1,0,right,nomask,noise,-1,1,noise.wav,table,226,table.bmp
0,73,noise,-1,0,left,nomask,noise,-1,1,noise.wav,lion,140,lion.bmp
0,74,invalid,0,0,right,nomask,tomato,236,2,tomato_2.wav,zebra,260,zebra.bmp
0,75,noise,-1,1,right,visual,noise,-1,1,noise.wav,elephant,84,elephant.bmp
0,76,noise,-1,0,left,nomask,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,77,valid,1,1,right,visual,lion,140,3,lion_3.wav,lion,140,lion.bmp
0,78,noise,-1,0,left,nomask,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,79,noise,-1,1,right,visual,noise,-1,1,noise.wav,elephant,84,elephant.bmp
1,80,invalid,0,0,left,nomask,kangaroo,126,3,kangaroo_3.wav,apple,6,apple.bmp
1,81,noise,-1,0,right,nomask,noise,-1,1,noise.wav,zebra,260,zebra.bmp
1,82,invalid,0,1,left,auditory,elephant,84,2,elephant_2.wav,tomato,236,tomato.bmp
1,83,noise,-1,1,left,auditory,noise,-1,1,noise.wav,elephant,84,elephant.bmp
1,84,noise,-1,1,left,auditory,noise,-1,1,noise.wav,lion,140,lion.bmp
1,85,valid,1,1,right,auditory,table,226,2,table_2.wav,table,226,table.bmp
1,86,noise,-1,1,right,auditory,noise,-1,1,noise.wav,pear,166,pear.bmp
1,87,noise,-1,1,left,auditory,noise,-1,1,noise.wav,bottle,32,bottle.bmp
1,88,valid,1,0,right,nomask,apple,6,1,apple_1.wav,apple,6,apple.bmp
1,89,noise,-1,1,left,auditory,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
1,90,noise,-1,1,left,auditory,noise,-1,1,noise.wav,pineapple,173,pineapple.bmp
1,91,valid,1,1,left,auditory,bottle,32,3,bottle_3.wav,bottle,32,bottle.bmp
1,92,noise,-1,0,left,nomask,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
1,93,valid,1,0,left,nomask,tomato,236,4,tomato_4.wav,tomato,236,tomato.bmp
1,94,valid,1,1,right,auditory,elephant,84,3,elephant_3.wav,elephant,84,elephant.bmp
1,95,noise,-1,0,right,nomask,noise,-1,1,noise.wav,apple,6,apple.bmp
1,96,noise,-1,0,left,nomask,noise,-1,1,noise.wav,zebra,260,zebra.bmp
1,97,valid,1,0,right,nomask,elephant,84,1,elephant_1.wav,elephant,84,elephant.bmp
1,98,noise,-1,0,right,nomask,noise,-1,1,noise.wav,table,226,table.bmp
1,99,valid,1,1,right,auditory,zebra,260,1,zebra_1.wav,zebra,260,zebra.bmp
1,100,noise,-1,1,right,auditory,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
1,101,valid,1,1,right,auditory,table,226,1,table_1.wav,table,226,table.bmp
1,102,valid,1,0,right,nomask,bottle,32,2,bottle_2.wav,bottle,32,bottle.bmp
1,103,noise,-1,1,left,auditory,noise,-1,1,noise.wav,elephant,84,elephant.bmp
1,104,valid,1,0,left,nomask,apple,6,4,apple_4.wav,apple,6,apple.bmp
1,105,valid,1,1,left,auditory,bottle,32,4,bottle_4.wav,bottle,32,bottle.bmp
1,106,noise,-1,1,left,auditory,noise,-1,1,noise.wav,zebra,260,zebra.bmp
1,107,noise,-1,0,left,nomask,noise,-1,1,noise.wav,pear,166,pear.bmp
1,108,noise,-1,1,right,auditory,noise,-1,1,noise.wav,kangaroo,126,kangaroo.bmp
1,109,invalid,0,0,left,nomask,table,226,1,table_1.wav,pear,166,pear.bmp
1,110,noise,-1,0,left,nomask,noise,-1,1,noise.wav,lion,140,lion.bmp
1,111,noise,-1,0,right,nomask,noise,-1,1,noise.wav,tomato,236,tomato.bmp
1,112,valid,1,1,left,auditory,kangaroo,126,1,kangaroo_1.wav,kangaroo,126,kangaroo.bmp
1,113,valid,1,1,left,auditory,elephant,84,1,elephant_1.wav,elephant,84,elephant.bmp
1,114,invalid,0,0,left,nomask,tomato,236,3,tomato_3.wav,kangaroo,126,kangaroo.bmp
1,115,invalid,0,0,right,nomask,tomato,236,3,tomato_3.wav,lion,140,lion.bmp
1,116,noise,-1,1,left,auditory,noise,-1,1,noise.wav,bottle,32,bottle.bmp
1,117,valid,1,1,right,auditory,elephant,84,3,elephant_3.wav,elephant,84,elephant.bmp
1,118,noise,-1,1,right,auditory,noise,-1,1,noise.wav,table,226,table.bmp
