block_ix,trial_ix,cue_type,is_cue_valid,is_cue_masked,up_pic,mask_type,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,invalid,0,1,left,visual,table,226,3,table_3.wav,giraffe,103,giraffe.bmp
-1,-9,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
-1,-8,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,table,226,table.bmp
-1,-7,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,mouse,149,mouse.bmp
-1,-6,valid,1,1,left,visual,lion,140,1,lion_1.wav,lion,140,lion.bmp
-1,-5,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,snowman,210,snowman.bmp
-1,-4,valid,1,1,left,visual,bottle,32,2,bottle_2.wav,bottle,32,bottle.bmp
-1,-3,invalid,0,1,right,visual,rhinoceros,186,1,rhinoceros_1.wav,leopard,136,leopard.bmp
-1,-2,invalid,0,1,left,auditory,lion,140,2,lion_2.wav,dog,73,dog.bmp
-1,-1,invalid,0,0,left,nomask,snowman,210,1,snowman_1.wav,skunk,206,skunk.bmp
0,0,nocue,-1,1,left,visual,noise,-1,1,noise.wav,table,226,table.bmp
0,1,valid,1,0,left,nomask,snowman,210,2,snowman_2.wav,snowman,210,snowman.bmp
0,2,valid,1,1,left,auditory,giraffe,103,1,giraffe_1.wav,giraffe,103,giraffe.bmp
0,3,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,lion,140,lion.bmp
0,4,invalid,0,1,left,visual,leopard,136,4,leopard_4.wav,skunk,206,skunk.bmp
0,5,invalid,0,1,right,auditory,dog,73,1,dog_1.wav,table,226,table.bmp
0,6,valid,1,0,left,nomask,snowman,210,3,snowman_3.wav,snowman,210,snowman.bmp
0,7,valid,1,1,left,visual,skunk,206,3,skunk_3.wav,skunk,206,skunk.bmp
0,8,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,mouse,149,mouse.bmp
0,9,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,dog,73,dog.bmp
0,10,valid,1,0,left,nomask,lion,140,3,lion_3.wav,lion,140,lion.bmp
0,11,valid,1,1,left,auditory,lion,140,2,lion_2.wav,lion,140,lion.bmp
0,12,nocue,-1,1,left,auditory,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,13,nocue,-1,1,right,visual,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,14,valid,1,0,right,nomask,lion,140,1,lion_1.wav,lion,140,lion.bmp
0,15,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,16,nocue,-1,1,left,visual,noise,-1,1,noise.wav,lion,140,lion.bmp
0,17,invalid,0,0,left,nomask,mouse,149,2,mouse_2.wav,bottle,32,bottle.bmp
0,18,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,19,valid,1,0,right,nomask,dog,73,1,dog_1.wav,dog,73,dog.bmp
0,20,nocue,-1,1,left,auditory,noise,-1,1,noise.wav,giraffe,103,giraffe.bmp
0,21,valid,1,0,left,nomask,dog,73,4,dog_4.wav,dog,73,dog.bmp
0,22,valid,1,0,right,nomask,mouse,149,4,mouse_4.wav,mouse,149,mouse.bmp
0,23,valid,1,1,right,visual,rhinoceros,186,2,rhinoceros_2.wav,rhinoceros,186,rhinoceros.bmp
0,24,nocue,-1,1,right,auditory,noise,-1,1,noise.wav,leopard,136,leopard.bmp
0,25,nocue,-1,0,left,nomask,noise,-1,1,noise.wav,lion,140,lion.bmp
0,26,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,mouse,149,mouse.bmp
0,27,nocue,-1,0,right,nomask,noise,-1,1,noise.wav,table,226,table.bmp
0,28,nocue,-1,1,left,visual,noise,-1,1,noise.wav,rhinoceros,186,rhinoceros.bmp
