subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,1,piano,,mask,word,piano,pear,right,right,839.57037644,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,2,alligator,,nomask,word,alligator,table,left,left,648.991559283,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,3,donkey,,nomask,word,donkey,zebra,left,left,430.727594532,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,4,tiger,valid,mask,pic,tiger,,right,right,501.410312718,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,5,elephant,invalid,mask,pic,swan,,left,left,1076.42095559,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,6,lion,valid,nomask,pic,lion,,right,right,511.205039569,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,7,alligator,,nomask,word,alligator,table,left,left,436.765755527,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,8,heart,valid,nomask,pic,heart,,right,right,414.786196547,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,9,chair,valid,mask,pic,chair,,right,right,385.547016282,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,10,bottle,,mask,word,bottle,rhinoceros,left,left,415.006417898,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,11,zebra,valid,nomask,pic,zebra,,right,right,336.091967998,1
MOW215,215,2015_Nov_20_1233,LL-George,-1,practice,12,leopard,valid,mask,pic,leopard,,right,right,387.838534196,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,14,snowman,valid,nomask,pic,snowman,,left,left,378.391424078,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,15,grasshopper,valid,mask,pic,grasshopper,,left,right,416.171221994,0
MOW215,215,2015_Nov_20_1233,LL-George,0,test,16,table,,nomask,word,table,rabbit,left,left,441.723615862,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,17,swan,,mask,word,swan,skunk,left,left,402.313604136,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,18,table,,nomask,word,table,bee,left,left,378.152637742,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,19,mouse,valid,nomask,pic,mouse,,left,left,445.140567143,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,20,pineapple,valid,mask,pic,pineapple,,left,left,319.896099041,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,21,table,,nomask,word,table,wine_glass,right,right,426.238024724,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,22,apple,,mask,word,apple,heart,left,left,427.786295651,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,23,chair,,mask,word,chair,tiger,right,right,464.015261852,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,24,skunk,valid,mask,pic,skunk,,left,left,476.920614601,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,25,pear,valid,mask,pic,pear,,right,left,417.718212819,0
MOW215,215,2015_Nov_20_1233,LL-George,0,test,26,table,valid,mask,pic,table,,left,left,481.53886036,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,27,tomato,valid,nomask,pic,tomato,,left,left,483.275343897,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,28,lion,valid,mask,pic,lion,,left,left,491.067273193,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,29,rabbit,valid,mask,pic,rabbit,,left,left,450.773495366,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,30,leopard,valid,mask,pic,leopard,,right,right,455.938453204,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,31,alligator,invalid,mask,pic,piano,,right,right,780.294353957,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,32,heart,valid,mask,pic,heart,,right,right,502.086340915,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,33,pineapple,invalid,mask,pic,snowman,,left,left,475.451725768,1
MOW215,215,2015_Nov_20_1233,LL-George,0,test,34,mouse,valid,nomask,pic,mouse,,left,left,452.389945392,1
