subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,1,gorilla,,mask,word,gorilla,leopard,right,right,946.543837897,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,2,raccoon,valid,mask,pic,raccoon,,left,left,722.424482927,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,3,donkey,,nomask,word,donkey,rhinoceros,right,right,671.012089821,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,4,piano,,nomask,word,piano,saltshaker,left,left,867.767986609,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,5,chicken,valid,nomask,pic,chicken,,left,left,839.104326675,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,6,rabbit,valid,nomask,pic,rabbit,,right,right,728.358935099,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,7,pig,valid,nomask,pic,pig,,right,right,873.27447976,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,8,alligator,valid,mask,pic,alligator,,right,right,1100.93305958,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,9,wine_glass,valid,mask,pic,wine_glass,,left,left,1017.77422847,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,10,giraffe,valid,mask,pic,giraffe,,right,right,852.407230297,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,11,bottle,valid,nomask,pic,bottle,,left,left,1177.47276858,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,-1,practice,12,saltshaker,,nomask,word,saltshaker,snowman,right,right,688.816086389,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,14,raccoon,valid,mask,pic,raccoon,,left,left,585.417700233,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,15,raccoon,invalid,nomask,pic,bottle,,left,left,1212.2482101,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,16,rabbit,valid,mask,pic,rabbit,,left,left,565.978368511,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,17,bottle,valid,mask,pic,bottle,,left,left,568.715130212,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,18,apple,valid,mask,pic,apple,,right,right,671.461174963,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,19,strawberry,,mask,word,strawberry,alligator,right,right,670.44329131,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,20,lion,valid,nomask,pic,lion,,right,right,737.978893332,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,21,deer,valid,nomask,pic,deer,,right,right,588.781196624,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,22,table,,mask,word,table,donkey,right,right,487.336954568,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,23,zebra,valid,nomask,pic,zebra,,left,left,744.306094944,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,24,lion,valid,mask,pic,lion,,left,left,620.083991205,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,25,bee,valid,mask,pic,bee,,left,left,1306.81949854,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,26,gorilla,,nomask,word,gorilla,mouse,left,left,581.393860048,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,27,piano,,mask,word,piano,strawberry,right,right,506.779807387,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,28,apple,,nomask,word,apple,piano,right,right,546.946509974,1
MOW210,210,2015_Nov_20_1111,LL-ELAINE,0,test,29,pig,valid,nomask,pic,pig,,left,right,427.903448464,0
