subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,1,skunk,valid,mask,pic,skunk,,left,timeout,1500.0,0
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,2,camel,valid,nomask,pic,camel,,left,left,983.345443383,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,3,snowman,invalid,nomask,pic,alligator,,right,right,1040.05339066,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,4,zebra,valid,nomask,pic,zebra,,right,right,848.351701163,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,5,tomato,,mask,word,tomato,pear,left,left,825.495417928,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,6,heart,,nomask,word,heart,piano,left,left,921.425804961,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,7,rhinoceros,,nomask,word,rhinoceros,piano,right,right,1170.96471647,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,8,giraffe,valid,nomask,pic,giraffe,,left,left,708.412902197,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,9,tomato,valid,mask,pic,tomato,,right,right,822.929583723,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,10,skunk,valid,mask,pic,skunk,,left,left,881.454676855,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,11,heart,,nomask,word,heart,piano,left,left,696.914981119,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,-1,practice,12,leopard,,mask,word,leopard,kangaroo,left,timeout,1500.0,0
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,14,penguin,valid,mask,pic,penguin,,right,right,904.826943763,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,15,lion,invalid,mask,pic,chicken,,left,left,1158.97545894,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,16,snowman,,nomask,word,snowman,donkey,left,left,1583.44307053,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,17,pig,,mask,word,pig,tomato,right,right,820.252678357,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,18,strawberry,valid,mask,pic,strawberry,,left,left,614.119130885,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,19,grasshopper,valid,nomask,pic,grasshopper,,left,left,1166.00045445,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,20,donkey,valid,nomask,pic,donkey,,left,left,719.750138465,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,21,table,valid,nomask,pic,table,,right,right,654.409707757,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,22,penguin,valid,nomask,pic,penguin,,left,left,686.313949758,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,23,tomato,,nomask,word,tomato,pig,right,right,693.871573778,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,24,deer,valid,mask,pic,deer,,left,left,617.847208632,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,25,kangaroo,,nomask,word,kangaroo,rabbit,right,right,642.221674556,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,26,mouse,invalid,mask,pic,rabbit,,left,left,659.382291837,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,27,mouse,invalid,nomask,pic,swan,,left,left,1054.77556959,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,28,heart,valid,nomask,pic,heart,,left,left,728.95814199,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,29,bee,invalid,nomask,pic,tree,,left,left,715.674443636,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,30,tomato,,nomask,word,tomato,alligator,right,right,742.202469148,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,31,gorilla,invalid,nomask,pic,dog,,right,right,732.206726214,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,32,pineapple,invalid,nomask,pic,tiger,,right,right,667.037863284,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,33,table,valid,mask,pic,table,,right,right,587.772915838,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,34,apple,valid,mask,pic,apple,,left,left,972.539234906,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,35,elephant,valid,nomask,pic,elephant,,right,right,623.282321962,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,36,chair,valid,nomask,pic,chair,,left,left,579.054968897,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,37,tomato,invalid,nomask,pic,tree,,right,right,629.852470942,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,38,apple,,nomask,word,apple,chair,left,left,1142.36667496,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,39,tree,,mask,word,tree,skunk,right,right,662.12673625,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,40,swan,valid,nomask,pic,swan,,right,right,958.140346222,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,41,heart,valid,nomask,pic,heart,,right,right,581.43067034,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,42,pineapple,,mask,word,pineapple,dog,right,right,622.43824685,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,43,heart,valid,mask,pic,heart,,right,right,655.403584475,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,44,bee,valid,mask,pic,bee,,left,left,722.198820207,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,45,bottle,,nomask,word,bottle,dog,right,right,622.60149233,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,46,piano,valid,mask,pic,piano,,right,right,663.692611968,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,47,mouse,valid,nomask,pic,mouse,,left,left,754.485248821,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,48,lion,valid,mask,pic,lion,,left,left,621.250075987,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,49,heart,invalid,nomask,pic,camel,,left,left,1015.05475119,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,50,saltshaker,invalid,mask,pic,bottle,,left,left,760.783002013,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,51,tree,,mask,word,tree,pig,right,right,649.297564523,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,52,pear,valid,mask,pic,pear,,right,right,1068.27660813,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,53,rabbit,invalid,mask,pic,pig,,left,left,685.110734776,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,54,heart,invalid,nomask,pic,dog,,left,left,733.87246998,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,55,alligator,,nomask,word,alligator,kangaroo,right,right,658.271582797,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,56,camel,,nomask,word,camel,swan,right,right,532.123503275,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,57,elephant,invalid,mask,pic,mouse,,left,left,626.18585024,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,58,swan,valid,mask,pic,swan,,left,left,907.916123979,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,59,pear,invalid,mask,pic,table,,left,left,639.793158276,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,60,lion,valid,nomask,pic,lion,,right,right,773.423961131,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,61,heart,valid,nomask,pic,heart,,left,left,614.228921244,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,62,alligator,invalid,mask,pic,tiger,,right,right,562.998338602,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,63,gorilla,invalid,mask,pic,strawberry,,right,right,692.764385603,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,64,mouse,valid,nomask,pic,mouse,,left,left,1077.48813275,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,65,tiger,invalid,nomask,pic,snowman,,left,left,730.246180436,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,66,dog,valid,mask,pic,dog,,left,left,727.060333593,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,67,tomato,valid,nomask,pic,tomato,,right,right,662.851738045,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,68,wine_glass,valid,mask,pic,wine_glass,,left,left,590.55641084,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,69,raccoon,valid,mask,pic,raccoon,,left,left,921.242393786,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,70,elephant,,mask,word,elephant,pineapple,right,right,974.845797056,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,71,strawberry,,nomask,word,strawberry,chair,left,left,938.99357575,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,72,pig,invalid,mask,pic,piano,,right,right,726.66054219,1
MOW207,207,2015_Nov_19_1505,LL-ELAINE,0,test,73,saltshaker,,nomask,word,saltshaker,lion,left,left,880.167598836,1
