subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,1,raccoon,valid,nomask,pic,raccoon,,left,left,454.864667612,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,2,rabbit,valid,mask,pic,rabbit,,left,left,416.13201634,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,3,leopard,valid,nomask,pic,leopard,,right,right,454.927724553,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,4,raccoon,,nomask,word,raccoon,rhinoceros,left,left,609.134615399,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,5,pineapple,valid,mask,pic,pineapple,,left,right,366.336871404,0
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,6,alligator,,mask,word,alligator,penguin,left,left,475.818139967,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,7,apple,,mask,word,apple,pig,right,right,666.31830635,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,8,tree,valid,mask,pic,tree,,right,right,541.734738275,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,9,mouse,valid,nomask,pic,mouse,,right,right,698.483752436,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,10,bee,valid,mask,pic,bee,,left,left,461.245582788,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,11,camel,valid,mask,pic,camel,,left,left,510.629417258,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,-1,practice,12,table,invalid,nomask,pic,tree,,right,right,545.832479722,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,14,deer,invalid,mask,pic,grasshopper,,left,left,502.160260687,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,15,saltshaker,invalid,mask,pic,bee,,right,right,489.356499049,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,16,penguin,valid,nomask,pic,penguin,,left,left,438.827076694,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,17,apple,valid,mask,pic,apple,,right,right,364.650658099,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,18,mouse,valid,mask,pic,mouse,,left,left,381.422846462,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,19,giraffe,valid,nomask,pic,giraffe,,right,right,348.137419322,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,20,tree,,nomask,word,tree,lion,right,right,529.729591333,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,21,rabbit,invalid,nomask,pic,piano,,left,right,556.721166591,0
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,22,bee,valid,nomask,pic,bee,,right,right,7399.35086551,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,23,pineapple,valid,mask,pic,pineapple,,left,left,627.461461583,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,24,bee,valid,nomask,pic,bee,,right,right,386.738515343,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,25,bottle,valid,mask,pic,bottle,,right,right,376.389493467,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,26,chicken,valid,nomask,pic,chicken,,right,right,355.265095248,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,27,pear,invalid,mask,pic,giraffe,,right,right,488.000934711,1
MOW217,217,2015_Nov_20_1239,LL-Jerry,0,test,28,gorilla,,mask,word,gorilla,rhinoceros,right,right,550.545746693,1
