subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,1,apple,valid,nomask,pic,apple,,right,right,677.557807532,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,2,gorilla,,nomask,word,gorilla,grasshopper,right,right,465.515850578,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,3,strawberry,valid,nomask,pic,strawberry,,left,left,637.497759424,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,4,chair,invalid,mask,pic,snowman,,left,left,1193.27147142,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,5,wine_glass,valid,nomask,pic,wine_glass,,right,right,767.010012292,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,6,snowman,valid,mask,pic,snowman,,right,right,517.483419622,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,7,elephant,,nomask,word,elephant,penguin,right,right,498.204957461,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,8,tree,,mask,word,tree,heart,left,left,534.391964553,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,9,snowman,valid,mask,pic,snowman,,right,right,506.09635876,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,10,table,invalid,mask,pic,tomato,,left,left,571.833068738,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,11,swan,invalid,nomask,pic,penguin,,right,right,780.589982634,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,-1,practice,12,heart,invalid,mask,pic,apple,,right,right,581.375793787,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,14,rabbit,invalid,nomask,pic,penguin,,left,left,615.747272852,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,15,kangaroo,valid,nomask,pic,kangaroo,,right,right,520.485506509,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,16,rabbit,,nomask,word,rabbit,pig,left,left,794.423140935,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,17,penguin,valid,nomask,pic,penguin,,left,left,613.024621038,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,18,leopard,invalid,mask,pic,alligator,,left,left,519.764672732,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,19,swan,valid,nomask,pic,swan,,right,right,553.50334174,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,20,tiger,valid,mask,pic,tiger,,right,right,613.242279505,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,21,swan,valid,mask,pic,swan,,right,right,586.634807521,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,22,rabbit,invalid,nomask,pic,apple,,left,right,698.774390621,0
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,23,deer,invalid,nomask,pic,chicken,,left,left,679.61372016,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,24,chair,valid,nomask,pic,chair,,right,right,755.339355208,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,25,deer,valid,mask,pic,deer,,right,right,775.095385616,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,26,chair,,nomask,word,chair,saltshaker,left,left,683.612875175,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,27,tree,valid,mask,pic,tree,,left,left,771.631414536,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,28,table,invalid,nomask,pic,lion,,right,right,598.391887848,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,29,leopard,,nomask,word,leopard,mouse,left,left,604.887393769,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,30,snowman,,mask,word,snowman,skunk,left,left,902.623745147,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,31,wine_glass,valid,mask,pic,wine_glass,,right,right,860.660145525,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,32,apple,valid,mask,pic,apple,,right,right,906.504788436,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,33,penguin,,nomask,word,penguin,bee,right,right,635.533071356,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,34,table,,nomask,word,table,kangaroo,right,right,544.370966963,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,35,camel,valid,mask,pic,camel,,right,right,650.791572756,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,36,rhinoceros,valid,mask,pic,rhinoceros,,right,right,855.517963297,1
MOW204,204,2015_Nov_19_1426,LL-Jerry,0,test,37,swan,,nomask,word,swan,gorilla,right,right,524.007413303,1
