subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,1,rabbit,valid,nomask,pic,rabbit,,left,timeout,1500.0,0
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,2,pineapple,valid,mask,pic,pineapple,,left,right,729.359345511,0
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,3,lion,invalid,mask,pic,pear,,right,left,969.106797129,0
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,4,raccoon,,mask,word,raccoon,strawberry,right,right,787.402333692,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,5,chair,valid,nomask,pic,chair,,left,left,614.809148014,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,6,chicken,invalid,nomask,pic,tomato,,left,left,824.080150109,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,7,alligator,,nomask,word,alligator,rabbit,right,right,698.921626899,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,8,apple,valid,mask,pic,apple,,left,left,645.908487029,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,9,tiger,invalid,nomask,pic,saltshaker,,right,right,825.702031143,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,10,bee,invalid,nomask,pic,heart,,right,right,1083.49855151,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,11,pig,valid,mask,pic,pig,,left,right,926.544500049,0
MOW208,208,2015_Nov_20_1110,LL-Kramer,-1,practice,12,penguin,valid,nomask,pic,penguin,,left,left,411.032121163,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,14,penguin,invalid,nomask,pic,mouse,,right,right,947.221164126,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,15,mouse,invalid,mask,pic,giraffe,,left,left,796.008194331,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,16,bottle,valid,nomask,pic,bottle,,left,left,612.771473825,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,17,wine_glass,valid,nomask,pic,wine_glass,,left,left,646.512811538,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,18,camel,,mask,word,camel,tiger,right,right,519.9443046,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,19,heart,valid,mask,pic,heart,,right,right,713.995166589,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,20,penguin,,nomask,word,penguin,rhinoceros,left,left,795.513659716,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,21,apple,valid,nomask,pic,apple,,left,left,737.571819685,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,22,penguin,,mask,word,penguin,swan,left,left,611.090056598,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,23,table,valid,nomask,pic,table,,left,left,661.136308685,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,24,camel,valid,nomask,pic,camel,,left,left,593.928908929,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,25,piano,valid,nomask,pic,piano,,left,left,721.762399655,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,26,bottle,invalid,mask,pic,saltshaker,,right,right,678.451098502,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,27,rhinoceros,valid,nomask,pic,rhinoceros,,right,right,871.152473614,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,28,raccoon,valid,mask,pic,raccoon,,left,left,618.914905004,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,29,zebra,valid,nomask,pic,zebra,,left,left,794.710881542,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,30,snowman,,mask,word,snowman,alligator,left,left,676.124705933,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,31,elephant,,nomask,word,elephant,heart,left,left,577.988893259,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,32,tomato,,nomask,word,tomato,saltshaker,right,right,779.87388568,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,33,bottle,invalid,mask,pic,heart,,left,left,590.772849973,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,34,penguin,,nomask,word,penguin,heart,right,right,546.245858539,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,35,rhinoceros,valid,nomask,pic,rhinoceros,,right,right,747.820687015,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,36,heart,valid,mask,pic,heart,,left,left,647.077445406,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,37,raccoon,valid,nomask,pic,raccoon,,left,left,602.854536381,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,38,pear,valid,nomask,pic,pear,,right,right,620.627370663,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,39,rhinoceros,valid,mask,pic,rhinoceros,,right,right,781.337643974,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,40,camel,valid,nomask,pic,camel,,left,left,775.154842064,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,41,chair,valid,mask,pic,chair,,left,left,466.939807404,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,42,pineapple,invalid,mask,pic,apple,,right,right,972.651120741,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,43,tiger,valid,nomask,pic,tiger,,left,left,580.450042617,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,44,camel,,mask,word,camel,snowman,left,left,501.934606582,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,45,deer,,nomask,word,deer,giraffe,right,right,689.720083959,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,46,pineapple,valid,nomask,pic,pineapple,,right,right,678.729574662,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,47,swan,valid,mask,pic,swan,,right,right,635.503096506,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,48,saltshaker,valid,nomask,pic,saltshaker,,left,left,1106.74327426,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,49,camel,valid,nomask,pic,camel,,right,right,536.069971044,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,50,giraffe,valid,nomask,pic,giraffe,,right,right,488.802394364,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,51,skunk,invalid,nomask,pic,bottle,,left,left,594.520429615,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,52,pig,invalid,mask,pic,rhinoceros,,right,right,651.311876718,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,53,pig,,mask,word,pig,grasshopper,left,left,676.37277348,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,54,donkey,,mask,word,donkey,skunk,right,right,538.587455638,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,55,lion,valid,nomask,pic,lion,,right,right,678.650512826,1
MOW208,208,2015_Nov_20_1110,LL-Kramer,0,test,56,table,,nomask,word,table,snowman,right,right,705.144439358,1
