subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,1,chicken,,mask,word,chicken,pineapple,right,timeout,1500.0,0
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,2,raccoon,valid,mask,pic,raccoon,,left,left,1327.28405846,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,3,gorilla,valid,nomask,pic,gorilla,,right,right,867.793212874,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,4,deer,invalid,mask,pic,rabbit,,right,right,800.860786123,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,5,lion,valid,nomask,pic,lion,,right,right,1028.64485723,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,6,tree,invalid,nomask,pic,grasshopper,,right,right,1447.94135695,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,7,strawberry,valid,nomask,pic,strawberry,,right,right,1076.13533535,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,8,bee,,nomask,word,bee,pig,left,left,702.746788615,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,9,alligator,valid,mask,pic,alligator,,right,right,630.616099697,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,10,heart,valid,nomask,pic,heart,,right,right,793.424134343,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,11,elephant,valid,nomask,pic,elephant,,left,left,702.221840958,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,-1,practice,12,strawberry,valid,nomask,pic,strawberry,,right,right,786.045418856,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,0,test,14,grasshopper,valid,mask,pic,grasshopper,,right,right,573.906068297,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,0,test,15,gorilla,valid,mask,pic,gorilla,,right,right,705.669850813,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,0,test,16,dog,valid,mask,pic,dog,,left,left,607.44318162,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,0,test,17,piano,valid,nomask,pic,piano,,left,left,1273.65777446,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,0,test,18,bee,valid,nomask,pic,bee,,left,left,1069.97872362,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,0,test,19,deer,,nomask,word,deer,elephant,right,right,713.581836299,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,0,test,20,pig,,mask,word,pig,tiger,left,left,1310.34585408,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,0,test,21,snowman,invalid,nomask,pic,dog,,right,right,615.342043409,1
MOW224,224,2015_Nov_23_1613,LL-ELAINE,0,test,22,giraffe,,mask,word,giraffe,camel,right,right,590.77097206,1
