subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,1,pineapple,,mask,word,pineapple,dog,left,left,684.40941954,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,2,alligator,,mask,word,alligator,rabbit,left,left,645.433768863,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,3,deer,valid,mask,pic,deer,,right,timeout,1500.0,0
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,4,table,,nomask,word,table,bottle,left,left,533.790847519,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,5,snowman,,mask,word,snowman,dog,right,right,699.876125669,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,6,donkey,invalid,mask,pic,table,,right,left,821.021532407,0
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,7,alligator,valid,nomask,pic,alligator,,right,right,474.637418985,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,8,mouse,valid,mask,pic,mouse,,left,left,328.824984841,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,9,leopard,,nomask,word,leopard,grasshopper,left,left,423.258315073,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,10,mouse,,nomask,word,mouse,snowman,left,left,328.849311685,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,11,strawberry,valid,mask,pic,strawberry,,right,right,482.955254614,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,-1,practice,12,grasshopper,valid,mask,pic,grasshopper,,right,right,546.674434096,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,0,test,14,deer,valid,nomask,pic,deer,,right,right,466.278932057,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,0,test,15,strawberry,valid,nomask,pic,strawberry,,left,left,462.026228197,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,0,test,16,leopard,,mask,word,leopard,bee,left,left,345.621981192,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,0,test,17,piano,invalid,nomask,pic,mouse,,right,right,474.550034851,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,0,test,18,elephant,valid,mask,pic,elephant,,right,right,534.32827699,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,0,test,19,giraffe,invalid,mask,pic,piano,,right,right,456.05688612,1
MOW216,216,2015_Nov_20_1238,LL-ELAINE,0,test,20,gorilla,valid,nomask,pic,gorilla,,right,right,574.838435045,1
