subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,1,gorilla,valid,mask,pic,gorilla,,right,timeout,1500.0,0
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,2,bottle,valid,mask,pic,bottle,,left,left,470.378953498,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,3,saltshaker,valid,nomask,pic,saltshaker,,right,right,631.129626418,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,4,dog,,mask,word,dog,grasshopper,right,right,408.740993473,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,5,wine_glass,,mask,word,wine_glass,mouse,right,right,660.369766876,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,6,gorilla,,nomask,word,gorilla,alligator,left,left,794.169256696,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,7,deer,valid,nomask,pic,deer,,right,right,576.204895391,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,8,dog,valid,nomask,pic,dog,,right,right,491.978566861,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,9,leopard,valid,mask,pic,leopard,,right,right,518.277728464,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,10,grasshopper,invalid,nomask,pic,pineapple,,left,left,780.506252893,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,11,tomato,valid,mask,pic,tomato,,left,left,534.27130112,1
MOW206,206,2015_Nov_19_1505,LL-George,-1,practice,12,rabbit,,mask,word,rabbit,tiger,right,right,578.718875302,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,14,chair,valid,mask,pic,chair,,right,right,406.029198552,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,15,saltshaker,valid,nomask,pic,saltshaker,,right,right,482.237615041,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,16,zebra,valid,mask,pic,zebra,,left,left,571.863206686,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,17,pineapple,valid,nomask,pic,pineapple,,right,right,632.597555174,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,18,camel,,mask,word,camel,deer,right,right,507.222810877,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,19,giraffe,invalid,mask,pic,kangaroo,,left,left,565.676844446,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,20,grasshopper,invalid,nomask,pic,tiger,,left,left,634.044037783,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,21,pig,valid,nomask,pic,pig,,right,right,495.727130445,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,22,gorilla,valid,nomask,pic,gorilla,,left,left,486.510804622,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,23,tree,valid,mask,pic,tree,,left,left,472.739930847,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,24,bottle,valid,mask,pic,bottle,,right,right,696.994363214,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,25,bee,invalid,nomask,pic,heart,,left,left,616.018539644,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,26,rabbit,valid,nomask,pic,rabbit,,right,right,458.686738391,1
MOW206,206,2015_Nov_19_1505,LL-George,0,test,27,chicken,valid,nomask,pic,chicken,,right,right,641.407687915,1
