subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,1,chair,valid,mask,pic,chair,,right,timeout,1500.0,0
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,2,tomato,valid,nomask,pic,tomato,,right,right,747.678095824,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,3,kangaroo,invalid,nomask,pic,raccoon,,right,left,1245.57321006,0
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,4,bottle,,nomask,word,bottle,tree,left,left,1244.86966094,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,5,leopard,,nomask,word,leopard,piano,right,right,623.873617267,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,6,chair,invalid,mask,pic,pineapple,,left,right,994.852696429,0
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,7,chair,valid,mask,pic,chair,,right,right,672.638725257,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,8,giraffe,valid,mask,pic,giraffe,,left,left,758.397457306,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,9,dog,valid,mask,pic,dog,,left,left,690.138469217,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,10,chicken,valid,mask,pic,chicken,,left,left,660.880364594,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,11,piano,invalid,nomask,pic,dog,,left,left,803.701154888,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,-1,practice,12,heart,,nomask,word,heart,raccoon,right,right,852.213395061,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,14,raccoon,,nomask,word,raccoon,tiger,right,right,523.327230359,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,15,chair,,nomask,word,chair,rabbit,left,left,512.08708901,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,16,raccoon,valid,mask,pic,raccoon,,left,left,675.040010712,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,17,rhinoceros,valid,nomask,pic,rhinoceros,,right,right,892.791982507,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,18,chicken,valid,nomask,pic,chicken,,left,left,674.615896773,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,19,piano,,nomask,word,piano,bee,right,right,541.100968025,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,20,pig,invalid,nomask,pic,strawberry,,left,left,1029.13615177,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,21,pineapple,invalid,nomask,pic,snowman,,right,right,767.899531405,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,22,dog,valid,mask,pic,dog,,left,left,795.532879303,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,23,chicken,,mask,word,chicken,gorilla,left,left,625.18821063,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,24,saltshaker,valid,nomask,pic,saltshaker,,right,right,696.484815213,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,25,chicken,valid,nomask,pic,chicken,,left,left,695.978759089,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,26,pear,,mask,word,pear,zebra,left,left,579.839380807,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,27,tiger,invalid,mask,pic,penguin,,left,left,889.466608642,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,28,bottle,valid,nomask,pic,bottle,,right,right,838.080956135,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,29,saltshaker,invalid,mask,pic,mouse,,right,right,1139.5242241,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,30,bee,invalid,mask,pic,pear,,left,left,1286.7529192,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,31,saltshaker,invalid,mask,pic,heart,,left,left,777.51971723,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,32,swan,invalid,mask,pic,saltshaker,,right,right,622.977696359,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,33,chicken,invalid,mask,pic,grasshopper,,right,right,766.039511422,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,34,heart,,mask,word,heart,kangaroo,left,left,918.600519886,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,35,donkey,,mask,word,donkey,camel,right,right,536.20429174,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,36,deer,invalid,nomask,pic,heart,,right,right,612.386369379,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,37,leopard,valid,mask,pic,leopard,,right,right,511.138673988,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,38,bee,valid,nomask,pic,bee,,right,right,685.909492429,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,39,pig,valid,mask,pic,pig,,left,left,646.704073995,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,40,bee,invalid,mask,pic,strawberry,,left,left,858.408660279,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,41,tiger,,mask,word,tiger,chair,left,left,596.016529249,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,42,piano,,mask,word,piano,rabbit,left,left,679.767041351,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,43,bottle,valid,mask,pic,bottle,,left,left,673.768948996,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,44,wine_glass,invalid,mask,pic,penguin,,left,left,715.529934387,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,45,snowman,valid,nomask,pic,snowman,,left,left,596.271317801,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,46,bottle,valid,mask,pic,bottle,,left,left,635.133923963,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,47,dog,valid,nomask,pic,dog,,left,left,521.793698194,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,48,wine_glass,,nomask,word,wine_glass,dog,left,left,1456.24263806,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,49,tree,,nomask,word,tree,alligator,right,right,783.057845896,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,50,mouse,valid,mask,pic,mouse,,left,left,673.125576111,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,51,tomato,valid,nomask,pic,tomato,,left,left,584.886497585,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,52,skunk,valid,nomask,pic,skunk,,right,right,1301.61803495,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,53,kangaroo,valid,nomask,pic,kangaroo,,left,left,1007.39110669,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,54,donkey,valid,nomask,pic,donkey,,left,left,590.189683018,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,55,leopard,valid,mask,pic,leopard,,right,right,672.941206605,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,56,alligator,valid,nomask,pic,alligator,,right,right,632.70895218,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,57,pig,valid,mask,pic,pig,,left,left,693.493291037,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,58,camel,valid,mask,pic,camel,,left,left,610.704637482,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,59,elephant,valid,mask,pic,elephant,,right,right,528.034735704,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,60,deer,valid,nomask,pic,deer,,right,right,692.80798675,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,61,saltshaker,valid,nomask,pic,saltshaker,,right,right,743.565630401,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,62,tiger,valid,mask,pic,tiger,,left,left,614.364181063,1
MOW211,211,2015_Nov_20_1112,LL-Jerry,0,test,63,heart,valid,mask,pic,heart,,right,right,544.083849643,1
