subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,1,dog,invalid,nomask,pic,wine_glass,,left,timeout,1500.0,0
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,2,strawberry,,nomask,word,strawberry,pear,left,left,548.848460096,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,3,tiger,valid,nomask,pic,tiger,,left,left,434.875921899,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,4,deer,,mask,word,deer,snowman,right,right,543.481190389,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,5,wine_glass,valid,nomask,pic,wine_glass,,right,left,327.456266899,0
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,6,tomato,,nomask,word,tomato,penguin,left,right,1032.88220911,0
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,7,deer,invalid,mask,pic,donkey,,right,right,580.985499601,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,8,bottle,,mask,word,bottle,grasshopper,left,left,439.529390827,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,9,tree,invalid,mask,pic,pineapple,,left,left,496.450681647,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,10,giraffe,invalid,mask,pic,chicken,,left,left,392.479036504,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,11,tree,valid,nomask,pic,tree,,right,right,451.946323461,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,-1,practice,12,tree,invalid,mask,pic,lion,,left,left,467.771894879,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,14,piano,,mask,word,piano,heart,right,right,500.908255473,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,15,saltshaker,,mask,word,saltshaker,elephant,right,right,544.605986772,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,16,alligator,valid,mask,pic,alligator,,right,right,511.162979923,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,17,pineapple,valid,mask,pic,pineapple,,right,left,370.63257153,0
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,18,tomato,valid,mask,pic,tomato,,left,left,592.203374967,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,19,piano,invalid,nomask,pic,strawberry,,left,left,631.910543798,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,20,bottle,,mask,word,bottle,dog,left,left,483.420456505,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,21,tomato,valid,mask,pic,tomato,,left,left,397.470840599,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,22,kangaroo,invalid,nomask,pic,swan,,right,right,602.999371664,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,23,strawberry,invalid,nomask,pic,penguin,,left,left,478.96480322,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,24,pear,valid,nomask,pic,pear,,left,right,528.766011303,0
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,25,chair,invalid,nomask,pic,raccoon,,left,left,548.523248619,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,26,snowman,valid,mask,pic,snowman,,right,right,405.258631148,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,27,wine_glass,,mask,word,wine_glass,camel,right,right,906.699516441,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,28,penguin,,nomask,word,penguin,mouse,right,right,516.489918284,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,29,lion,valid,mask,pic,lion,,left,left,527.587759885,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,30,leopard,valid,nomask,pic,leopard,,right,right,559.291397485,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,31,raccoon,,mask,word,raccoon,pineapple,left,left,624.718760891,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,32,skunk,,mask,word,skunk,grasshopper,right,right,493.744960582,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,33,heart,valid,nomask,pic,heart,,left,left,579.846299166,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,34,apple,,mask,word,apple,piano,left,left,468.149921211,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,35,mouse,,mask,word,mouse,lion,left,left,404.887646797,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,36,tiger,valid,nomask,pic,tiger,,right,right,476.958478881,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,37,zebra,valid,mask,pic,zebra,,right,right,445.299973977,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,38,pineapple,invalid,nomask,pic,leopard,,left,left,494.295515442,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,39,table,,nomask,word,table,penguin,right,right,537.018252495,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,40,pineapple,invalid,mask,pic,heart,,right,right,635.974086792,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,41,dog,valid,nomask,pic,dog,,right,right,608.768674452,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,42,apple,valid,nomask,pic,apple,,left,left,563.541232877,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,43,pig,,nomask,word,pig,strawberry,right,right,422.061117351,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,44,rabbit,valid,mask,pic,rabbit,,right,right,492.050083847,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,45,mouse,,nomask,word,mouse,rabbit,right,right,507.594936304,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,46,raccoon,valid,mask,pic,raccoon,,right,right,526.643814372,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,47,gorilla,valid,mask,pic,gorilla,,left,left,589.40098671,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,48,heart,valid,mask,pic,heart,,right,right,430.460599959,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,49,rhinoceros,valid,mask,pic,rhinoceros,,right,right,511.883502591,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,50,raccoon,valid,mask,pic,raccoon,,right,right,499.379825556,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,51,rabbit,valid,mask,pic,rabbit,,left,left,520.444630665,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,52,elephant,valid,mask,pic,elephant,,right,right,515.272935972,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,53,bottle,valid,nomask,pic,bottle,,left,right,563.997361178,0
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,54,table,,mask,word,table,strawberry,right,right,590.554271104,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,55,pear,,mask,word,pear,raccoon,right,right,529.339612645,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,56,strawberry,valid,mask,pic,strawberry,,right,right,612.294146096,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,57,dog,invalid,nomask,pic,tomato,,left,left,607.098124559,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,58,giraffe,valid,mask,pic,giraffe,,left,left,598.810993557,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,59,rabbit,invalid,mask,pic,rhinoceros,,right,right,814.577604389,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,60,wine_glass,invalid,mask,pic,swan,,left,left,704.348839241,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,61,pig,valid,mask,pic,pig,,left,left,523.092095344,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,62,tree,valid,nomask,pic,tree,,right,right,595.665788875,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,63,chair,invalid,nomask,pic,kangaroo,,right,right,721.64074311,1
MOW220,220,2015_Nov_23_1531,LL-ELAINE,0,test,64,pig,valid,nomask,pic,pig,,right,right,618.414587656,1
