subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,1,bottle,,nomask,word,bottle,raccoon,right,timeout,1500.0,0
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,2,wine_glass,valid,mask,pic,wine_glass,,left,left,1222.44251252,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,3,raccoon,valid,mask,pic,raccoon,,left,left,737.215123489,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,4,penguin,valid,mask,pic,penguin,,right,right,738.989040256,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,5,leopard,invalid,nomask,pic,kangaroo,,right,right,1118.77496669,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,6,bottle,valid,mask,pic,bottle,,left,left,761.538141523,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,7,apple,invalid,mask,pic,kangaroo,,right,right,681.121645495,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,8,tomato,valid,mask,pic,tomato,,right,right,934.054273763,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,9,raccoon,valid,mask,pic,raccoon,,right,right,904.767041327,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,10,pig,valid,nomask,pic,pig,,left,left,779.571788968,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,11,table,valid,nomask,pic,table,,left,left,638.340225909,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,-1,practice,12,mouse,valid,nomask,pic,mouse,,right,right,586.050330312,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,0,test,14,table,valid,mask,pic,table,,left,left,512.198799057,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,0,test,15,pineapple,,nomask,word,pineapple,alligator,right,right,729.731191765,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,0,test,16,swan,,mask,word,swan,grasshopper,right,right,754.342287197,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,0,test,17,giraffe,valid,mask,pic,giraffe,,left,left,792.469015694,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,0,test,18,pig,invalid,mask,pic,pear,,left,right,659.121811856,0
MOW221,221,2015_Nov_23_1530,LL-Jerry,0,test,19,gorilla,valid,nomask,pic,gorilla,,left,left,871.900926926,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,0,test,20,lion,,nomask,word,lion,wine_glass,right,right,621.177212452,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,0,test,21,tomato,valid,mask,pic,tomato,,right,right,839.537347667,1
MOW221,221,2015_Nov_23_1530,LL-Jerry,0,test,22,kangaroo,valid,nomask,pic,kangaroo,,left,left,742.194381775,1
