subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,1,bee,valid,nomask,pic,bee,,left,left,818.947233725,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,2,piano,valid,mask,pic,piano,,left,timeout,1500.0,0
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,3,camel,valid,mask,pic,camel,,left,left,371.413024142,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,4,alligator,valid,nomask,pic,alligator,,right,right,763.164060656,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,5,strawberry,valid,mask,pic,strawberry,,right,left,510.913368315,0
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,6,bee,invalid,mask,pic,alligator,,right,timeout,1500.0,0
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,7,giraffe,,nomask,word,giraffe,deer,right,right,678.128130734,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,8,apple,valid,nomask,pic,apple,,right,right,436.841701157,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,9,wine_glass,,mask,word,wine_glass,penguin,right,right,442.100411281,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,10,alligator,valid,mask,pic,alligator,,left,left,466.706783976,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,11,lion,,mask,word,lion,raccoon,right,right,421.242897864,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,-1,practice,12,bee,valid,nomask,pic,bee,,right,right,464.201462455,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,14,mouse,valid,nomask,pic,mouse,,right,right,411.601235624,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,15,pig,valid,nomask,pic,pig,,left,left,478.46646281,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,16,table,invalid,mask,pic,rabbit,,left,right,402.182033285,0
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,17,strawberry,,nomask,word,strawberry,pear,right,left,428.588896058,0
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,18,alligator,,mask,word,alligator,deer,right,right,415.64521566,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,19,kangaroo,invalid,nomask,pic,mouse,,right,right,778.428692371,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,20,tree,valid,nomask,pic,tree,,left,left,753.050270025,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,21,alligator,valid,nomask,pic,alligator,,right,right,345.430917107,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,22,donkey,invalid,mask,pic,table,,left,left,447.06688216,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,23,saltshaker,valid,nomask,pic,saltshaker,,right,right,454.107197002,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,24,deer,valid,nomask,pic,deer,,right,right,474.271401763,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,25,giraffe,,mask,word,giraffe,strawberry,right,right,423.74885967,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,26,kangaroo,,mask,word,kangaroo,tomato,left,right,416.510091163,0
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,27,giraffe,valid,nomask,pic,giraffe,,left,left,402.521005832,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,28,gorilla,,nomask,word,gorilla,saltshaker,right,right,369.003409054,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,29,giraffe,valid,mask,pic,giraffe,,left,left,457.046876661,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,30,camel,valid,nomask,pic,camel,,left,left,411.899556872,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,31,strawberry,,mask,word,strawberry,chicken,left,left,399.294527713,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,32,grasshopper,valid,mask,pic,grasshopper,,left,left,455.349134747,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,33,heart,valid,nomask,pic,heart,,left,left,497.150904965,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,34,zebra,valid,mask,pic,zebra,,right,right,401.910599321,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,35,raccoon,invalid,nomask,pic,leopard,,left,left,396.703743376,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,36,kangaroo,valid,nomask,pic,kangaroo,,right,right,398.456540424,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,37,swan,valid,nomask,pic,swan,,right,left,462.206680328,0
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,38,camel,invalid,nomask,pic,bee,,right,right,567.971447948,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,39,deer,valid,mask,pic,deer,,left,left,349.754653405,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,40,kangaroo,valid,nomask,pic,kangaroo,,left,left,836.45471558,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,41,grasshopper,valid,nomask,pic,grasshopper,,left,left,522.255973425,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,42,penguin,invalid,mask,pic,apple,,right,right,486.035561655,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,43,dog,invalid,mask,pic,camel,,right,left,457.723861095,0
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,44,skunk,valid,mask,pic,skunk,,right,right,430.585599504,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,45,chicken,valid,nomask,pic,chicken,,left,left,421.346286312,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,46,zebra,,mask,word,zebra,table,right,right,405.820463318,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,47,wine_glass,,mask,word,wine_glass,tiger,left,left,357.511003036,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,48,bottle,valid,nomask,pic,bottle,,left,left,592.622953467,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,49,raccoon,valid,mask,pic,raccoon,,left,left,474.308211822,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,50,pig,invalid,mask,pic,dog,,left,left,548.156458419,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,51,tomato,invalid,mask,pic,tree,,right,right,382.970088162,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,52,skunk,invalid,mask,pic,strawberry,,left,left,472.654001787,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,53,raccoon,valid,mask,pic,raccoon,,left,left,545.485652052,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,54,elephant,valid,nomask,pic,elephant,,left,left,413.304098416,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,55,table,,mask,word,table,gorilla,left,left,428.235519677,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,56,tomato,valid,nomask,pic,tomato,,left,left,398.638669867,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,57,grasshopper,valid,nomask,pic,grasshopper,,left,left,468.515596353,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,58,leopard,,mask,word,leopard,saltshaker,left,right,387.953843456,0
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,59,rabbit,invalid,mask,pic,donkey,,left,left,481.082854792,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,60,chicken,valid,mask,pic,chicken,,right,right,560.778131709,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,61,swan,invalid,nomask,pic,zebra,,right,right,461.602035444,1
MOW205,205,2015_Nov_19_1504,LL-Kramer,0,test,62,leopard,valid,mask,pic,leopard,,right,left,421.213130001,0
