subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,1,camel,invalid,nomask,pic,donkey,,right,timeout,1500.0,0
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,2,snowman,valid,mask,pic,snowman,,right,right,610.197333619,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,3,leopard,valid,nomask,pic,leopard,,right,right,676.952770911,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,4,chair,,nomask,word,chair,deer,right,right,654.968871735,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,5,elephant,valid,nomask,pic,elephant,,right,right,636.088856496,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,6,bee,valid,mask,pic,bee,,left,left,533.247443382,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,7,elephant,valid,nomask,pic,elephant,,left,left,615.27775554,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,8,rhinoceros,valid,nomask,pic,rhinoceros,,left,right,723.798473366,0
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,9,tomato,valid,mask,pic,tomato,,right,right,557.49019701,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,10,rhinoceros,,nomask,word,rhinoceros,skunk,left,left,750.065457541,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,11,zebra,,nomask,word,zebra,wine_glass,left,left,566.292591393,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,-1,practice,12,bottle,valid,nomask,pic,bottle,,right,right,726.80697171,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,14,piano,invalid,mask,pic,pineapple,,right,right,643.453099299,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,15,apple,valid,nomask,pic,apple,,right,right,652.235007845,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,16,leopard,valid,nomask,pic,leopard,,left,left,710.93545435,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,17,lion,valid,mask,pic,lion,,left,left,649.746011011,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,18,pear,,mask,word,pear,pineapple,right,right,596.727749798,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,19,elephant,valid,nomask,pic,elephant,,right,right,648.306899238,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,20,tree,valid,mask,pic,tree,,right,left,575.997631066,0
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,21,giraffe,,mask,word,giraffe,rhinoceros,right,right,574.489061255,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,22,lion,valid,mask,pic,lion,,left,left,554.570042994,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,23,bee,,mask,word,bee,leopard,left,left,580.089944415,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,24,mouse,,mask,word,mouse,pineapple,right,right,596.749836113,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,25,grasshopper,valid,nomask,pic,grasshopper,,left,left,730.763247702,1
MOW214,214,2015_Nov_20_1233,LL-Kramer,0,test,26,tiger,valid,mask,pic,tiger,,right,right,514.628298581,1
