block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,0,invalid,1,right,rhinoceros,186,4,rhinoceros_4.wav,rabbit,182,rabbit.bmp
-1,-9,1,valid,1,right,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
-1,-8,-1,noise,0,right,noise,-1,1,noise.wav,swan,223,swan.bmp
-1,-7,1,valid,1,right,chair,53,4,chair_4.wav,chair,53,chair.bmp
-1,-6,-1,noise,1,right,noise,-1,1,noise.wav,tiger,233,tiger.bmp
-1,-5,-1,noise,1,left,noise,-1,1,noise.wav,pig,172,pig.bmp
-1,-4,-1,noise,1,right,noise,-1,1,noise.wav,zebra,260,zebra.bmp
-1,-3,1,valid,0,right,saltshaker,194,2,saltshaker_2.wav,saltshaker,194,saltshaker.bmp
-1,-2,1,valid,1,right,heart,119,1,heart_1.wav,heart,119,heart.bmp
-1,-1,1,valid,0,right,strawberry,220,4,strawberry_4.wav,strawberry,220,strawberry.bmp
0,0,1,valid,1,left,chair,53,1,chair_1.wav,chair,53,chair.bmp
0,1,-1,noise,0,left,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,2,1,valid,0,right,swan,223,1,swan_1.wav,swan,223,swan.bmp
0,3,1,valid,1,right,rhinoceros,186,4,rhinoceros_4.wav,rhinoceros,186,rhinoceros.bmp
0,4,0,invalid,0,left,rabbit,182,2,rabbit_2.wav,pig,172,pig.bmp
0,5,1,valid,0,left,saltshaker,194,2,saltshaker_2.wav,saltshaker,194,saltshaker.bmp
0,6,1,valid,1,left,rhinoceros,186,3,rhinoceros_3.wav,rhinoceros,186,rhinoceros.bmp
0,7,-1,noise,1,right,noise,-1,1,noise.wav,chair,53,chair.bmp
0,8,-1,noise,0,left,noise,-1,1,noise.wav,heart,119,heart.bmp
0,9,1,valid,1,left,rabbit,182,1,rabbit_1.wav,rabbit,182,rabbit.bmp
0,10,0,invalid,0,left,swan,223,1,swan_1.wav,chair,53,chair.bmp
0,11,0,invalid,0,left,pig,172,3,pig_3.wav,rhinoceros,186,rhinoceros.bmp
0,12,-1,noise,1,left,noise,-1,1,noise.wav,pig,172,pig.bmp
0,13,0,invalid,1,left,swan,223,3,swan_3.wav,strawberry,220,strawberry.bmp
0,14,-1,noise,1,left,noise,-1,1,noise.wav,heart,119,heart.bmp
0,15,1,valid,0,right,rhinoceros,186,2,rhinoceros_2.wav,rhinoceros,186,rhinoceros.bmp
0,16,-1,noise,1,left,noise,-1,1,noise.wav,zebra,260,zebra.bmp
0,17,1,valid,1,right,heart,119,1,heart_1.wav,heart,119,heart.bmp
0,18,-1,noise,1,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,19,-1,noise,0,right,noise,-1,1,noise.wav,saltshaker,194,saltshaker.bmp
0,20,-1,noise,0,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,21,0,invalid,0,right,chair,53,3,chair_3.wav,tiger,233,tiger.bmp
0,22,1,valid,0,right,rabbit,182,2,rabbit_2.wav,rabbit,182,rabbit.bmp
0,23,-1,noise,0,left,noise,-1,1,noise.wav,pig,172,pig.bmp
0,24,-1,noise,1,right,noise,-1,1,noise.wav,rabbit,182,rabbit.bmp
