block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,-1,noise,1,right,noise,-1,1,noise.wav,donkey,75,donkey.bmp
-1,-9,1,valid,0,left,pear,166,1,pear_1.wav,pear,166,pear.bmp
-1,-8,1,valid,1,right,camel,43,3,camel_3.wav,camel,43,camel.bmp
-1,-7,-1,noise,1,left,noise,-1,1,noise.wav,dog,73,dog.bmp
-1,-6,-1,noise,1,left,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
-1,-5,-1,noise,0,right,noise,-1,1,noise.wav,tomato,236,tomato.bmp
-1,-4,1,valid,1,right,bottle,32,4,bottle_4.wav,bottle,32,bottle.bmp
-1,-3,-1,noise,0,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
-1,-2,-1,noise,0,left,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
-1,-1,-1,noise,1,right,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,0,1,valid,0,right,pear,166,3,pear_3.wav,pear,166,pear.bmp
0,1,-1,noise,1,left,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,2,-1,noise,0,right,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,3,1,valid,0,right,snowman,210,1,snowman_1.wav,snowman,210,snowman.bmp
0,4,-1,noise,0,right,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,5,1,valid,1,left,snowman,210,2,snowman_2.wav,snowman,210,snowman.bmp
0,6,1,valid,0,left,donkey,75,3,donkey_3.wav,donkey,75,donkey.bmp
0,7,-1,noise,1,right,noise,-1,1,noise.wav,camel,43,camel.bmp
0,8,-1,noise,1,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,9,1,valid,1,right,tomato,236,3,tomato_3.wav,tomato,236,tomato.bmp
0,10,-1,noise,1,left,noise,-1,1,noise.wav,dog,73,dog.bmp
0,11,0,invalid,0,right,penguin,169,4,penguin_4.wav,donkey,75,donkey.bmp
0,12,1,valid,1,left,dog,73,2,dog_2.wav,dog,73,dog.bmp
0,13,-1,noise,0,left,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,14,-1,noise,0,left,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,15,-1,noise,1,right,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,16,-1,noise,1,left,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,17,-1,noise,1,right,noise,-1,1,noise.wav,strawberry,220,strawberry.bmp
0,18,-1,noise,1,right,noise,-1,1,noise.wav,dog,73,dog.bmp
0,19,1,valid,1,left,camel,43,4,camel_4.wav,camel,43,camel.bmp
0,20,-1,noise,0,left,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,21,-1,noise,0,right,noise,-1,1,noise.wav,dog,73,dog.bmp
0,22,1,valid,0,right,wine_glass,258,1,wine_glass_1.wav,wine_glass,258,wine_glass.bmp
0,23,-1,noise,0,right,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,24,1,valid,0,left,strawberry,220,2,strawberry_2.wav,strawberry,220,strawberry.bmp
0,25,-1,noise,0,left,noise,-1,1,noise.wav,dog,73,dog.bmp
0,26,-1,noise,0,right,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,27,-1,noise,1,right,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,28,-1,noise,1,right,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,29,0,invalid,1,left,pear,166,2,pear_2.wav,camel,43,camel.bmp
0,30,-1,noise,1,left,noise,-1,1,noise.wav,tomato,236,tomato.bmp
0,31,1,valid,1,right,strawberry,220,2,strawberry_2.wav,strawberry,220,strawberry.bmp
0,32,1,valid,1,left,donkey,75,2,donkey_2.wav,donkey,75,donkey.bmp
0,33,1,valid,0,right,dog,73,3,dog_3.wav,dog,73,dog.bmp
0,34,-1,noise,0,left,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,35,-1,noise,1,right,noise,-1,1,noise.wav,wine_glass,258,wine_glass.bmp
0,36,0,invalid,1,right,bottle,32,1,bottle_1.wav,tomato,236,tomato.bmp
0,37,0,invalid,1,right,donkey,75,3,donkey_3.wav,bottle,32,bottle.bmp
0,38,-1,noise,1,right,noise,-1,1,noise.wav,dog,73,dog.bmp
0,39,1,valid,1,right,wine_glass,258,2,wine_glass_2.wav,wine_glass,258,wine_glass.bmp
0,40,-1,noise,0,left,noise,-1,1,noise.wav,bottle,32,bottle.bmp
0,41,-1,noise,1,right,noise,-1,1,noise.wav,penguin,169,penguin.bmp
0,42,1,valid,1,right,snowman,210,3,snowman_3.wav,snowman,210,snowman.bmp
0,43,-1,noise,0,left,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,44,1,valid,0,right,pear,166,2,pear_2.wav,pear,166,pear.bmp
0,45,-1,noise,1,left,noise,-1,1,noise.wav,donkey,75,donkey.bmp
0,46,1,valid,0,left,dog,73,1,dog_1.wav,dog,73,dog.bmp
0,47,1,valid,0,left,camel,43,2,camel_2.wav,camel,43,camel.bmp
