block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,-1,noise,0,left,noise,-1,1,noise.wav,skunk,206,skunk.bmp
-1,-9,-1,noise,0,right,noise,-1,1,noise.wav,snowman,210,snowman.bmp
-1,-8,-1,noise,0,left,noise,-1,1,noise.wav,tiger,233,tiger.bmp
-1,-7,-1,noise,0,left,noise,-1,1,noise.wav,chair,53,chair.bmp
-1,-6,1,valid,1,left,tree,241,1,tree_1.wav,tree,241,tree.bmp
-1,-5,1,valid,1,left,grasshopper,110,3,grasshopper_3.wav,grasshopper,110,grasshopper.bmp
-1,-4,1,valid,1,left,lion,140,4,lion_4.wav,lion,140,lion.bmp
-1,-3,1,valid,0,right,alligator,3,2,alligator_2.wav,alligator,3,alligator.bmp
-1,-2,-1,noise,0,left,noise,-1,1,noise.wav,swan,223,swan.bmp
-1,-1,-1,noise,1,right,noise,-1,1,noise.wav,bee,23,bee.bmp
0,0,-1,noise,1,right,noise,-1,1,noise.wav,lion,140,lion.bmp
0,1,-1,noise,1,right,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,2,0,invalid,0,right,grasshopper,110,3,grasshopper_3.wav,tiger,233,tiger.bmp
0,3,0,invalid,0,left,tiger,233,2,tiger_2.wav,snowman,210,snowman.bmp
0,4,1,valid,0,left,tiger,233,4,tiger_4.wav,tiger,233,tiger.bmp
0,5,0,invalid,1,left,skunk,206,4,skunk_4.wav,alligator,3,alligator.bmp
0,6,-1,noise,0,right,noise,-1,1,noise.wav,chair,53,chair.bmp
0,7,-1,noise,1,left,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,8,0,invalid,0,left,lion,140,4,lion_4.wav,grasshopper,110,grasshopper.bmp
0,9,-1,noise,1,left,noise,-1,1,noise.wav,skunk,206,skunk.bmp
0,10,1,valid,1,right,swan,223,2,swan_2.wav,swan,223,swan.bmp
0,11,-1,noise,0,right,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,12,-1,noise,1,left,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,13,1,valid,0,left,snowman,210,1,snowman_1.wav,snowman,210,snowman.bmp
0,14,1,valid,1,right,bee,23,3,bee_3.wav,bee,23,bee.bmp
0,15,1,valid,1,right,skunk,206,4,skunk_4.wav,skunk,206,skunk.bmp
0,16,-1,noise,0,right,noise,-1,1,noise.wav,chair,53,chair.bmp
0,17,-1,noise,0,left,noise,-1,1,noise.wav,snowman,210,snowman.bmp
0,18,1,valid,0,left,bee,23,2,bee_2.wav,bee,23,bee.bmp
0,19,-1,noise,1,left,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,20,-1,noise,1,left,noise,-1,1,noise.wav,bee,23,bee.bmp
0,21,1,valid,1,left,lion,140,4,lion_4.wav,lion,140,lion.bmp
0,22,-1,noise,0,right,noise,-1,1,noise.wav,swan,223,swan.bmp
0,23,-1,noise,0,right,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,24,-1,noise,0,right,noise,-1,1,noise.wav,lion,140,lion.bmp
0,25,0,invalid,1,right,tree,241,4,tree_4.wav,alligator,3,alligator.bmp
0,26,0,invalid,1,right,grasshopper,110,2,grasshopper_2.wav,chair,53,chair.bmp
0,27,-1,noise,1,left,noise,-1,1,noise.wav,lion,140,lion.bmp
0,28,1,valid,0,left,chair,53,1,chair_1.wav,chair,53,chair.bmp
0,29,-1,noise,0,right,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,30,1,valid,1,left,skunk,206,4,skunk_4.wav,skunk,206,skunk.bmp
0,31,-1,noise,1,right,noise,-1,1,noise.wav,alligator,3,alligator.bmp
0,32,1,valid,1,right,tiger,233,3,tiger_3.wav,tiger,233,tiger.bmp
0,33,-1,noise,0,left,noise,-1,1,noise.wav,bee,23,bee.bmp
0,34,1,valid,0,left,swan,223,2,swan_2.wav,swan,223,swan.bmp
0,35,-1,noise,0,right,noise,-1,1,noise.wav,grasshopper,110,grasshopper.bmp
0,36,-1,noise,0,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,37,-1,noise,0,right,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,38,1,valid,1,right,grasshopper,110,4,grasshopper_4.wav,grasshopper,110,grasshopper.bmp
0,39,-1,noise,1,left,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,40,1,valid,0,right,skunk,206,1,skunk_1.wav,skunk,206,skunk.bmp
0,41,-1,noise,1,left,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,42,-1,noise,0,left,noise,-1,1,noise.wav,swan,223,swan.bmp
0,43,-1,noise,1,left,noise,-1,1,noise.wav,tree,241,tree.bmp
