block_ix,trial_ix,is_cue_valid,cue_type,is_cue_masked,up_pic,cue,cue_id,cue_version,cue_file,pic,pic_id,pic_file
-1,-10,1,valid,1,left,tiger,233,3,tiger_3.wav,tiger,233,tiger.bmp
-1,-9,1,valid,0,left,heart,119,3,heart_3.wav,heart,119,heart.bmp
-1,-8,-1,noise,1,left,noise,-1,1,noise.wav,chicken,55,chicken.bmp
-1,-7,-1,noise,0,left,noise,-1,1,noise.wav,mouse,149,mouse.bmp
-1,-6,1,valid,0,right,camel,43,1,camel_1.wav,camel,43,camel.bmp
-1,-5,-1,noise,1,right,noise,-1,1,noise.wav,pear,166,pear.bmp
-1,-4,-1,noise,1,right,noise,-1,1,noise.wav,lightbulb,138,lightbulb.bmp
-1,-3,0,invalid,1,left,piano,171,1,piano_1.wav,deer,71,deer.bmp
-1,-2,1,valid,1,right,piano,171,4,piano_4.wav,piano,171,piano.bmp
-1,-1,0,invalid,0,left,chicken,55,1,chicken_1.wav,gorilla,108,gorilla.bmp
0,0,1,valid,0,right,gorilla,108,3,gorilla_3.wav,gorilla,108,gorilla.bmp
0,1,-1,noise,0,left,noise,-1,1,noise.wav,lightbulb,138,lightbulb.bmp
0,2,1,valid,1,left,heart,119,1,heart_1.wav,heart,119,heart.bmp
0,3,-1,noise,0,left,noise,-1,1,noise.wav,camel,43,camel.bmp
0,4,-1,noise,1,left,noise,-1,1,noise.wav,heart,119,heart.bmp
0,5,-1,noise,0,left,noise,-1,1,noise.wav,mouse,149,mouse.bmp
0,6,1,valid,1,right,lightbulb,138,4,lightbulb_4.wav,lightbulb,138,lightbulb.bmp
0,7,1,valid,1,left,deer,71,2,deer_2.wav,deer,71,deer.bmp
0,8,1,valid,0,left,pear,166,4,pear_4.wav,pear,166,pear.bmp
0,9,-1,noise,1,left,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,10,1,valid,1,left,camel,43,2,camel_2.wav,camel,43,camel.bmp
0,11,1,valid,0,right,tiger,233,1,tiger_1.wav,tiger,233,tiger.bmp
0,12,1,valid,1,left,camel,43,4,camel_4.wav,camel,43,camel.bmp
0,13,1,valid,1,right,mouse,149,2,mouse_2.wav,mouse,149,mouse.bmp
0,14,0,invalid,1,left,camel,43,3,camel_3.wav,piano,171,piano.bmp
0,15,1,valid,0,right,lightbulb,138,4,lightbulb_4.wav,lightbulb,138,lightbulb.bmp
0,16,-1,noise,1,right,noise,-1,1,noise.wav,deer,71,deer.bmp
0,17,1,valid,0,left,chicken,55,3,chicken_3.wav,chicken,55,chicken.bmp
0,18,1,valid,1,right,gorilla,108,1,gorilla_1.wav,gorilla,108,gorilla.bmp
0,19,-1,noise,0,right,noise,-1,1,noise.wav,pear,166,pear.bmp
0,20,1,valid,0,right,camel,43,1,camel_1.wav,camel,43,camel.bmp
0,21,0,invalid,0,left,chicken,55,1,chicken_1.wav,gorilla,108,gorilla.bmp
0,22,-1,noise,0,right,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,23,1,valid,0,left,camel,43,4,camel_4.wav,camel,43,camel.bmp
0,24,1,valid,0,left,deer,71,3,deer_3.wav,deer,71,deer.bmp
0,25,-1,noise,1,left,noise,-1,1,noise.wav,piano,171,piano.bmp
0,26,-1,noise,1,right,noise,-1,1,noise.wav,pear,166,pear.bmp
0,27,1,valid,0,right,heart,119,2,heart_2.wav,heart,119,heart.bmp
0,28,-1,noise,0,left,noise,-1,1,noise.wav,deer,71,deer.bmp
0,29,-1,noise,0,left,noise,-1,1,noise.wav,heart,119,heart.bmp
0,30,-1,noise,1,left,noise,-1,1,noise.wav,lightbulb,138,lightbulb.bmp
0,31,-1,noise,1,left,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,32,-1,noise,0,left,noise,-1,1,noise.wav,chicken,55,chicken.bmp
0,33,-1,noise,0,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,34,-1,noise,1,right,noise,-1,1,noise.wav,heart,119,heart.bmp
0,35,-1,noise,0,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,36,-1,noise,1,left,noise,-1,1,noise.wav,piano,171,piano.bmp
0,37,-1,noise,1,right,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,38,-1,noise,1,left,noise,-1,1,noise.wav,deer,71,deer.bmp
0,39,-1,noise,0,right,noise,-1,1,noise.wav,lightbulb,138,lightbulb.bmp
0,40,-1,noise,1,left,noise,-1,1,noise.wav,camel,43,camel.bmp
0,41,-1,noise,1,right,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,42,-1,noise,1,right,noise,-1,1,noise.wav,mouse,149,mouse.bmp
0,43,1,valid,0,right,heart,119,1,heart_1.wav,heart,119,heart.bmp
0,44,1,valid,0,left,lightbulb,138,2,lightbulb_2.wav,lightbulb,138,lightbulb.bmp
0,45,0,invalid,1,right,mouse,149,2,mouse_2.wav,pear,166,pear.bmp
0,46,1,valid,0,left,mouse,149,4,mouse_4.wav,mouse,149,mouse.bmp
0,47,-1,noise,0,right,noise,-1,1,noise.wav,lightbulb,138,lightbulb.bmp
0,48,1,valid,0,right,camel,43,3,camel_3.wav,camel,43,camel.bmp
0,49,-1,noise,0,left,noise,-1,1,noise.wav,tiger,233,tiger.bmp
0,50,-1,noise,1,right,noise,-1,1,noise.wav,camel,43,camel.bmp
0,51,1,valid,0,left,gorilla,108,3,gorilla_3.wav,gorilla,108,gorilla.bmp
0,52,-1,noise,0,left,noise,-1,1,noise.wav,mouse,149,mouse.bmp
0,53,1,valid,1,left,pear,166,2,pear_2.wav,pear,166,pear.bmp
0,54,1,valid,0,left,tiger,233,4,tiger_4.wav,tiger,233,tiger.bmp
0,55,-1,noise,0,left,noise,-1,1,noise.wav,piano,171,piano.bmp
0,56,1,valid,0,left,chicken,55,1,chicken_1.wav,chicken,55,chicken.bmp
0,57,-1,noise,0,right,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,58,1,valid,0,left,piano,171,1,piano_1.wav,piano,171,piano.bmp
0,59,1,valid,1,left,tiger,233,2,tiger_2.wav,tiger,233,tiger.bmp
0,60,-1,noise,1,left,noise,-1,1,noise.wav,gorilla,108,gorilla.bmp
0,61,0,invalid,0,left,lightbulb,138,2,lightbulb_2.wav,mouse,149,mouse.bmp
0,62,-1,noise,0,right,noise,-1,1,noise.wav,deer,71,deer.bmp
0,63,1,valid,0,right,chicken,55,4,chicken_4.wav,chicken,55,chicken.bmp
0,64,-1,noise,0,left,noise,-1,1,noise.wav,camel,43,camel.bmp
